  Key Length |   QueueTimes | ServiceTimes | SojournTimes
       8.000 |        0.246 |        1.121 |        1.366
       8.000 |        0.269 |        0.940 |        1.209
       9.000 |        0.155 |        0.961 |        1.116
       4.000 |        0.121 |        1.951 |        2.072
       9.000 |        0.201 |        2.407 |        2.608
       7.000 |        0.215 |        0.733 |        0.947
       5.000 |        0.104 |        2.418 |        2.521
       7.000 |        0.241 |        0.603 |        0.844
       7.000 |        0.337 |        0.708 |        1.045
       4.000 |        0.259 |        1.062 |        1.320
      12.000 |        0.299 |        2.886 |        3.185
       7.000 |        0.242 |        0.764 |        1.006
       9.000 |        0.270 |        0.875 |        1.144
       7.000 |        0.249 |        1.989 |        2.238
       9.000 |        0.387 |        0.811 |        1.198
       8.000 |        0.295 |        3.103 |        3.398
       9.000 |        0.117 |        2.726 |        2.843
      11.000 |        0.243 |        0.613 |        0.856
      12.000 |        0.177 |        0.935 |        1.112
      10.000 |        0.278 |        0.658 |        0.936
      10.000 |        0.296 |        1.810 |        2.106
      13.000 |        0.343 |        1.896 |        2.240
       8.000 |        0.285 |        1.134 |        1.419
       8.000 |        0.189 |        0.833 |        1.023
       7.000 |        0.239 |        0.884 |        1.123
      10.000 |        0.255 |        2.590 |        2.845
       7.000 |        0.276 |        1.074 |        1.350
      10.000 |        0.200 |        3.225 |        3.426
      12.000 |        0.232 |        0.683 |        0.916
       8.000 |        0.261 |        1.245 |        1.506
       7.000 |        0.274 |        1.734 |        2.008
       8.000 |        0.198 |        0.847 |        1.045
      14.000 |        0.169 |        0.672 |        0.842
       5.000 |        0.263 |        3.622 |        3.886
       7.000 |        0.110 |        2.201 |        2.310
       9.000 |        0.257 |        1.297 |        1.555
      10.000 |        0.209 |        0.725 |        0.934
       6.000 |        0.258 |        0.560 |        0.818
      11.000 |        0.135 |        3.364 |        3.499
       8.000 |        0.263 |        1.077 |        1.340
       6.000 |        0.289 |        0.924 |        1.213
      11.000 |        0.253 |        0.971 |        1.225
      13.000 |        0.218 |        0.670 |        0.888
       9.000 |        0.268 |        0.659 |        0.928
      11.000 |        0.237 |        0.678 |        0.915
       9.000 |        0.300 |        0.688 |        0.988
      14.000 |        0.169 |        0.803 |        0.972
       5.000 |        0.289 |        1.054 |        1.342
      11.000 |        0.184 |        0.739 |        0.923
      10.000 |        0.376 |        2.859 |        3.235
       7.000 |        0.186 |        2.161 |        2.347
      10.000 |        0.193 |        0.630 |        0.823
      11.000 |        0.223 |        1.383 |        1.606
      10.000 |        0.179 |        2.747 |        2.926
       9.000 |        0.280 |        0.636 |        0.916
       8.000 |        0.161 |        0.432 |        0.593
       8.000 |        0.178 |        1.350 |        1.529
       8.000 |        0.286 |        2.438 |        2.725
       9.000 |        0.314 |        1.150 |        1.465
      11.000 |        0.286 |        0.811 |        1.096
      16.000 |        0.309 |        1.321 |        1.629
       6.000 |        0.191 |        0.677 |        0.868
       5.000 |        0.200 |        1.038 |        1.237
       4.000 |        0.242 |        0.777 |        1.019
      11.000 |        0.266 |        0.855 |        1.121
      12.000 |        0.283 |        0.764 |        1.047
       8.000 |        0.217 |        1.061 |        1.278
       4.000 |        0.151 |        0.959 |        1.110
      13.000 |        0.263 |        0.609 |        0.872
      10.000 |        0.332 |        2.097 |        2.429
       6.000 |        0.428 |        0.752 |        1.180
      10.000 |        0.158 |        0.581 |        0.739
       8.000 |        0.249 |        2.413 |        2.662
       8.000 |        0.141 |        2.016 |        2.157
       7.000 |        0.173 |        2.176 |        2.349
       9.000 |        0.193 |        0.731 |        0.924
      10.000 |        0.081 |        0.808 |        0.889
      10.000 |        0.140 |        1.038 |        1.179
       8.000 |        0.230 |        2.011 |        2.241
       8.000 |        0.072 |        1.058 |        1.130
       8.000 |        0.115 |        2.703 |        2.818
       8.000 |        0.176 |        1.428 |        1.605
       8.000 |        0.192 |        0.734 |        0.926
       9.000 |        0.241 |        1.920 |        2.161
      11.000 |        0.367 |        0.649 |        1.016
       4.000 |        0.216 |        0.823 |        1.039
       6.000 |        0.272 |        3.053 |        3.325
      11.000 |        0.211 |        0.759 |        0.969
       6.000 |        0.137 |        0.820 |        0.956
       6.000 |        0.125 |        2.903 |        3.028
      12.000 |        0.198 |        0.704 |        0.902
       5.000 |        0.225 |        1.145 |        1.370
      11.000 |        0.092 |        1.081 |        1.172
       6.000 |        0.225 |        0.589 |        0.815
       9.000 |        0.325 |        2.541 |        2.866
      10.000 |        0.343 |        0.605 |        0.948
      10.000 |        0.194 |        0.908 |        1.101
      11.000 |        0.255 |        0.766 |        1.021
      11.000 |        0.280 |        2.570 |        2.850
       7.000 |        0.188 |        0.916 |        1.105
       9.000 |        0.088 |        0.689 |        0.777
      11.000 |        0.251 |        0.684 |        0.935
       5.000 |        0.253 |        3.478 |        3.731
       8.000 |        0.211 |        1.284 |        1.496
      10.000 |        0.265 |        2.085 |        2.350
      11.000 |        0.190 |        1.886 |        2.076
       7.000 |        0.273 |        0.938 |        1.212
       8.000 |        0.193 |        2.481 |        2.674
       6.000 |        0.287 |        0.645 |        0.932
       5.000 |        0.193 |        0.661 |        0.854
       9.000 |        0.210 |        0.932 |        1.142
       8.000 |        0.190 |        2.221 |        2.411
      11.000 |        0.323 |        0.584 |        0.908
      11.000 |        0.209 |        1.565 |        1.773
       9.000 |        0.309 |        2.821 |        3.129
      10.000 |        0.293 |        1.372 |        1.665
       7.000 |        0.239 |        0.429 |        0.668
       8.000 |        0.217 |        3.330 |        3.547
      10.000 |        0.235 |        0.873 |        1.108
      11.000 |        0.364 |        0.990 |        1.354
      10.000 |        0.157 |        0.661 |        0.818
       5.000 |        0.082 |        0.556 |        0.638
      16.000 |        0.096 |        0.552 |        0.648
       6.000 |        0.262 |        0.652 |        0.914
      11.000 |        0.227 |        3.211 |        3.438
      14.000 |        0.212 |        0.862 |        1.074
       6.000 |        0.151 |        1.372 |        1.523
      11.000 |        0.092 |        0.663 |        0.755
       6.000 |        0.169 |        1.726 |        1.896
       7.000 |        0.292 |        2.414 |        2.706
       5.000 |        0.230 |        1.248 |        1.478
       8.000 |        0.312 |        0.713 |        1.025
       6.000 |        0.130 |        0.679 |        0.809
       8.000 |        0.245 |        2.424 |        2.669
      10.000 |        0.205 |        0.989 |        1.193
       8.000 |        0.123 |        2.014 |        2.137
       9.000 |        0.113 |        0.836 |        0.949
      13.000 |        0.158 |        1.229 |        1.387
      12.000 |        0.065 |        0.665 |        0.730
       7.000 |        0.085 |        0.987 |        1.071
       7.000 |        0.075 |        0.970 |        1.045
       9.000 |        0.242 |        3.037 |        3.279
       9.000 |        0.221 |        3.196 |        3.417
      11.000 |        0.269 |        0.746 |        1.014
       7.000 |        0.243 |        3.530 |        3.772
       5.000 |        0.158 |        3.340 |        3.498
       9.000 |        0.253 |        0.980 |        1.233
       7.000 |        0.264 |        1.298 |        1.562
       6.000 |        0.250 |        1.078 |        1.329
       8.000 |        0.100 |        0.907 |        1.006
       7.000 |        0.168 |        3.153 |        3.322
       9.000 |        0.225 |        2.885 |        3.110
       9.000 |        0.244 |        1.201 |        1.445
       5.000 |        0.151 |        2.801 |        2.952
      16.000 |        0.206 |        0.574 |        0.780
      13.000 |        0.191 |        0.852 |        1.044
       5.000 |        0.076 |        0.685 |        0.761
       7.000 |        0.243 |        1.252 |        1.495
       5.000 |        0.253 |        1.099 |        1.352
       9.000 |        0.169 |        1.754 |        1.923
       9.000 |        0.265 |        0.895 |        1.160
       7.000 |        0.195 |        0.803 |        0.998
      12.000 |        0.214 |        0.676 |        0.890
      11.000 |        0.167 |        1.268 |        1.435
      14.000 |        0.290 |        0.746 |        1.036
       6.000 |        0.169 |        0.923 |        1.092
       9.000 |        0.310 |        2.070 |        2.380
      10.000 |        0.184 |        0.819 |        1.003
       8.000 |        0.154 |        3.053 |        3.207
       6.000 |        0.182 |        0.631 |        0.812
       8.000 |        0.225 |        0.684 |        0.909
       6.000 |        0.140 |        1.860 |        2.000
      10.000 |        0.207 |        0.770 |        0.977
       7.000 |        0.300 |        3.222 |        3.523
       8.000 |        0.197 |        0.599 |        0.796
       8.000 |        0.133 |        0.903 |        1.037
       6.000 |        0.151 |        1.237 |        1.388
       6.000 |        0.209 |        2.869 |        3.078
       6.000 |        0.222 |        0.734 |        0.956
      11.000 |        0.149 |        0.800 |        0.949
      10.000 |        0.281 |        2.603 |        2.885
       7.000 |        0.268 |        3.063 |        3.331
       5.000 |        0.213 |        0.904 |        1.117
       8.000 |        0.296 |        1.079 |        1.374
       9.000 |        0.246 |        0.639 |        0.885
       8.000 |        0.136 |        0.692 |        0.828
      11.000 |        0.274 |        0.854 |        1.127
       7.000 |        0.103 |        0.599 |        0.702
      10.000 |        0.199 |        1.005 |        1.204
      10.000 |        0.306 |        2.099 |        2.405
       5.000 |        0.292 |        1.253 |        1.545
       9.000 |        0.224 |        0.701 |        0.925
      12.000 |        0.274 |        0.611 |        0.885
       8.000 |        0.322 |        1.808 |        2.131
       9.000 |        0.160 |        0.804 |        0.964
       9.000 |        0.247 |        0.783 |        1.030
       6.000 |        0.207 |        3.346 |        3.552
       6.000 |        0.200 |        0.726 |        0.927
       9.000 |        0.200 |        0.522 |        0.723
       8.000 |        0.230 |        1.127 |        1.357
       6.000 |        0.188 |        3.276 |        3.464
       6.000 |        0.218 |        1.402 |        1.620
       5.000 |        0.265 |        2.268 |        2.533
       7.000 |        0.223 |        0.561 |        0.784
       9.000 |        0.242 |        0.944 |        1.187
      11.000 |        0.239 |        0.805 |        1.044
       5.000 |        0.175 |        0.821 |        0.996
       5.000 |        0.192 |        0.874 |        1.066
       7.000 |        0.143 |        1.062 |        1.206
       9.000 |        0.132 |        3.409 |        3.541
       8.000 |        0.130 |        2.328 |        2.457
       8.000 |        0.235 |        1.860 |        2.095
       8.000 |        0.237 |        0.826 |        1.062
      10.000 |        0.195 |        1.192 |        1.387
       8.000 |        0.291 |        0.621 |        0.912
       9.000 |        0.146 |        1.337 |        1.483
      10.000 |        0.101 |        0.806 |        0.906
       8.000 |        0.147 |        2.151 |        2.298
       7.000 |        0.068 |        1.307 |        1.375
       9.000 |        0.107 |        1.757 |        1.864
      10.000 |        0.138 |        2.965 |        3.103
      12.000 |        0.094 |        0.687 |        0.781
       5.000 |        0.156 |        1.184 |        1.340
      10.000 |        0.279 |        0.830 |        1.109
      10.000 |        0.210 |        2.321 |        2.531
       8.000 |        0.106 |        0.612 |        0.718
       9.000 |        0.316 |        1.163 |        1.478
       7.000 |        0.212 |        0.427 |        0.639
       4.000 |        0.228 |        0.493 |        0.721
      10.000 |        0.255 |        3.579 |        3.833
       7.000 |        0.297 |        0.682 |        0.979
       9.000 |        0.198 |        0.805 |        1.003
       9.000 |        0.210 |        1.796 |        2.007
       8.000 |        0.275 |        2.585 |        2.861
       9.000 |        0.154 |        1.557 |        1.711
       9.000 |        0.232 |        1.040 |        1.272
       7.000 |        0.142 |        1.025 |        1.167
      10.000 |        0.251 |        0.864 |        1.115
       9.000 |        0.273 |        1.028 |        1.301
       5.000 |        0.208 |        2.179 |        2.387
       8.000 |        0.204 |        0.684 |        0.888
       6.000 |        0.266 |        0.767 |        1.033
       6.000 |        0.192 |        0.435 |        0.627
       4.000 |        0.245 |        2.604 |        2.849
       8.000 |        0.245 |        1.654 |        1.899
      10.000 |        0.114 |        0.713 |        0.827
       9.000 |        0.147 |        1.285 |        1.432
      13.000 |        0.296 |        0.619 |        0.915
       8.000 |        0.192 |        0.749 |        0.940
      10.000 |        0.186 |        0.606 |        0.792
      15.000 |        0.073 |        0.581 |        0.653
      14.000 |        0.290 |        1.146 |        1.436
       9.000 |        0.168 |        0.814 |        0.982
       9.000 |        0.162 |        0.594 |        0.755
       8.000 |        0.332 |        1.463 |        1.795
       6.000 |        0.118 |        1.140 |        1.258
      15.000 |        0.330 |        2.323 |        2.653
       7.000 |        0.151 |        0.835 |        0.986
       9.000 |        0.127 |        2.082 |        2.209
       5.000 |        0.212 |        0.667 |        0.879
       6.000 |        0.278 |        3.105 |        3.383
      10.000 |        0.211 |        0.522 |        0.733
       6.000 |        0.247 |        1.069 |        1.315
      13.000 |        0.305 |        3.047 |        3.352
      11.000 |        0.174 |        3.063 |        3.237
       7.000 |        0.284 |        0.877 |        1.161
      12.000 |        0.132 |        0.740 |        0.872
       7.000 |        0.152 |        1.864 |        2.017
      10.000 |        0.169 |        1.266 |        1.435
      10.000 |        0.131 |        2.265 |        2.397
       6.000 |        0.286 |        1.745 |        2.031
       7.000 |        0.226 |        1.562 |        1.789
       7.000 |        0.278 |        2.969 |        3.247
       9.000 |        0.251 |        0.694 |        0.945
       7.000 |        0.159 |        0.643 |        0.802
       9.000 |        0.301 |        0.554 |        0.855
       6.000 |        0.068 |        2.913 |        2.982
       8.000 |        0.302 |        0.633 |        0.936
       6.000 |        0.170 |        0.785 |        0.955
       9.000 |        0.156 |        0.831 |        0.988
       6.000 |        0.228 |        0.705 |        0.934
      10.000 |        0.224 |        3.496 |        3.720
       9.000 |        0.209 |        1.788 |        1.997
       9.000 |        0.231 |        0.711 |        0.942
       9.000 |        0.292 |        1.610 |        1.903
       8.000 |        0.132 |        1.119 |        1.251
       6.000 |        0.310 |        0.648 |        0.958
      10.000 |        0.271 |        1.598 |        1.869
      12.000 |        0.298 |        0.623 |        0.921
       6.000 |        0.384 |        1.122 |        1.506
      10.000 |        0.244 |        0.621 |        0.865
       5.000 |        0.131 |        0.721 |        0.852
      12.000 |        0.171 |        1.311 |        1.482
      11.000 |        0.157 |        0.636 |        0.794
       8.000 |        0.270 |        1.126 |        1.396
      10.000 |        0.272 |        0.728 |        1.000
       7.000 |        0.272 |        1.519 |        1.791
      10.000 |        0.266 |        0.802 |        1.067
       8.000 |        0.227 |        0.819 |        1.045
       6.000 |        0.381 |        2.209 |        2.590
       8.000 |        0.223 |        1.185 |        1.408
       5.000 |        0.135 |        1.541 |        1.676
       8.000 |        0.148 |        0.695 |        0.843
       6.000 |        0.158 |        2.349 |        2.507
       8.000 |        0.216 |        1.716 |        1.932
       9.000 |        0.228 |        1.073 |        1.301
      10.000 |        0.073 |        2.336 |        2.409
       8.000 |        0.147 |        1.582 |        1.729
       5.000 |        0.235 |        0.816 |        1.051
      10.000 |        0.276 |        1.535 |        1.811
       7.000 |        0.219 |        0.729 |        0.948
      10.000 |        0.112 |        0.817 |        0.929
       7.000 |        0.230 |        0.582 |        0.812
      12.000 |        0.195 |        1.289 |        1.484
       6.000 |        0.299 |        2.223 |        2.522
       6.000 |        0.254 |        0.590 |        0.843
       6.000 |        0.280 |        1.385 |        1.665
       6.000 |        0.263 |        0.647 |        0.910
      10.000 |        0.153 |        0.627 |        0.781
       8.000 |        0.159 |        1.449 |        1.608
       8.000 |        0.230 |        2.564 |        2.794
       9.000 |        0.256 |        0.831 |        1.087
      12.000 |        0.154 |        0.784 |        0.938
       9.000 |        0.182 |        1.265 |        1.447
       7.000 |        0.187 |        1.039 |        1.226
       6.000 |        0.340 |        0.557 |        0.897
      12.000 |        0.380 |        1.611 |        1.991
       4.000 |        0.266 |        0.636 |        0.903
      13.000 |        0.240 |        1.087 |        1.327
       6.000 |        0.186 |        0.881 |        1.067
       8.000 |        0.387 |        0.718 |        1.105
       8.000 |        0.265 |        1.237 |        1.502
       9.000 |        0.144 |        2.032 |        2.177
      13.000 |        0.164 |        2.968 |        3.133
       9.000 |        0.212 |        0.622 |        0.833
      12.000 |        0.251 |        2.535 |        2.786
       9.000 |        0.137 |        0.860 |        0.996
      12.000 |        0.261 |        1.470 |        1.731
       9.000 |        0.251 |        1.164 |        1.415
      10.000 |        0.121 |        1.413 |        1.533
       7.000 |        0.231 |        2.531 |        2.762
       9.000 |        0.208 |        0.667 |        0.875
       8.000 |        0.228 |        2.782 |        3.010
       8.000 |        0.136 |        0.851 |        0.988
      10.000 |        0.319 |        2.910 |        3.229
      11.000 |        0.328 |        0.621 |        0.949
       7.000 |        0.248 |        1.695 |        1.943
       9.000 |        0.147 |        0.928 |        1.076
       7.000 |        0.099 |        0.557 |        0.656
       9.000 |        0.100 |        0.839 |        0.938
       5.000 |        0.307 |        1.094 |        1.401
       6.000 |        0.370 |        0.686 |        1.056
       4.000 |        0.202 |        3.325 |        3.527
       9.000 |        0.252 |        1.995 |        2.247
       9.000 |        0.236 |        1.052 |        1.289
       7.000 |        0.210 |        1.430 |        1.640
       7.000 |        0.196 |        0.651 |        0.847
       6.000 |        0.205 |        1.807 |        2.012
       5.000 |        0.377 |        1.118 |        1.496
       8.000 |        0.256 |        3.091 |        3.348
       6.000 |        0.256 |        1.101 |        1.357
       9.000 |        0.159 |        1.144 |        1.303
      11.000 |        0.217 |        0.693 |        0.910
       6.000 |        0.204 |        0.643 |        0.848
       8.000 |        0.188 |        2.924 |        3.112
      10.000 |        0.298 |        2.168 |        2.466
       6.000 |        0.253 |        2.834 |        3.087
      14.000 |        0.224 |        0.714 |        0.938
       7.000 |        0.240 |        1.343 |        1.583
       9.000 |        0.071 |        0.760 |        0.832
       9.000 |        0.233 |        1.151 |        1.384
       8.000 |        0.284 |        1.090 |        1.374
       9.000 |        0.183 |        0.944 |        1.128
       9.000 |        0.188 |        0.573 |        0.761
      12.000 |        0.225 |        2.784 |        3.008
      14.000 |        0.163 |        0.446 |        0.608
       9.000 |        0.204 |        1.033 |        1.237
       8.000 |        0.099 |        2.118 |        2.217
      10.000 |        0.267 |        0.728 |        0.995
       8.000 |        0.287 |        0.754 |        1.041
       7.000 |        0.392 |        0.586 |        0.978
      10.000 |        0.383 |        2.687 |        3.069
       9.000 |        0.209 |        0.443 |        0.652
       7.000 |        0.246 |        1.754 |        2.000
      10.000 |        0.130 |        1.290 |        1.420
      12.000 |        0.281 |        2.162 |        2.443
       8.000 |        0.266 |        1.286 |        1.552
      11.000 |        0.359 |        0.711 |        1.070
      10.000 |        0.292 |        0.899 |        1.191
      12.000 |        0.105 |        0.460 |        0.565
       7.000 |        0.298 |        1.636 |        1.934
       5.000 |        0.116 |        1.246 |        1.362
       7.000 |        0.161 |        2.373 |        2.534
      11.000 |        0.286 |        2.367 |        2.653
       5.000 |        0.184 |        1.066 |        1.250
      11.000 |        0.248 |        1.331 |        1.579
       8.000 |        0.241 |        0.633 |        0.875
      11.000 |        0.153 |        3.655 |        3.808
       9.000 |        0.228 |        0.813 |        1.041
      14.000 |        0.213 |        0.873 |        1.085
       5.000 |        0.067 |        0.958 |        1.025
      10.000 |        0.154 |        2.602 |        2.756
       7.000 |        0.277 |        0.964 |        1.241
       6.000 |        0.203 |        1.282 |        1.485
       7.000 |        0.142 |        0.661 |        0.804
       9.000 |        0.326 |        1.866 |        2.192
      11.000 |        0.227 |        0.573 |        0.800
       8.000 |        0.107 |        0.340 |        0.448
       6.000 |        0.118 |        1.011 |        1.129
      11.000 |        0.343 |        2.406 |        2.749
       7.000 |        0.247 |        0.646 |        0.893
       6.000 |        0.227 |        1.544 |        1.771
      13.000 |        0.253 |        0.970 |        1.222
      11.000 |        0.254 |        1.066 |        1.320
       4.000 |        0.423 |        1.749 |        2.172
      13.000 |        0.202 |        3.837 |        4.038
       7.000 |        0.217 |        0.857 |        1.074
       8.000 |        0.255 |        1.838 |        2.092
       8.000 |        0.284 |        0.755 |        1.039
       9.000 |        0.255 |        1.069 |        1.324
      14.000 |        0.296 |        0.858 |        1.154
      13.000 |        0.316 |        2.419 |        2.735
       7.000 |        0.154 |        0.748 |        0.902
      14.000 |        0.221 |        1.297 |        1.518
       9.000 |        0.153 |        0.948 |        1.100
       9.000 |        0.156 |        0.503 |        0.659
       9.000 |        0.190 |        0.982 |        1.172
      11.000 |        0.171 |        1.047 |        1.217
       7.000 |        0.100 |        0.617 |        0.718
      16.000 |        0.181 |        1.255 |        1.436
       6.000 |        0.288 |        1.307 |        1.594
      10.000 |        0.273 |        1.931 |        2.205
       7.000 |        0.274 |        1.225 |        1.500
       6.000 |        0.281 |        1.227 |        1.509
      11.000 |        0.187 |        3.193 |        3.380
      12.000 |        0.099 |        0.573 |        0.672
      12.000 |        0.195 |        0.987 |        1.182
      14.000 |        0.108 |        1.175 |        1.283
      12.000 |        0.179 |        1.593 |        1.772
      12.000 |        0.259 |        2.259 |        2.518
       4.000 |        0.270 |        1.677 |        1.947
       7.000 |        0.317 |        0.680 |        0.997
       8.000 |        0.304 |        0.798 |        1.102
       8.000 |        0.232 |        0.697 |        0.929
       5.000 |        0.213 |        0.725 |        0.938
       8.000 |        0.340 |        1.299 |        1.639
       7.000 |        0.204 |        3.089 |        3.293
       7.000 |        0.136 |        1.624 |        1.759
       6.000 |        0.167 |        2.679 |        2.846
       6.000 |        0.120 |        0.928 |        1.048
       7.000 |        0.078 |        0.766 |        0.844
       9.000 |        0.191 |        1.734 |        1.925
       9.000 |        0.126 |        1.091 |        1.217
       8.000 |        0.153 |        2.222 |        2.376
       7.000 |        0.171 |        3.097 |        3.267
       7.000 |        0.076 |        1.120 |        1.196
      10.000 |        0.170 |        1.635 |        1.805
      10.000 |        0.101 |        1.145 |        1.246
       7.000 |        0.185 |        2.529 |        2.714
       6.000 |        0.266 |        2.068 |        2.334
      10.000 |        0.268 |        0.752 |        1.020
      10.000 |        0.338 |        0.962 |        1.300
       8.000 |        0.252 |        0.444 |        0.695
       5.000 |        0.251 |        0.642 |        0.893
      10.000 |        0.229 |        0.855 |        1.085
       5.000 |        0.134 |        2.175 |        2.308
       7.000 |        0.173 |        0.616 |        0.789
       7.000 |        0.190 |        1.627 |        1.817
       3.000 |        0.238 |        4.516 |        4.754
       7.000 |        0.093 |        3.175 |        3.268
       8.000 |        0.320 |        1.250 |        1.569
      13.000 |        0.161 |        1.211 |        1.373
      10.000 |        0.233 |        1.520 |        1.753
       9.000 |        0.236 |        0.666 |        0.902
       8.000 |        0.206 |        0.738 |        0.944
       9.000 |        0.134 |        1.252 |        1.385
      10.000 |        0.166 |        2.425 |        2.591
      10.000 |        0.172 |        2.044 |        2.217
       8.000 |        0.254 |        2.725 |        2.979
      13.000 |        0.254 |        1.150 |        1.404
       8.000 |        0.141 |        0.654 |        0.795
      10.000 |        0.317 |        2.489 |        2.805
       8.000 |        0.120 |        2.629 |        2.749
       5.000 |        0.217 |        1.187 |        1.403
       8.000 |        0.197 |        0.918 |        1.115
      11.000 |        0.083 |        0.980 |        1.063
      15.000 |        0.302 |        2.293 |        2.595
       8.000 |        0.273 |        0.644 |        0.917
       9.000 |        0.250 |        0.818 |        1.068
       7.000 |        0.264 |        2.543 |        2.808
      10.000 |        0.269 |        1.592 |        1.861
       9.000 |        0.208 |        3.065 |        3.274
       6.000 |        0.142 |        0.586 |        0.728
      15.000 |        0.185 |        1.905 |        2.090
       7.000 |        0.207 |        2.276 |        2.482
       7.000 |        0.280 |        0.612 |        0.892
       5.000 |        0.278 |        1.997 |        2.274
       7.000 |        0.217 |        1.008 |        1.225
      18.000 |        0.095 |        0.614 |        0.709
       6.000 |        0.146 |        1.577 |        1.722
       9.000 |        0.204 |        3.248 |        3.452
      10.000 |        0.155 |        3.831 |        3.986
       6.000 |        0.252 |        1.558 |        1.810
       9.000 |        0.289 |        0.867 |        1.156
       8.000 |        0.256 |        0.841 |        1.098
       6.000 |        0.103 |        0.578 |        0.681
      11.000 |        0.230 |        0.413 |        0.643
       5.000 |        0.150 |        1.997 |        2.146
      13.000 |        0.225 |        1.552 |        1.777
      10.000 |        0.270 |        0.719 |        0.988
       8.000 |        0.252 |        0.647 |        0.899
      16.000 |        0.202 |        0.649 |        0.851
      10.000 |        0.093 |        0.977 |        1.071
      11.000 |        0.125 |        0.623 |        0.749
       8.000 |        0.226 |        3.363 |        3.588
       4.000 |        0.296 |        0.908 |        1.204
       7.000 |        0.270 |        1.053 |        1.323
      12.000 |        0.197 |        0.614 |        0.811
      10.000 |        0.268 |        0.935 |        1.203
      12.000 |        0.290 |        1.598 |        1.888
       6.000 |        0.377 |        1.112 |        1.488
       9.000 |        0.343 |        1.581 |        1.924
       6.000 |        0.224 |        0.879 |        1.103
       5.000 |        0.300 |        2.010 |        2.310
       6.000 |        0.228 |        2.538 |        2.766
      14.000 |        0.136 |        1.039 |        1.175
       8.000 |        0.205 |        0.605 |        0.809
      10.000 |        0.199 |        1.230 |        1.429
       9.000 |        0.164 |        3.102 |        3.266
       8.000 |        0.135 |        3.090 |        3.225
       7.000 |        0.090 |        1.733 |        1.824
       9.000 |        0.261 |        1.418 |        1.679
      14.000 |        0.239 |        1.055 |        1.294
       4.000 |        0.153 |        0.978 |        1.132
      16.000 |        0.237 |        1.574 |        1.811
      10.000 |        0.296 |        1.705 |        2.001
       9.000 |        0.235 |        1.093 |        1.328
       6.000 |        0.084 |        1.146 |        1.231
       6.000 |        0.193 |        1.809 |        2.002
       6.000 |        0.297 |        0.975 |        1.272
       5.000 |        0.202 |        0.409 |        0.611
      10.000 |        0.247 |        2.346 |        2.593
      11.000 |        0.087 |        0.824 |        0.912
       7.000 |        0.091 |        0.616 |        0.707
       5.000 |        0.128 |        1.137 |        1.264
       6.000 |        0.063 |        0.918 |        0.980
       7.000 |        0.202 |        2.847 |        3.049
       9.000 |        0.203 |        3.672 |        3.875
      11.000 |        0.429 |        0.866 |        1.295
      18.000 |        0.225 |        1.664 |        1.889
      13.000 |        0.276 |        2.474 |        2.749
       7.000 |        0.140 |        2.644 |        2.784
      10.000 |        0.288 |        0.719 |        1.007
       8.000 |        0.268 |        1.097 |        1.365
       6.000 |        0.272 |        0.641 |        0.913
       7.000 |        0.179 |        0.752 |        0.931
       4.000 |        0.157 |        0.878 |        1.035
      16.000 |        0.122 |        0.504 |        0.626
       9.000 |        0.113 |        0.710 |        0.822
       6.000 |        0.277 |        2.131 |        2.408
      11.000 |        0.151 |        1.581 |        1.733
      11.000 |        0.372 |        0.402 |        0.774
      10.000 |        0.164 |        2.406 |        2.570
       8.000 |        0.119 |        3.967 |        4.086
      10.000 |        0.156 |        1.472 |        1.627
       7.000 |        0.300 |        2.032 |        2.331
       9.000 |        0.156 |        1.228 |        1.385
       7.000 |        0.190 |        0.687 |        0.877
       6.000 |        0.224 |        0.807 |        1.031
      12.000 |        0.099 |        2.486 |        2.585
      10.000 |        0.220 |        1.367 |        1.587
       7.000 |        0.069 |        2.142 |        2.212
       7.000 |        0.257 |        0.985 |        1.241
       7.000 |        0.256 |        1.805 |        2.062
      10.000 |        0.116 |        1.283 |        1.399
       8.000 |        0.184 |        2.519 |        2.704
      12.000 |        0.117 |        3.933 |        4.049
       6.000 |        0.205 |        0.787 |        0.991
      11.000 |        0.302 |        0.776 |        1.078
       8.000 |        0.269 |        0.735 |        1.004
      12.000 |        0.090 |        0.797 |        0.887
       8.000 |        0.160 |        1.464 |        1.624
      10.000 |        0.157 |        1.414 |        1.571
       9.000 |        0.157 |        1.503 |        1.660
       7.000 |        0.265 |        0.781 |        1.046
       8.000 |        0.312 |        0.841 |        1.153
       8.000 |        0.230 |        1.187 |        1.417
      16.000 |        0.253 |        1.290 |        1.542
       7.000 |        0.171 |        1.200 |        1.371
      13.000 |        0.255 |        0.748 |        1.003
       9.000 |        0.105 |        0.809 |        0.914
       6.000 |        0.245 |        1.447 |        1.692
      10.000 |        0.251 |        0.647 |        0.898
      11.000 |        0.239 |        2.622 |        2.861
       7.000 |        0.148 |        1.027 |        1.174
      10.000 |        0.296 |        2.399 |        2.695
       5.000 |        0.239 |        2.460 |        2.699
       6.000 |        0.156 |        2.334 |        2.490
      12.000 |        0.190 |        0.818 |        1.008
       7.000 |        0.164 |        0.842 |        1.006
       6.000 |        0.242 |        0.750 |        0.992
       6.000 |        0.171 |        0.725 |        0.896
      10.000 |        0.246 |        0.879 |        1.124
      10.000 |        0.148 |        2.811 |        2.959
      15.000 |        0.169 |        2.068 |        2.236
       9.000 |        0.163 |        2.308 |        2.470
       9.000 |        0.263 |        2.105 |        2.368
