  Key Length |   QueueTimes | ServiceTimes | SojournTimes
      10.000 |        0.092 |        0.585 |        0.677
       5.000 |        0.273 |        1.446 |        1.719
       6.000 |        0.249 |        0.606 |        0.855
       8.000 |        0.337 |        1.455 |        1.791
       6.000 |        0.139 |        0.689 |        0.828
       6.000 |        0.081 |        0.542 |        0.624
       9.000 |        0.210 |        1.520 |        1.730
       5.000 |        0.391 |        0.806 |        1.197
       7.000 |        0.189 |        2.159 |        2.347
       9.000 |        0.153 |        1.503 |        1.656
       8.000 |        0.288 |        4.108 |        4.397
      12.000 |        0.268 |        1.547 |        1.815
      11.000 |        0.223 |        0.962 |        1.185
      14.000 |        0.417 |        1.009 |        1.426
       7.000 |        0.209 |        0.742 |        0.951
       9.000 |        0.077 |        0.791 |        0.869
       8.000 |        0.405 |        0.570 |        0.975
      10.000 |        0.101 |        1.213 |        1.313
      10.000 |        0.158 |        1.810 |        1.967
      16.000 |        0.454 |        0.854 |        1.308
       6.000 |        0.121 |        1.726 |        1.848
       4.000 |        0.183 |        0.578 |        0.760
       7.000 |        0.292 |        0.677 |        0.969
       4.000 |        0.224 |        1.127 |        1.350
      15.000 |        0.105 |        1.251 |        1.356
      11.000 |        0.173 |        0.745 |        0.919
       9.000 |        0.152 |        0.818 |        0.970
       4.000 |        0.226 |        4.281 |        4.507
       9.000 |        0.167 |        3.432 |        3.600
       6.000 |        0.207 |        2.599 |        2.806
       8.000 |        0.257 |        2.317 |        2.574
      10.000 |        0.123 |        0.989 |        1.112
      11.000 |        0.165 |        0.752 |        0.918
       7.000 |        0.287 |        1.314 |        1.601
      11.000 |        0.256 |        0.845 |        1.101
       7.000 |        0.219 |        0.873 |        1.092
       5.000 |        0.207 |        0.782 |        0.988
       5.000 |        0.195 |        2.382 |        2.577
       8.000 |        0.169 |        3.197 |        3.366
       9.000 |        0.379 |        1.932 |        2.311
       7.000 |        0.183 |        3.556 |        3.739
       9.000 |        1.159 |        2.511 |        3.670
      13.000 |        1.796 |        2.340 |        4.137
       7.000 |        0.175 |        1.063 |        1.238
       8.000 |        0.297 |        1.163 |        1.460
       7.000 |        0.118 |        0.606 |        0.724
      12.000 |        0.184 |        1.250 |        1.434
       8.000 |        0.508 |        0.466 |        0.974
       8.000 |        0.283 |        1.910 |        2.193
       8.000 |        0.185 |        1.096 |        1.281
       7.000 |        0.138 |        3.076 |        3.214
       7.000 |        0.142 |        1.368 |        1.510
      12.000 |        0.247 |        1.158 |        1.405
       8.000 |        0.169 |        2.470 |        2.638
       5.000 |        0.204 |        1.606 |        1.810
       5.000 |        0.205 |        3.224 |        3.429
       9.000 |        0.166 |        1.545 |        1.711
      12.000 |        0.150 |        3.288 |        3.438
       9.000 |        0.162 |        1.646 |        1.808
       8.000 |        0.156 |        0.524 |        0.680
       5.000 |        0.239 |        0.674 |        0.913
      10.000 |        0.202 |        0.997 |        1.199
       9.000 |        0.135 |        2.244 |        2.379
       5.000 |        0.216 |        2.182 |        2.399
      10.000 |        0.304 |        1.393 |        1.697
       5.000 |        0.165 |        0.617 |        0.783
       8.000 |        0.258 |        0.778 |        1.035
       5.000 |        0.192 |        1.677 |        1.870
       8.000 |        0.157 |        4.101 |        4.258
      11.000 |        0.178 |        4.239 |        4.416
       8.000 |        0.161 |        1.488 |        1.649
      11.000 |        0.098 |        1.004 |        1.102
      12.000 |        0.205 |        0.592 |        0.796
      13.000 |        0.169 |        1.683 |        1.852
       7.000 |        0.206 |        0.972 |        1.178
       8.000 |        0.083 |        0.413 |        0.496
      10.000 |        0.223 |        1.049 |        1.272
      14.000 |        0.138 |        1.650 |        1.788
      12.000 |        0.322 |        1.598 |        1.920
      13.000 |        0.180 |        1.078 |        1.258
       7.000 |        0.170 |        0.775 |        0.946
       6.000 |        0.264 |        1.509 |        1.773
      12.000 |        0.221 |        1.301 |        1.522
      11.000 |        0.184 |        0.869 |        1.053
      11.000 |        0.146 |        1.208 |        1.355
      12.000 |        0.116 |        2.776 |        2.893
      10.000 |        0.189 |        0.636 |        0.825
       7.000 |        0.104 |        2.631 |        2.735
       8.000 |        0.123 |        2.983 |        3.106
       8.000 |        0.293 |        1.621 |        1.914
       5.000 |        0.205 |        1.519 |        1.724
      10.000 |        0.203 |        0.765 |        0.968
       9.000 |        0.166 |        1.898 |        2.064
      10.000 |        0.160 |        3.106 |        3.266
       7.000 |        0.122 |        1.219 |        1.342
       6.000 |        0.180 |        1.451 |        1.631
       8.000 |        0.085 |        0.969 |        1.054
       7.000 |        0.211 |        0.790 |        1.001
       7.000 |        0.339 |        0.434 |        0.773
       7.000 |        0.159 |        1.211 |        1.370
       6.000 |        0.121 |        0.863 |        0.984
       5.000 |        0.083 |        2.880 |        2.963
      10.000 |        0.220 |        0.842 |        1.061
      15.000 |        0.276 |        1.171 |        1.448
       8.000 |        0.219 |        0.936 |        1.155
       7.000 |        0.170 |        1.055 |        1.226
       5.000 |        0.172 |        0.970 |        1.142
       9.000 |        0.226 |        1.418 |        1.644
      21.000 |        0.172 |        0.605 |        0.777
      11.000 |        0.141 |        1.723 |        1.864
       7.000 |        0.135 |        1.454 |        1.589
       9.000 |        0.160 |        1.042 |        1.202
       7.000 |        0.728 |        0.766 |        1.494
       6.000 |        0.620 |        1.117 |        1.737
       9.000 |        0.099 |        3.586 |        3.686
      10.000 |        0.196 |        0.587 |        0.783
       7.000 |        0.151 |        1.097 |        1.248
       5.000 |        0.164 |        3.330 |        3.494
       9.000 |        0.067 |        2.014 |        2.082
      11.000 |        0.298 |        0.709 |        1.006
       8.000 |        0.194 |        0.491 |        0.685
      10.000 |        0.105 |        0.495 |        0.600
       9.000 |        0.141 |        0.666 |        0.806
      12.000 |        0.156 |        1.124 |        1.281
      11.000 |        0.161 |        1.315 |        1.476
       8.000 |        0.151 |        1.715 |        1.866
      11.000 |        0.199 |        0.614 |        0.813
      11.000 |        0.168 |        0.623 |        0.791
      10.000 |        0.157 |        3.276 |        3.433
       9.000 |        0.117 |        0.544 |        0.661
      13.000 |        0.138 |        0.744 |        0.882
       8.000 |        0.132 |        1.036 |        1.168
       8.000 |        0.179 |        1.822 |        2.001
       9.000 |        0.233 |        3.954 |        4.187
       8.000 |        0.212 |        0.690 |        0.901
      11.000 |        0.249 |        1.541 |        1.790
      10.000 |        0.217 |        0.895 |        1.112
      10.000 |        0.209 |        1.026 |        1.235
       9.000 |        0.137 |        2.092 |        2.229
       6.000 |        0.126 |        0.849 |        0.975
      11.000 |        0.165 |        2.294 |        2.459
      10.000 |        0.089 |        0.836 |        0.924
       7.000 |        0.187 |        0.773 |        0.960
      14.000 |        0.162 |        0.594 |        0.756
       5.000 |        0.266 |        3.638 |        3.904
       8.000 |        0.146 |        1.882 |        2.029
       4.000 |        0.145 |        1.055 |        1.200
      14.000 |        0.225 |        3.132 |        3.357
      11.000 |        0.158 |        0.930 |        1.088
       7.000 |        0.191 |        0.909 |        1.100
       5.000 |        0.094 |        0.716 |        0.810
       8.000 |        0.198 |        3.918 |        4.116
       6.000 |        0.305 |        0.544 |        0.849
      10.000 |        0.216 |        0.692 |        0.907
       9.000 |        0.265 |        0.706 |        0.971
       7.000 |        0.253 |        1.037 |        1.290
       5.000 |        0.322 |        0.799 |        1.121
       7.000 |        0.221 |        0.971 |        1.192
       8.000 |        0.311 |        0.668 |        0.979
       9.000 |        0.236 |        0.741 |        0.977
      10.000 |        0.319 |        1.386 |        1.705
       8.000 |        0.219 |        0.770 |        0.989
       6.000 |        0.080 |        0.721 |        0.801
      14.000 |        0.183 |        0.722 |        0.905
       6.000 |        0.260 |        1.872 |        2.132
       8.000 |        0.208 |        1.311 |        1.519
       7.000 |        0.087 |        0.970 |        1.057
       7.000 |        0.081 |        1.230 |        1.311
       4.000 |        0.204 |        3.980 |        4.185
      10.000 |        0.113 |        1.763 |        1.876
       7.000 |        0.167 |        0.756 |        0.922
       7.000 |        0.188 |        1.591 |        1.779
      10.000 |        0.229 |        2.330 |        2.559
       7.000 |        0.097 |        2.051 |        2.148
       9.000 |        0.135 |        0.543 |        0.678
       8.000 |        0.240 |        0.968 |        1.208
       8.000 |        0.171 |        1.047 |        1.219
       4.000 |        0.274 |        1.225 |        1.498
      13.000 |        0.159 |        0.604 |        0.763
       8.000 |        0.175 |        0.608 |        0.784
       9.000 |        0.162 |        1.854 |        2.016
       9.000 |        0.158 |        0.700 |        0.857
      11.000 |        0.137 |        0.571 |        0.708
      12.000 |        0.146 |        1.521 |        1.668
      11.000 |        0.104 |        0.730 |        0.834
      11.000 |        0.228 |        1.114 |        1.342
       7.000 |        0.186 |        0.887 |        1.074
       5.000 |        0.141 |        1.182 |        1.323
      15.000 |        0.064 |        1.071 |        1.134
      14.000 |        0.188 |        1.408 |        1.596
       9.000 |        0.198 |        0.774 |        0.972
       7.000 |        0.137 |        1.505 |        1.642
       4.000 |        0.146 |        4.220 |        4.366
       5.000 |        0.149 |        1.432 |        1.581
      11.000 |        0.227 |        3.123 |        3.349
       6.000 |        0.163 |        2.371 |        2.533
      10.000 |        0.214 |        0.976 |        1.190
       6.000 |        0.149 |        0.601 |        0.750
       9.000 |        0.188 |        0.887 |        1.075
      10.000 |        0.166 |        0.901 |        1.067
       9.000 |        0.203 |        0.479 |        0.681
       8.000 |        0.256 |        0.606 |        0.863
       9.000 |        0.252 |        0.537 |        0.789
       8.000 |        0.161 |        3.312 |        3.473
       5.000 |        0.294 |        0.920 |        1.215
       9.000 |        0.120 |        1.199 |        1.319
       8.000 |        0.182 |        0.871 |        1.053
       8.000 |        0.120 |        0.880 |        1.000
       6.000 |        0.123 |        0.772 |        0.895
      11.000 |        0.091 |        2.468 |        2.558
       9.000 |        0.255 |        0.579 |        0.834
       8.000 |        0.200 |        4.892 |        5.092
      10.000 |        0.262 |        0.978 |        1.240
      12.000 |        0.119 |        2.226 |        2.346
       9.000 |        0.103 |        0.770 |        0.872
       6.000 |        0.212 |        0.626 |        0.837
       7.000 |        0.213 |        1.553 |        1.766
       8.000 |        0.089 |        2.190 |        2.279
      10.000 |        0.185 |        1.243 |        1.429
       8.000 |        0.233 |        2.399 |        2.631
      12.000 |        0.297 |        0.673 |        0.970
       8.000 |        0.314 |        0.565 |        0.879
      20.000 |        0.252 |        0.280 |        0.532
       8.000 |        0.282 |        1.841 |        2.123
      11.000 |        0.098 |        1.510 |        1.608
       6.000 |        0.138 |        2.589 |        2.727
       5.000 |        0.171 |        1.937 |        2.108
       5.000 |        0.285 |        1.229 |        1.514
       8.000 |        0.213 |        0.542 |        0.755
       5.000 |        0.276 |        2.582 |        2.858
       7.000 |        0.250 |        1.578 |        1.828
       6.000 |        0.139 |        0.897 |        1.036
      13.000 |        0.097 |        0.625 |        0.722
      11.000 |        0.243 |        0.609 |        0.852
       6.000 |        0.282 |        2.864 |        3.146
      11.000 |        0.127 |        0.764 |        0.890
       9.000 |        0.076 |        0.817 |        0.892
       6.000 |        0.223 |        2.983 |        3.205
       4.000 |        0.313 |        3.774 |        4.087
      10.000 |        0.364 |        2.928 |        3.292
       6.000 |        0.574 |        1.004 |        1.577
       5.000 |        0.145 |        2.964 |        3.109
      14.000 |        1.396 |        1.385 |        2.781
      11.000 |        0.132 |        0.831 |        0.963
       7.000 |        0.407 |        1.338 |        1.745
       7.000 |        1.244 |        3.440 |        4.684
      11.000 |        0.194 |        0.734 |        0.928
      10.000 |        0.201 |        2.901 |        3.102
       5.000 |        0.188 |        0.602 |        0.790
       6.000 |        0.155 |        4.012 |        4.167
       4.000 |        0.106 |        1.351 |        1.457
       8.000 |        0.080 |        1.141 |        1.221
       5.000 |        0.265 |        1.367 |        1.631
      10.000 |        0.164 |        1.009 |        1.173
       5.000 |        0.184 |        2.120 |        2.304
      10.000 |        0.201 |        2.681 |        2.883
      12.000 |        0.206 |        3.228 |        3.434
       6.000 |        0.254 |        1.327 |        1.581
       6.000 |        0.239 |        0.595 |        0.834
       5.000 |        0.147 |        0.563 |        0.711
       8.000 |        0.215 |        0.821 |        1.036
       4.000 |        0.095 |        0.593 |        0.688
       6.000 |        0.188 |        1.093 |        1.281
      15.000 |        0.280 |        0.470 |        0.750
      11.000 |        0.068 |        0.500 |        0.568
      10.000 |        0.111 |        0.984 |        1.095
      10.000 |        0.248 |        2.240 |        2.488
      12.000 |        0.186 |        0.622 |        0.808
       6.000 |        0.181 |        0.867 |        1.047
       8.000 |        0.164 |        0.625 |        0.789
      13.000 |        0.203 |        1.249 |        1.452
       7.000 |        0.148 |        2.566 |        2.714
      10.000 |        0.168 |        1.409 |        1.577
       9.000 |        0.264 |        0.987 |        1.252
       9.000 |        0.210 |        1.687 |        1.897
       6.000 |        0.190 |        2.112 |        2.301
       9.000 |        0.304 |        1.075 |        1.379
       6.000 |        0.178 |        3.082 |        3.259
       8.000 |        0.127 |        0.854 |        0.981
       9.000 |        0.135 |        2.228 |        2.363
       5.000 |        0.210 |        0.946 |        1.156
      14.000 |        0.251 |        0.969 |        1.220
       8.000 |        0.145 |        1.155 |        1.300
       8.000 |        0.161 |        1.264 |        1.425
       8.000 |        0.181 |        0.642 |        0.823
       6.000 |        0.103 |        0.560 |        0.663
      10.000 |        0.117 |        0.815 |        0.932
       7.000 |        0.120 |        1.327 |        1.447
       7.000 |        0.118 |        0.710 |        0.828
       9.000 |        0.160 |        2.575 |        2.734
       9.000 |        0.138 |        1.299 |        1.438
      10.000 |        0.228 |        0.791 |        1.020
       8.000 |        0.180 |        1.196 |        1.375
       8.000 |        0.253 |        0.918 |        1.171
       9.000 |        0.113 |        0.845 |        0.958
       9.000 |        0.203 |        2.566 |        2.769
       4.000 |        0.182 |        2.298 |        2.480
       7.000 |        0.068 |        0.737 |        0.805
       5.000 |        0.089 |        2.373 |        2.462
       7.000 |        0.149 |        0.651 |        0.800
       7.000 |        0.279 |        0.753 |        1.032
       4.000 |        0.258 |        1.050 |        1.308
      12.000 |        0.182 |        3.001 |        3.183
       7.000 |        0.286 |        0.603 |        0.889
       9.000 |        0.265 |        0.870 |        1.135
       7.000 |        0.176 |        2.211 |        2.387
       9.000 |        0.277 |        0.640 |        0.917
       8.000 |        0.223 |        3.305 |        3.527
       9.000 |        0.146 |        2.969 |        3.115
      11.000 |        0.126 |        0.708 |        0.833
      12.000 |        0.151 |        1.041 |        1.192
      10.000 |        0.232 |        0.733 |        0.965
      10.000 |        0.337 |        2.351 |        2.688
      13.000 |        0.243 |        2.597 |        2.840
       8.000 |        0.151 |        1.129 |        1.280
       8.000 |        0.112 |        0.721 |        0.834
       7.000 |        0.191 |        1.214 |        1.405
      10.000 |        0.201 |        3.293 |        3.494
       7.000 |        0.182 |        1.165 |        1.347
      10.000 |        0.196 |        3.588 |        3.784
      12.000 |        0.274 |        0.825 |        1.098
       8.000 |        0.206 |        1.388 |        1.594
       7.000 |        0.396 |        1.678 |        2.074
       8.000 |        0.194 |        0.891 |        1.085
      14.000 |        0.178 |        0.744 |        0.922
       5.000 |        0.275 |        3.903 |        4.178
       7.000 |        0.168 |        2.439 |        2.607
       9.000 |        0.126 |        1.385 |        1.511
      10.000 |        0.124 |        0.735 |        0.860
       6.000 |        0.259 |        0.588 |        0.846
      11.000 |        0.242 |        3.781 |        4.024
       8.000 |        0.209 |        1.163 |        1.372
       6.000 |        0.174 |        0.946 |        1.120
      11.000 |        0.184 |        0.992 |        1.176
      13.000 |        0.207 |        0.672 |        0.878
       9.000 |        0.247 |        0.637 |        0.884
      11.000 |        0.244 |        0.688 |        0.931
       9.000 |        0.203 |        0.814 |        1.018
      14.000 |        0.202 |        0.903 |        1.105
       5.000 |        0.217 |        1.538 |        1.755
      11.000 |        0.233 |        0.717 |        0.950
       7.000 |        0.279 |        2.161 |        2.440
      10.000 |        0.149 |        0.575 |        0.724
      10.000 |        0.211 |        4.215 |        4.425
      11.000 |        0.212 |        1.302 |        1.514
      10.000 |        0.075 |        3.208 |        3.283
       9.000 |        0.169 |        0.772 |        0.941
       8.000 |        0.164 |        0.422 |        0.587
       8.000 |        0.213 |        1.464 |        1.677
       8.000 |        0.169 |        2.620 |        2.789
       9.000 |        0.307 |        1.182 |        1.489
      11.000 |        0.220 |        0.702 |        0.922
      16.000 |        0.296 |        1.346 |        1.642
       6.000 |        0.180 |        0.750 |        0.930
       5.000 |        0.128 |        1.054 |        1.182
       4.000 |        0.236 |        0.528 |        0.764
      11.000 |        0.240 |        0.795 |        1.035
      12.000 |        0.164 |        0.714 |        0.878
       8.000 |        0.172 |        1.371 |        1.543
       4.000 |        0.111 |        1.263 |        1.373
      13.000 |        0.224 |        0.658 |        0.882
      10.000 |        0.288 |        2.243 |        2.531
       6.000 |        0.458 |        0.805 |        1.263
      10.000 |        0.164 |        0.571 |        0.736
       8.000 |        0.196 |        1.951 |        2.147
       8.000 |        0.314 |        3.101 |        3.415
       9.000 |        0.193 |        0.548 |        0.741
      10.000 |        0.074 |        0.939 |        1.013
       7.000 |        0.163 |        3.070 |        3.233
      10.000 |        0.126 |        1.100 |        1.226
       8.000 |        0.200 |        2.183 |        2.382
       8.000 |        0.162 |        1.269 |        1.431
       8.000 |        0.163 |        1.478 |        1.641
       8.000 |        0.102 |        0.751 |        0.853
       9.000 |        0.060 |        2.024 |        2.084
       8.000 |        0.605 |        3.470 |        4.075
      11.000 |        0.170 |        0.646 |        0.817
       4.000 |        0.293 |        0.849 |        1.141
       6.000 |        0.083 |        0.617 |        0.700
       6.000 |        0.226 |        3.380 |        3.606
      11.000 |        0.144 |        1.059 |        1.202
      12.000 |        0.218 |        0.688 |        0.907
       6.000 |        0.094 |        3.494 |        3.588
       5.000 |        0.156 |        1.200 |        1.356
      11.000 |        0.139 |        1.132 |        1.271
       6.000 |        0.159 |        0.626 |        0.784
       9.000 |        0.233 |        2.844 |        3.078
      10.000 |        0.148 |        0.585 |        0.733
      10.000 |        0.245 |        1.228 |        1.473
      11.000 |        0.227 |        0.736 |        0.963
      11.000 |        0.147 |        3.023 |        3.170
       7.000 |        0.100 |        0.747 |        0.847
       9.000 |        0.111 |        0.590 |        0.700
      11.000 |        0.210 |        0.650 |        0.860
       5.000 |        0.154 |        3.683 |        3.837
       8.000 |        0.123 |        1.309 |        1.433
      10.000 |        0.140 |        2.211 |        2.351
      11.000 |        0.084 |        2.034 |        2.118
       7.000 |        0.129 |        0.936 |        1.065
       8.000 |        0.234 |        2.785 |        3.019
       6.000 |        0.279 |        0.691 |        0.969
       5.000 |        0.180 |        0.657 |        0.837
       9.000 |        0.172 |        0.942 |        1.114
       8.000 |        0.222 |        2.440 |        2.662
      11.000 |        0.229 |        0.616 |        0.845
      11.000 |        0.180 |        1.706 |        1.886
       9.000 |        0.304 |        3.003 |        3.306
      10.000 |        0.226 |        1.560 |        1.786
       7.000 |        0.211 |        0.445 |        0.655
       8.000 |        0.243 |        3.740 |        3.984
      10.000 |        0.143 |        0.929 |        1.072
      11.000 |        0.200 |        0.977 |        1.177
      10.000 |        0.145 |        0.615 |        0.759
       5.000 |        0.117 |        0.597 |        0.715
      16.000 |        0.094 |        0.555 |        0.649
       6.000 |        0.262 |        0.681 |        0.944
      11.000 |        0.298 |        3.877 |        4.175
      14.000 |        0.183 |        0.943 |        1.126
      11.000 |        0.137 |        0.838 |        0.974
       6.000 |        0.206 |        1.872 |        2.077
       6.000 |        0.120 |        1.771 |        1.891
       7.000 |        0.344 |        2.641 |        2.985
       5.000 |        0.207 |        1.550 |        1.757
       8.000 |        0.084 |        0.704 |        0.788
       6.000 |        0.089 |        0.578 |        0.668
      10.000 |        0.187 |        1.063 |        1.250
       8.000 |        0.149 |        3.391 |        3.539
       8.000 |        0.218 |        2.582 |        2.800
       9.000 |        0.144 |        0.879 |        1.024
      13.000 |        0.164 |        1.282 |        1.446
      12.000 |        0.453 |        0.731 |        1.185
       7.000 |        0.095 |        1.355 |        1.450
       7.000 |        0.526 |        0.807 |        1.333
       9.000 |        0.145 |        3.306 |        3.451
      11.000 |        0.202 |        0.730 |        0.932
       5.000 |        0.153 |        3.586 |        3.740
       9.000 |        0.621 |        4.601 |        5.222
       7.000 |        0.067 |        4.962 |        5.028
       9.000 |        0.182 |        0.934 |        1.116
       7.000 |        0.215 |        1.154 |        1.368
       6.000 |        0.201 |        1.126 |        1.327
       8.000 |        0.711 |        0.963 |        1.674
       7.000 |        0.166 |        4.530 |        4.696
       9.000 |        0.127 |        4.120 |        4.247
       9.000 |        0.814 |        1.231 |        2.045
       5.000 |        0.172 |        3.187 |        3.359
      16.000 |        0.616 |        0.749 |        1.366
       5.000 |        0.071 |        0.601 |        0.672
      13.000 |        0.627 |        0.931 |        1.558
       7.000 |        0.188 |        1.274 |        1.462
       5.000 |        0.259 |        1.153 |        1.411
       9.000 |        0.101 |        1.974 |        2.075
       9.000 |        0.193 |        0.891 |        1.084
       7.000 |        0.183 |        0.728 |        0.911
      12.000 |        0.152 |        0.702 |        0.854
      11.000 |        0.220 |        1.257 |        1.477
      14.000 |        0.210 |        0.750 |        0.960
       6.000 |        0.188 |        0.961 |        1.149
       9.000 |        0.478 |        2.245 |        2.723
      10.000 |        0.255 |        1.039 |        1.295
       8.000 |        0.217 |        3.500 |        3.717
       6.000 |        0.242 |        0.615 |        0.857
       8.000 |        0.102 |        0.892 |        0.994
      10.000 |        0.187 |        0.742 |        0.929
       6.000 |        0.106 |        2.224 |        2.330
       7.000 |        0.101 |        3.461 |        3.563
       8.000 |        0.228 |        0.694 |        0.922
       8.000 |        0.080 |        0.793 |        0.873
       6.000 |        0.157 |        1.302 |        1.459
       6.000 |        0.173 |        2.841 |        3.014
       6.000 |        0.211 |        0.647 |        0.858
      11.000 |        0.133 |        0.770 |        0.902
      10.000 |        0.294 |        2.861 |        3.155
       5.000 |        0.267 |        0.654 |        0.922
       7.000 |        0.236 |        3.390 |        3.626
       8.000 |        0.305 |        0.988 |        1.293
       9.000 |        0.220 |        0.761 |        0.980
       8.000 |        0.220 |        0.712 |        0.932
      11.000 |        0.286 |        0.993 |        1.279
       7.000 |        0.093 |        0.536 |        0.630
      10.000 |        0.110 |        1.048 |        1.158
      10.000 |        0.292 |        2.348 |        2.640
       5.000 |        0.296 |        1.363 |        1.659
       9.000 |        0.230 |        0.693 |        0.923
      12.000 |        0.252 |        0.827 |        1.079
       8.000 |        0.324 |        2.085 |        2.409
       9.000 |        0.178 |        0.862 |        1.040
       9.000 |        0.272 |        0.827 |        1.099
       6.000 |        0.201 |        0.713 |        0.915
       6.000 |        0.208 |        3.720 |        3.929
       9.000 |        0.213 |        0.660 |        0.873
       8.000 |        0.163 |        1.230 |        1.393
       6.000 |        0.259 |        3.667 |        3.927
       6.000 |        0.102 |        1.459 |        1.560
       5.000 |        0.147 |        2.555 |        2.702
       7.000 |        0.152 |        0.589 |        0.741
       9.000 |        0.172 |        0.979 |        1.151
      11.000 |        0.193 |        0.811 |        1.004
       5.000 |        0.226 |        0.786 |        1.012
       5.000 |        0.194 |        0.895 |        1.089
       7.000 |        0.362 |        1.095 |        1.456
       9.000 |        0.132 |        3.973 |        4.106
       8.000 |        0.161 |        2.550 |        2.711
       8.000 |        0.188 |        1.970 |        2.158
       8.000 |        0.210 |        0.891 |        1.101
      10.000 |        0.242 |        1.319 |        1.561
       8.000 |        0.189 |        0.576 |        0.765
      10.000 |        0.061 |        0.647 |        0.708
       9.000 |        0.078 |        1.705 |        1.783
       8.000 |        0.098 |        2.955 |        3.053
       9.000 |        0.688 |        1.769 |        2.457
       7.000 |        0.746 |        1.756 |        2.502
      10.000 |        0.068 |        3.312 |        3.380
       5.000 |        0.442 |        1.213 |        1.655
      12.000 |        0.710 |        0.937 |        1.646
      10.000 |        0.127 |        0.786 |        0.913
       8.000 |        0.063 |        0.503 |        0.565
      10.000 |        0.316 |        2.729 |        3.045
       9.000 |        0.302 |        1.219 |        1.521
       7.000 |        0.242 |        0.346 |        0.588
       4.000 |        0.183 |        0.633 |        0.816
      10.000 |        0.293 |        4.085 |        4.378
       7.000 |        0.210 |        0.765 |        0.975
       9.000 |        0.149 |        0.925 |        1.074
       9.000 |        0.210 |        2.484 |        2.694
       9.000 |        0.212 |        1.572 |        1.784
       9.000 |        0.267 |        1.034 |        1.301
       8.000 |        0.237 |        3.706 |        3.943
       7.000 |        0.343 |        1.081 |        1.424
      10.000 |        0.269 |        0.954 |        1.223
       9.000 |        0.278 |        1.082 |        1.359
       5.000 |        0.292 |        2.402 |        2.694
       8.000 |        0.507 |        0.583 |        1.090
       6.000 |        0.269 |        0.819 |        1.088
       6.000 |        0.145 |        0.369 |        0.514
       4.000 |        0.177 |        2.779 |        2.956
       8.000 |        0.277 |        1.782 |        2.058
      10.000 |        0.117 |        0.774 |        0.891
       9.000 |        0.148 |        1.267 |        1.415
      13.000 |        0.228 |        0.672 |        0.899
      10.000 |        0.177 |        0.579 |        0.756
       8.000 |        0.331 |        0.705 |        1.035
      15.000 |        0.131 |        0.615 |        0.746
      14.000 |        0.159 |        1.247 |        1.406
       9.000 |        0.175 |        0.818 |        0.993
       9.000 |        0.151 |        0.556 |        0.707
       8.000 |        0.425 |        1.589 |        2.014
       6.000 |        0.129 |        1.323 |        1.452
       7.000 |        0.108 |        0.728 |        0.836
      15.000 |        0.345 |        2.571 |        2.917
       9.000 |        0.255 |        1.976 |        2.231
       5.000 |        0.153 |        0.856 |        1.008
       6.000 |        0.148 |        3.635 |        3.782
      10.000 |        0.206 |        0.559 |        0.765
       6.000 |        0.231 |        1.379 |        1.611
       7.000 |        0.238 |        0.757 |        0.995
      13.000 |        0.286 |        3.493 |        3.779
      11.000 |        0.115 |        3.774 |        3.889
      12.000 |        0.281 |        0.755 |        1.036
      10.000 |        0.113 |        1.173 |        1.286
      10.000 |        0.108 |        2.203 |        2.311
       7.000 |        0.233 |        2.590 |        2.823
       6.000 |        0.128 |        2.108 |        2.235
       7.000 |        0.282 |        1.785 |        2.067
       9.000 |        0.374 |        0.623 |        0.996
       7.000 |        0.160 |        3.416 |        3.576
       7.000 |        0.165 |        0.585 |        0.749
       9.000 |        0.261 |        0.568 |        0.830
       8.000 |        0.294 |        0.608 |        0.903
       6.000 |        0.102 |        3.305 |        3.407
       6.000 |        0.130 |        0.950 |        1.080
       9.000 |        0.076 |        0.889 |        0.965
       6.000 |        0.166 |        0.764 |        0.931
      10.000 |        0.086 |        4.565 |        4.651
       9.000 |        0.111 |        2.442 |        2.553
       9.000 |        0.188 |        0.770 |        0.958
       9.000 |        0.218 |        1.742 |        1.959
       8.000 |        0.094 |        1.170 |        1.264
       6.000 |        0.122 |        0.743 |        0.865
      10.000 |        0.160 |        1.740 |        1.900
      12.000 |        0.126 |        0.702 |        0.828
       6.000 |        0.185 |        1.302 |        1.487
      10.000 |        0.080 |        0.684 |        0.764
       5.000 |        0.196 |        0.696 |        0.892
      12.000 |        0.138 |        1.412 |        1.551
      11.000 |        0.196 |        0.628 |        0.824
       8.000 |        0.084 |        1.220 |        1.304
      10.000 |        0.171 |        0.794 |        0.965
       7.000 |        0.277 |        1.639 |        1.916
      10.000 |        0.180 |        0.585 |        0.766
       8.000 |        0.250 |        1.113 |        1.364
       6.000 |        0.163 |        2.613 |        2.775
       8.000 |        0.113 |        1.285 |        1.398
       5.000 |        0.169 |        1.631 |        1.799
       8.000 |        0.078 |        0.849 |        0.927
       8.000 |        0.068 |        1.759 |        1.827
       6.000 |        0.146 |        3.078 |        3.224
       9.000 |        0.112 |        1.318 |        1.430
      10.000 |        0.254 |        2.534 |        2.789
       8.000 |        0.190 |        1.634 |        1.824
       5.000 |        0.080 |        0.645 |        0.725
      10.000 |        0.085 |        1.656 |        1.741
       7.000 |        0.450 |        0.800 |        1.250
      10.000 |        0.211 |        0.828 |        1.039
       7.000 |        0.314 |        0.763 |        1.077
      12.000 |        0.193 |        1.534 |        1.727
       6.000 |        0.266 |        2.347 |        2.613
