p95, p99, cpufreq, cpunumber, qps, energyconsumption
70340.42634455,73210.60087058,1.5GHz,1,1500,3760793290
113925.05068059996,118791.59295289998,1.5GHz,1,2000,5053941529
156468.0386794,162903.02690454,1.5GHz,1,2500,6299363024
199118.47516219996,207554.3833594,1.5GHz,1,3000,7562888781
246825.49658464998,257274.35147197003,1.5GHz,1,3500,-253168959003
286206.21219065,298211.35896112997,1.5GHz,1,4000,10130175116
330750.71760815,344596.87382256007,1.5GHz,1,4500,11451247357
373951.05881945,389773.7367199,1.5GHz,1,5000,12727934336
418099.52052385,435649.09028541,1.5GHz,1,5500,14021872429
465095.88224009995,484706.22147106,1.5GHz,1,6000,15415179287
4.2915127,5.29698960999999,1.5GHz,2,500,1479402951
8.24918505,12.228374150000015,1.5GHz,2,1000,1699110946
9966.86121615,10321.7538997,1.5GHz,2,1500,2097220034
31170.559624849997,32520.836844010002,1.5GHz,2,2000,2762742073
53702.2772845,55871.05669371001,1.5GHz,2,2500,3463871808
76509.79764525,79767.17425585,1.5GHz,2,3000,4179798321
96624.70218269998,100726.80843986,1.5GHz,2,3500,4809617021
119702.58352114998,124747.62710036001,1.5GHz,2,4000,5531476013
141515.84184449998,147500.37900903,1.5GHz,2,4500,6213474511
163040.92715499998,169953.17195911,1.5GHz,2,5000,6890951597
186381.30366309997,194222.65427497,1.5GHz,2,5500,7617758392
211406.93216119998,220311.92154751,1.5GHz,2,6000,8398681014
4.4543688999999995,5.985401799999993,1.5GHz,3,500,1524799258
4.894474799999998,6.452547490000001,1.5GHz,3,1000,1700311870
9.989126300000002,14.278273679999996,1.5GHz,3,1500,1828886187
8380.6188828,8765.96478389,1.5GHz,3,2000,2137017906
25794.227888949998,26809.958762600003,1.5GHz,3,2500,2697208671
41682.67665615,43463.090467250004,1.5GHz,3,3000,3217347232
57498.47541015,59950.84827337,1.5GHz,3,3500,3736918717
74206.18640235,77343.14419208001,1.5GHz,3,4000,4282133325
90541.96380664999,94337.48001129001,1.5GHz,3,4500,4815217043
107341.0114971,111909.75262343,1.5GHz,3,5000,5368776966
123594.70622054998,128787.2709283,1.5GHz,3,5500,5902548488
140829.89001669997,146755.37792901,1.5GHz,3,6000,6463957207
4.706542099999999,6.2023552599999965,1.5GHz,4,500,1538334990
4.7870108999999985,6.241553120000002,1.5GHz,4,1000,1721372546
5.455261700000001,6.946740539999985,1.5GHz,4,1500,1821895239
12.438994899999997,17.389462729999998,1.5GHz,4,2000,1880253121
8582.97407835,8887.40563759,1.5GHz,4,2500,2177271403
20857.523937149996,21756.051575870002,1.5GHz,4,3000,2588385891
34518.6245272,36003.4984851,1.5GHz,4,3500,3042694054
47641.75136324999,49664.935539570004,1.5GHz,4,4000,3479960818
60805.2394315,63357.782672119996,1.5GHz,4,4500,3915562303
73949.63368994999,77106.76376345001,1.5GHz,4,5000,4363319152
86371.49661729998,89994.69900601,1.5GHz,4,5500,4769328549
100049.28945789998,104255.38704448001,1.5GHz,4,6000,5219722538
4.961992199999999,6.271261859999994,1.5GHz,5,500,1625505483
4.931642,6.299415109999999,1.5GHz,5,1000,1737201364
5.0682096,6.406119369999999,1.5GHz,5,1500,1850546410
5.858152949999995,7.5818267899999965,1.5GHz,5,2000,1922470726
16.424748799999993,23.395662030000015,1.5GHz,5,2500,1978091372
8232.010352949997,8598.47494635,1.5GHz,5,3000,2277437651
18981.7274222,19809.647087770005,1.5GHz,5,3500,2650393484
29956.91209885,31241.5663258,1.5GHz,5,4000,3034848859
40735.63771195,42445.84018062,1.5GHz,5,4500,3407998294
51264.3749266,53465.43974533,1.5GHz,5,5000,3774826823
62560.0138317,65180.62456149,1.5GHz,5,5500,4165388628
73939.82648495,77045.80882148999,1.5GHz,5,6000,4568490013
5.091912599999998,6.380722799999997,1.5GHz,6,500,1536646945
5.0557791,6.324831410000001,1.5GHz,6,1000,1784867806
5.089014650000002,6.358849209999995,1.5GHz,6,1500,1872653226
5.300534999999999,6.55770758,1.5GHz,6,2000,1949849684
6.347447749999998,8.38169682000001,1.5GHz,6,2500,2004008297
41.659990949999994,51.20987524000003,1.5GHz,6,3000,2053342094
8547.006705349999,8940.82998669,1.5GHz,6,3500,2370512914
18017.406099999997,18801.883858669997,1.5GHz,6,4000,2714461008
27340.36332915,28496.287562240002,1.5GHz,6,4500,3049667303
37072.4351372,38676.58068366999,1.5GHz,6,5000,3406029732
45825.972077,47740.431305,1.5GHz,6,5500,3715163646
55519.288180749994,57846.1724872,1.5GHz,6,6000,-258069461960
5.2335293,6.397751929999999,1.5GHz,7,500,1589694844
5.22573125,6.427304700000001,1.5GHz,7,1000,1771627179
5.2293671,6.443024020000001,1.5GHz,7,1500,1899986835
5.2748680499999985,6.488880889999998,1.5GHz,7,2000,1970476889
5.5719784,6.806077010000001,1.5GHz,7,2500,2033851299
7.0348366499999955,9.435868880000001,1.5GHz,7,3000,2087620449
1278.1648141999997,1370.1099777800002,1.5GHz,7,3500,2180983552
9718.9057332,10155.241200330001,1.5GHz,7,4000,2488610511
17496.63034905,18242.705005760003,1.5GHz,7,4500,2772650311
26133.81539285,27255.212537620002,1.5GHz,7,5000,3100413267
34614.9786962,36064.89902993,1.5GHz,7,5500,3423006557
42492.79222619999,44267.3654505,1.5GHz,7,6000,3706624606
5.330180549999999,6.474936089999998,1.5GHz,8,500,1554800768
5.35820175,6.46850179,1.5GHz,8,1000,1781524126
5.317542200000001,6.463509369999997,1.5GHz,8,1500,1908904537
5.320254649999998,6.482659379999998,1.5GHz,8,2000,1994980183
5.478125649999997,6.66061426,1.5GHz,8,2500,2069561597
5.885318949999999,7.298461170000004,1.5GHz,8,3000,2129261883
8.881437349999999,12.1444654,1.5GHz,8,3500,2177259257
3118.5817991999998,3301.1595122199997,1.5GHz,8,4000,2326772730
10153.548842350001,10587.35140781,1.5GHz,8,4500,2593660963
18006.297734999996,18800.33666576,1.5GHz,8,5000,2901919573
26034.063726849996,27121.75215894,1.5GHz,8,5500,3212690383
33177.9056649,34565.478946949996,1.5GHz,8,6000,3489960853
5.4786217,6.552736470000001,1.5GHz,9,500,1618218818
5.396301749999998,6.493333130000002,1.5GHz,9,1000,1810656986
5.3815609,6.516142279999999,1.5GHz,9,1500,1933681146
5.4091892499999945,6.5342211699999995,1.5GHz,9,2000,2021446607
5.4665460999999995,6.590531570000005,1.5GHz,9,2500,2100008479
5.67352075,6.885604000000001,1.5GHz,9,3000,2158670805
6.438094649999997,8.453272520000006,1.5GHz,9,3500,2223797285
23.548176449999996,32.70882862000001,1.5GHz,9,4000,2273858375
5800.28586445,6062.17391985,1.5GHz,9,4500,2515006562
12620.49570605,13180.46865765,1.5GHz,9,5000,2784560682
19048.412683950002,19832.02667509,1.5GHz,9,5500,3037217079
25698.589508299996,26770.36415871,1.5GHz,9,6000,3298484842
5.484564299999999,6.536850039999999,1.5GHz,10,500,1602441088
5.484112649999999,6.5419793,1.5GHz,10,1000,1813023557
5.479663100000003,6.564089969999998,1.5GHz,10,1500,1950363354
5.5276637499999985,6.6146512699999995,1.5GHz,10,2000,2043419085
5.5329049999999995,6.64847746,1.5GHz,10,2500,2122850217
5.6720187,6.824425320000002,1.5GHz,10,3000,2195476069
6.0301246,7.552944460000001,1.5GHz,10,3500,2262005684
8.211111599999999,12.269189410000001,1.5GHz,10,4000,2310781194
1665.1107235499999,1756.19350514,1.5GHz,10,4500,2419565034
8339.120859899998,8700.37412113,1.5GHz,10,5000,2698040945
14574.860602249999,15171.84577048,1.5GHz,10,5500,2953061410
21072.8002856,21937.202363959997,1.5GHz,10,6000,3222486440
5.5432581999999995,6.565110869999997,1.5GHz,11,500,1558088541
5.532485049999999,6.570351470000001,1.5GHz,11,1000,1837483943
5.5768807,6.6455942499999985,1.5GHz,11,1500,1965669468
5.591864499999999,6.671759369999998,1.5GHz,11,2000,2059224769
5.6723841,6.781727650000003,1.5GHz,11,2500,2151092210
5.6932833999999986,6.818282310000002,1.5GHz,11,3000,2221596730
5.924547099999998,7.203510140000002,1.5GHz,11,3500,2299580783
7.04078205,11.399936090000041,1.5GHz,11,4000,2358171270
43.27876165,52.046326950000015,1.5GHz,11,4500,2409119260
6490.73161035,6794.470220329999,1.5GHz,11,5000,2691395636
11801.78482185,12282.199946949999,1.5GHz,11,5500,2913934801
19170.3510312,19957.11125736,1.5GHz,11,6000,3230509979
5.5818911,6.580147509999997,1.5GHz,12,500,1587761255
5.58604595,6.616176810000001,1.5GHz,12,1000,1839183097
5.5942786500000015,6.6464162899999994,1.5GHz,12,1500,1973135818
5.61927935,6.671715399999997,1.5GHz,12,2000,2073574465
5.6795325000000005,6.768366530000002,1.5GHz,12,2500,2167908696
5.788093749999999,6.946767570000002,1.5GHz,12,3000,2251002538
6.01704835,7.459271760000011,1.5GHz,12,3500,2331342542
7.0308676,13.125040220000008,1.5GHz,12,4000,2392519632
81.38723309999999,90.10649955000001,1.5GHz,12,4500,2449032122
5190.0773932,5425.85011951,1.5GHz,12,5000,2669709108
11176.20046285,11627.78571653,1.5GHz,12,5500,2931506106
17973.29003515,18675.77559845,1.5GHz,12,6000,3220304744
9.1761591,13.642167069999985,1.7GHz,1,500,1494216512
19353.305192699998,20122.545571550003,1.7GHz,1,1000,2253218658
57625.767904700006,59968.887017609995,1.7GHz,1,1500,3381437877
96024.97538989998,100129.36378923999,1.7GHz,1,2000,4520552331
135752.23651745,141354.46849512,1.7GHz,1,2500,5716791883
172799.42253479996,180125.31986127002,1.7GHz,1,3000,6780344641
212520.86456674995,221522.19128382002,1.7GHz,1,3500,7955428120
252762.77945129998,263372.61095879,1.7GHz,1,4000,9136926622
291389.98024915,303590.24306739995,1.7GHz,1,4500,10277479366
330592.56145015,344585.01586697006,1.7GHz,1,5000,11435459434
370124.8199366,385669.39857582,1.7GHz,1,5500,12602084194
409705.1060177,426975.25502693,1.7GHz,1,6000,13764382671
3.7788830499999992,4.487359229999997,1.7GHz,2,500,-260671913489
5.903735749999998,8.612503380000005,1.7GHz,2,1000,1666579230
3285.90700855,3367.9640222000003,1.7GHz,2,1500,1886966300
23065.3704419,24073.45409152,1.7GHz,2,2000,2509814620
43603.2369566,45358.97650082,1.7GHz,2,2500,3148760067
62503.205218099996,65166.435370930005,1.7GHz,2,3000,3741835819
83474.85811819999,87026.57294506,1.7GHz,2,3500,4397150242
103540.08022389997,107921.10612261001,1.7GHz,2,4000,5023483233
123139.40324890001,128354.11389149001,1.7GHz,2,4500,5641779319
142898.74267105,149026.17609615,1.7GHz,2,5000,6261326745
162310.82264719997,169122.25389562,1.7GHz,2,5500,6863304878
184655.07961339998,192434.50108531,1.7GHz,2,6000,7562566883
4.1510932,6.004866789999999,1.7GHz,3,500,1463731360
4.464773349999993,6.1652972500000045,1.7GHz,3,1000,1707382897
6.8122829000000005,9.694975899999998,1.7GHz,3,1500,1823535065
3729.5292464499994,3911.5180748800003,1.7GHz,3,2000,2006580312
18786.383084899997,19512.06768788,1.7GHz,3,2500,2501670659
33990.201331849996,35442.377511889994,1.7GHz,3,3000,3003715455
51002.35519819999,53183.77726867,1.7GHz,3,3500,3568361532
64689.6131407,67424.71175268001,1.7GHz,3,4000,4018778592
80233.05612889999,83606.32163207002,1.7GHz,3,4500,4528853092
94556.16159394998,98624.49213585,1.7GHz,3,5000,5008513302
110517.36181365,115150.03909963,1.7GHz,3,5500,5529933842
125611.44996765001,130892.16982132,1.7GHz,3,6000,6029536932
4.665679099999999,6.191190369999999,1.7GHz,4,500,1514917142
4.626616949999999,6.172744760000008,1.7GHz,4,1000,1715262577
5.069930300000002,6.55698554,1.7GHz,4,1500,1833808965
7.770210399999992,10.849329199999996,1.7GHz,4,2000,1892434182
4319.1554246,4450.32906408,1.7GHz,4,2500,2070568369
16633.63861785,17349.184295580002,1.7GHz,4,3000,2483542592
28375.455126549998,29600.471604410002,1.7GHz,4,3500,2881630562
40910.81372589999,42648.617994700006,1.7GHz,4,4000,3304884850
53572.49099195,55826.18672622,1.7GHz,4,4500,3730917390
65939.96107964999,68760.10800968,1.7GHz,4,5000,4149804257
78058.13343125,81325.15986101,1.7GHz,4,5500,4554736936
91028.84205075,94855.49670089001,1.7GHz,4,6000,4995708097
4.939931099999999,6.29461254,1.7GHz,5,500,1560595065
4.8960514999999925,6.281327560000001,1.7GHz,5,1000,1752430511
4.957231700000001,6.350870639999999,1.7GHz,5,1500,1856342599
5.3953684999999965,6.787788499999998,1.7GHz,5,2000,1919856536
9.257662199999999,12.861802240000006,1.7GHz,5,2500,1970526450
4873.24951005,5093.587215289999,1.7GHz,5,3000,2160262903
15260.64466235,15931.745260270005,1.7GHz,5,3500,2533261215
25445.00520445,26545.141897989997,1.7GHz,5,4000,2883092961
35843.9755472,37354.44826889,1.7GHz,5,4500,3249309492
46226.0280929,48217.15173289,1.7GHz,5,5000,3612007355
56724.30061404999,59095.97607356,1.7GHz,5,5500,3976072341
67225.9666846,70045.45557615001,1.7GHz,5,6000,4349514928
5.111132250000001,6.361689119999998,1.7GHz,6,500,1573576722
5.055318749999998,6.334213710000002,1.7GHz,6,1000,1760273021
5.060660050000001,6.344766629999999,1.7GHz,6,1500,1876463458
5.178989449999997,6.471473669999997,1.7GHz,6,2000,1955721373
5.775469149999997,7.416405460000003,1.7GHz,6,2500,2018357565
12.061214549999995,17.137214040000003,1.7GHz,6,3000,2071583869
5820.472343349999,6095.5686331,1.7GHz,6,3500,2304950215
14634.67964565,15278.682549230003,1.7GHz,6,4000,2622816650
23410.87031765,24391.15791591,1.7GHz,6,4500,2944241059
32992.648691799994,34426.19118891,1.7GHz,6,5000,3303592983
41347.384118849994,43077.59786365,1.7GHz,6,5500,3602685845
50934.26808554999,53055.111679830006,1.7GHz,6,6000,3957748902
5.22835465,6.411161259999998,1.7GHz,7,500,1558680153
5.20422715,6.403893440000001,1.7GHz,7,1000,1784601327
5.187175900000001,6.418245379999997,1.7GHz,7,1500,1900357134
5.218204499999998,6.446159849999999,1.7GHz,7,2000,1973934767
5.445370699999997,6.706378420000005,1.7GHz,7,2500,2044227738
6.2004027499999985,8.008884500000004,1.7GHz,7,3000,2094238474
42.173148049999995,50.82892162000008,1.7GHz,7,3500,2148310906
7217.1160700499995,7547.27975282,1.7GHz,7,4000,2420399199
14792.576233200001,15418.85496601,1.7GHz,7,4500,2701482281
22525.360537699995,23500.177735639998,1.7GHz,7,5000,2994609033
30608.4260209,31883.84742028,1.7GHz,7,5500,3297412884
39056.423137499994,40694.76256206,1.7GHz,7,6000,3621385383
5.34301025,6.463385959999998,1.7GHz,8,500,1576057550
5.310841949999995,6.453885230000007,1.7GHz,8,1000,1794275802
5.3179926,6.481229859999999,1.7GHz,8,1500,1917844944
5.321648999999998,6.490924539999998,1.7GHz,8,2000,2001306705
5.382418449999996,6.580926080000005,1.7GHz,8,2500,2073973878
5.746464149999999,7.071447960000003,1.7GHz,8,3000,2142134470
7.488064400000001,10.308635130000004,1.7GHz,8,3500,2194747434
1301.4295447499999,1389.2056267799999,1.7GHz,8,4000,2283731580
8964.30323465,9341.53737052,1.7GHz,8,4500,2585530185
15677.051582699998,16366.320777769999,1.7GHz,8,5000,2840727163
23986.170140600003,24982.134880909998,1.7GHz,8,5500,3173654718
30954.6637445,32234.78264821,1.7GHz,8,6000,3441963234
5.449447950000001,6.526409689999998,1.7GHz,9,500,1537252656
5.40286605,6.514598680000001,1.7GHz,9,1000,1808919747
5.398555650000002,6.517798879999999,1.7GHz,9,1500,1935672657
5.415614499999999,6.54962391,1.7GHz,9,2000,2025864016
5.447230899999996,6.599242950000003,1.7GHz,9,2500,2105928508
5.5610031,6.738180480000006,1.7GHz,9,3000,2168399234
6.0863673,7.8517864500000005,1.7GHz,9,3500,2227572667
10.861167799999999,15.482872350000001,1.7GHz,9,4000,2285978706
3931.3852217500003,4123.73760087,1.7GHz,9,4500,-259671998019
10426.1787763,10889.346491110002,1.7GHz,9,5000,2734388813
18345.3729857,19109.253498340004,1.7GHz,9,5500,3064239897
23528.381176950003,24498.30471358,1.7GHz,9,6000,3259342303
5.481453899999999,6.554076489999998,1.7GHz,10,500,1600530143
5.4776755999999995,6.5447768,1.7GHz,10,1000,1826282251
5.4739278,6.559023759999999,1.7GHz,10,1500,1949592177
5.557809999999999,6.65515376,1.7GHz,10,2000,2050038575
5.5391511,6.657744350000001,1.7GHz,10,2500,2132756870
5.612161699999999,6.787149710000003,1.7GHz,10,3000,2203071082
5.891031799999999,7.312589420000013,1.7GHz,10,3500,2273902565
7.125233399999999,10.673116220000038,1.7GHz,10,4000,2321336892
196.93634794999997,210.23336295000001,1.7GHz,10,4500,2380336557
6704.62034575,7014.66429559,1.7GHz,10,5000,2650259145
13362.158570200001,13920.51105498,1.7GHz,10,5500,2930571477
19209.2016059,19993.07042053,1.7GHz,10,6000,3169995608
5.5402023499999995,6.5635835999999985,1.7GHz,11,500,1624395377
5.533024049999998,6.5762057,1.7GHz,11,1000,1843585978
5.526948900000001,6.59969209,1.7GHz,11,1500,1967751921
5.5549592,6.635957079999997,1.7GHz,11,2000,2063865322
5.635294149999999,6.750778250000004,1.7GHz,11,2500,2156011021
5.657384549999994,6.779602210000003,1.7GHz,11,3000,2231958520
5.834914649999999,7.067258730000003,1.7GHz,11,3500,2305033955
6.548387749999999,9.895938800000016,1.7GHz,11,4000,2370942783
24.7600651,35.63688115000001,1.7GHz,11,4500,2425970352
5017.059065750001,5240.86912035,1.7GHz,11,5000,2651808641
10350.0172724,10790.74697356,1.7GHz,11,5500,2878594559
17264.4222381,17954.949222559997,1.7GHz,11,6000,3169583134
5.583154449999999,6.575367599999999,1.7GHz,12,500,1621308472
5.594614749999999,6.617395590000004,1.7GHz,12,1000,1841083361
5.594683450000002,6.658742999999993,1.7GHz,12,1500,1976804327
5.679872099999998,6.75336705,1.7GHz,12,2000,2084849765
5.683199,6.775466,1.7GHz,12,2500,2172666923
5.773979349999998,6.944536370000006,1.7GHz,12,3000,2256611045
5.959671749999999,7.3569696200000045,1.7GHz,12,3500,2337558957
6.777311499999996,11.500839979999997,1.7GHz,12,4000,2407974670
45.74798325,58.74715538000002,1.7GHz,12,4500,2465286536
4512.2971263,4716.64076814,1.7GHz,12,5000,2670791198
11355.3092064,11788.84956912,1.7GHz,12,5500,2962100449
17614.933778849998,18321.70846783,1.7GHz,12,6000,3233871421
7.25478855,10.809692259999997,1.9GHz,1,500,1489099887
13320.40704115,13840.40549493,1.9GHz,1,1000,2074464843
47384.549442250005,49299.22324677,1.9GHz,1,1500,3082802228
84702.77455779997,88328.60021306,1.9GHz,1,2000,4187813681
120192.34244435,125126.81241719,1.9GHz,1,2500,5230970191
156367.37164999996,163001.39235338,1.9GHz,1,3000,6300542830
189439.5029341,197465.97172905,1.9GHz,1,3500,7276143299
227924.68256095,237487.70050944004,1.9GHz,1,4000,8415007694
264189.7775491,275247.70010153006,1.9GHz,1,4500,9482585527
299861.67487085,312556.40643492003,1.9GHz,1,5000,10545304608
335326.96748935,349406.97939155,1.9GHz,1,5500,11582188855
372785.63039984996,388497.44777805003,1.9GHz,1,6000,12691744487
3.4001843499999995,3.9730033899999975,1.9GHz,2,500,1404940495
4.627114399999999,6.479942940000001,1.9GHz,2,1000,1661689838
36.27821225000001,53.77622901999996,1.9GHz,2,1500,1787204776
15251.736609049998,15926.189341610001,1.9GHz,2,2000,2273480630
34256.7104911,35623.42156766,1.9GHz,2,2500,2866945176
53018.063487499996,55298.91010441,1.9GHz,2,3000,3463100144
70359.73107834999,73321.49247088,1.9GHz,2,3500,4008245049
89144.59084929999,92893.32733415,1.9GHz,2,4000,4598048776
107492.24887504999,111994.50231045001,1.9GHz,2,4500,5173897583
127784.93558240001,133153.29764399,1.9GHz,2,5000,5812001174
144410.6528026,150467.02785279002,1.9GHz,2,5500,6328168126
161871.4117781,168628.4290872,1.9GHz,2,6000,6881085656
3.95264025,5.966176629999997,1.9GHz,3,500,1537559052
4.1169666,5.968061190000002,1.9GHz,3,1000,1673041433
5.6184356000000015,7.629810729999984,1.9GHz,3,1500,1814092951
79.94175069999999,93.71267902999995,1.9GHz,3,2000,1886376580
13535.245284749999,14042.15356382,1.9GHz,3,2500,2332947885
27773.7693799,28957.676404760005,1.9GHz,3,3000,2802914272
42583.8997172,44405.76734749,1.9GHz,3,3500,3292248896
56631.43740304999,59030.04157996001,1.9GHz,3,4000,3755155853
71344.51072040001,74334.10134643,1.9GHz,3,4500,4242004460
85320.9169775,88958.63240444999,1.9GHz,3,5000,4704909098
98623.734298,102759.60218796,1.9GHz,3,5500,5143112138
113862.5695054,118651.13836328998,1.9GHz,3,6000,5648794987
4.6080670999999995,6.169630189999997,1.9GHz,4,500,1492271387
4.58877575,6.180210630000002,1.9GHz,4,1000,-260410129124
4.796385800000001,6.3767872599999995,1.9GHz,4,1500,1846530673
6.259206749999998,8.465789389999983,1.9GHz,4,2000,1922890036
759.3702953,769.48521854,1.9GHz,4,2500,2004881037
12137.52695825,12662.621646020001,1.9GHz,4,3000,2400204000
24046.352909549998,25090.209555260004,1.9GHz,4,3500,2813675109
35474.26621735,36988.611727100004,1.9GHz,4,4000,3210522848
47632.50546555,49634.780458040004,1.9GHz,4,4500,3629699571
59408.387245699996,61951.57736622,1.9GHz,4,5000,4039273961
71007.04849295,73980.38822104,1.9GHz,4,5500,4440800704
82500.84242024999,85966.50811295,1.9GHz,4,6000,4838715884
4.945985699999999,6.295830359999986,1.9GHz,5,500,1558404763
4.8820696499999885,6.292209339999999,1.9GHz,5,1000,1748656900
4.882779300000001,6.296379179999995,1.9GHz,5,1500,1859930785
5.135377299999997,6.563317809999999,1.9GHz,5,2000,1924646745
7.037672049999994,9.598051940000005,1.9GHz,5,2500,1977474491
1984.5705994,2076.2803014,1.9GHz,5,3000,2081852458
12182.96046345,12724.489400990002,1.9GHz,5,3500,2443542024
22286.741547600002,23248.79484859,1.9GHz,5,4000,2795353928
31741.855089049997,33081.5694649,1.9GHz,5,4500,3138072472
41241.65239335,43017.25166611,1.9GHz,5,5000,3468006381
51546.6716055,53703.37342741,1.9GHz,5,5500,3827200713
61787.91881050001,64381.87898639,1.9GHz,5,6000,4195963624
5.1154509,6.363512059999996,1.9GHz,6,500,1589459127
5.031449699999999,6.33048472,1.9GHz,6,1000,1746966231
4.99102345,6.30715988,1.9GHz,6,1500,1875359823
5.068615349999997,6.384412569999999,1.9GHz,6,2000,1952071297
5.4837419,6.875573280000008,1.9GHz,6,2500,2013312656
8.6955213,12.053757420000016,1.9GHz,6,3000,2073894043
3097.0534743,3263.3052398900004,1.9GHz,6,3500,2210631609
12907.97295195,13479.20404957,1.9GHz,6,4000,2574402162
20583.9896253,21461.85276452,1.9GHz,6,4500,2852297141
28901.485632300002,30157.105525180003,1.9GHz,6,5000,3159410491
37938.6176651,39529.50748199,1.9GHz,6,5500,3493256499
46869.200508949994,48828.14718231,1.9GHz,6,6000,3824109656
5.2221052,6.42053476,1.9GHz,7,500,1584888032
5.2112823,6.42962956,1.9GHz,7,1000,1779056664
5.170852650000004,6.390626499999994,1.9GHz,7,1500,1900763994
5.21765545,6.46712253,1.9GHz,7,2000,1990170442
5.2946902,6.552634230000003,1.9GHz,7,2500,2052995599
5.859789899999997,7.493353100000001,1.9GHz,7,3000,2111464626
11.96801675,17.465885420000006,1.9GHz,7,3500,2168731020
4898.1905797,5136.84366063,1.9GHz,7,4000,2372805633
12635.69435435,13168.368543580002,1.9GHz,7,4500,2674159781
20909.0670988,21823.30018566,1.9GHz,7,5000,2994912622
28498.859043,29685.52694282,1.9GHz,7,5500,3279121428
36322.997762549996,37841.44479321,1.9GHz,7,6000,3569230425
5.335639599999998,6.469212239999997,1.9GHz,8,500,1571457220
5.305943399999998,6.45295048,1.9GHz,8,1000,1803770284
5.2948908500000025,6.467555749999998,1.9GHz,8,1500,1917827000
5.3300844,6.549280119999999,1.9GHz,8,2000,2004115048
5.337793649999994,6.545877000000001,1.9GHz,8,2500,2081641765
5.58830315,6.855228730000003,1.9GHz,8,3000,2146808530
6.5411961999999955,8.787310770000001,1.9GHz,8,3500,2197296560
51.27592315,57.036096539999996,1.9GHz,8,4000,2243134943
6289.18809985,6577.049381450001,1.9GHz,8,4500,2486465132
13432.838048450001,14028.41847806,1.9GHz,8,5000,2770148548
20953.750832299997,21809.814534030003,1.9GHz,8,5500,3071563487
27763.83406455,28923.457264260003,1.9GHz,8,6000,3335382269
5.43537965,6.514287779999999,1.9GHz,9,500,1577740956
5.408046549999999,6.504523430000002,1.9GHz,9,1000,1806087906
5.399651100000002,6.528281469999997,1.9GHz,9,1500,1941934665
5.38347949999999,6.51963117,1.9GHz,9,2000,2029965567
5.420809199999999,6.57549609,1.9GHz,9,2500,2114618366
5.4682742499999994,6.6515852300000065,1.9GHz,9,3000,2172879813
5.78448215,7.122571730000006,1.9GHz,9,3500,2224401166
8.2930704,11.694430590000017,1.9GHz,9,4000,2286452399
2662.400298,2797.97985713,1.9GHz,9,4500,2429588568
8721.821997799998,9114.91119846,1.9GHz,9,5000,2678858498
16095.48748715,16770.5582064,1.9GHz,9,5500,2985997605
21319.657309,22192.94839276,1.9GHz,9,6000,3187338276
5.49047545,6.551846929999999,1.9GHz,10,500,1652183149
5.4961594,6.556131209999999,1.9GHz,10,1000,1820967995
5.4668659,6.560438019999999,1.9GHz,10,1500,1964611303
5.485802999999996,6.585820099999998,1.9GHz,10,2000,2056846602
5.496470699999999,6.637477229999999,1.9GHz,10,2500,2134741728
5.550285349999996,6.728816640000007,1.9GHz,10,3000,2205757476
5.764785049999998,7.060538600000004,1.9GHz,10,3500,2275015721
6.561886249999999,9.097910930000028,1.9GHz,10,4000,2323739474
31.439841799999996,39.69697244000001,1.9GHz,10,4500,2381258919
5241.756807950001,5473.8084077700005,1.9GHz,10,5000,2603168690
11428.840752499998,11899.837768099998,1.9GHz,10,5500,2866174792
17406.8642615,18108.89012985,1.9GHz,10,6000,3113766870
5.5284261500000005,6.556904699999998,1.9GHz,11,500,1613341024
5.537643149999994,6.581902610000001,1.9GHz,11,1000,1821488318
5.537115200000001,6.6005305299999995,1.9GHz,11,1500,1972586075
5.541786049999999,6.604962889999997,1.9GHz,11,2000,2068448318
5.594689399999998,6.71358307,1.9GHz,11,2500,2163438981
5.614110949999999,6.733704310000003,1.9GHz,11,3000,2230705471
5.8496241499999995,7.13511335000001,1.9GHz,11,3500,2311830080
6.388231149999996,9.520477460000064,1.9GHz,11,4000,2371840302
16.325015899999997,27.41021700000004,1.9GHz,11,4500,2434878471
3547.8762783,3709.2804659299995,1.9GHz,11,5000,2599086669
9742.7769795,10161.41300512,1.9GHz,11,5500,2866503404
15805.065383649999,16430.92870306,1.9GHz,11,6000,3127495106
5.58170445,6.57045496,1.9GHz,12,500,1627664778
5.577036599999999,6.605827290000002,1.9GHz,12,1000,1842523542
5.58250955,6.647820479999999,1.9GHz,12,1500,1983110462
5.6188656499999965,6.691159509999998,1.9GHz,12,2000,2087581448
5.684265949999998,6.77949756,1.9GHz,12,2500,2186512896
5.730582249999999,6.868005010000002,1.9GHz,12,3000,2261357187
5.914291649999997,7.222115600000003,1.9GHz,12,3500,2338478510
6.562833899999999,10.804109560000041,1.9GHz,12,4000,2409280393
23.908505449999993,33.70227377000002,1.9GHz,12,4500,2467581146
3765.02004995,3943.23699316,1.9GHz,12,5000,2647850948
10839.81025135,11313.356484169999,1.9GHz,12,5500,2959182854
16175.1699245,16828.08500572,1.9GHz,12,6000,3187723651
5.9825558999999995,8.75153966999999,2.1GHz,1,500,1420209865
8120.6439064,8422.372241710002,2.1GHz,1,1000,-260223312159
38746.056099299996,40301.868255890004,2.1GHz,1,1500,2827694788
73290.43708179996,76428.81544941,2.1GHz,1,2000,3852008511
105988.0614757,110331.55993156001,2.1GHz,1,2500,4815142581
