p95, p99, cpufreq, cpunumber, qps, energyconsumption
138761.07461849996,144645.36699576004,2.1GHz,1,3000,5787104753
168590.4628592,175738.4198765,2.1GHz,1,3500,6667063804
201882.5604983,210365.56925127,2.1GHz,1,4000,7648787914
236420.95360964997,246316.36722847002,2.1GHz,1,4500,8669225182
271485.9143049,282976.26183132007,2.1GHz,1,5000,9708575488
304833.04686475,317629.10176992003,2.1GHz,1,5500,10689881691
334262.06621804996,348358.22321461,2.1GHz,1,6000,11559996408
3.1075579999999996,3.60326773,2.1GHz,2,500,1440356237
3.808395349999998,5.232843270000006,2.1GHz,2,1000,1683702477
10.742172700000001,15.928646749999997,2.1GHz,2,1500,1836467589
9880.615400199998,10330.482466509999,2.1GHz,2,2000,2205576690
28752.56681235,29891.77646543,2.1GHz,2,2500,2823115514
43371.195222999995,45221.01844415,2.1GHz,2,3000,3304748498
61708.73230974999,64365.97492737,2.1GHz,2,3500,3911111508
78140.86837084999,81447.22246458998,2.1GHz,2,4000,4451692523
95355.64812269999,99351.49488140001,2.1GHz,2,4500,5016721898
112611.86920544998,117348.36419117001,2.1GHz,2,5000,5586410504
132511.98160725,138083.36066320003,2.1GHz,2,5500,6245556277
146534.5794807,152670.82980928,2.1GHz,2,6000,6695709421
3.914071949999997,5.960839029999999,2.1GHz,3,500,1474172740
3.891431799999998,5.856760180000014,2.1GHz,3,1000,1692009157
4.88785035,6.6334417699999975,2.1GHz,3,1500,1808511544
14.665027499999981,20.045482639999996,2.1GHz,3,2000,1878482435
9153.023076899999,9482.33883206,2.1GHz,3,2500,2194070738
22619.384077349998,23587.591517640005,2.1GHz,3,3000,2640591751
37014.62531695,38605.71517586001,2.1GHz,3,3500,3116461077
49199.283816949996,51288.08152415,2.1GHz,3,4000,3517123382
63303.18557085,65971.80410861,2.1GHz,3,4500,3986361377
76391.8959408,79654.84683778,2.1GHz,3,5000,4424417323
90041.78848825,93813.75674695999,2.1GHz,3,5500,4873710180
102739.0990927,107057.21105131,2.1GHz,3,6000,5296849233
4.5723758,6.167853189999997,2.1GHz,4,500,1516526635
4.4826374499999995,6.104687260000002,2.1GHz,4,1000,1741594296
4.588086100000001,6.263695129999996,2.1GHz,4,1500,1840336292
5.4765074499999935,7.25355117,2.1GHz,4,2000,1923143453
20.319901949999995,30.034115320000016,2.1GHz,4,2500,1980267819
8790.5510241,9181.679717310002,2.1GHz,4,3000,2294046800
19845.969134999996,20710.12296553,2.1GHz,4,3500,2680330053
31232.74028875,32571.09750787,2.1GHz,4,4000,3074411197
42026.374072449995,43795.23650988,2.1GHz,4,4500,3451667678
53841.7679317,56152.35611085,2.1GHz,4,5000,3862562256
63847.3384029,66520.10905968,2.1GHz,4,5500,4205944006
75734.2720236,78914.22394514999,2.1GHz,4,6000,4621330516
4.931046149999999,6.283032199999998,2.1GHz,5,500,1562616605
4.843411299999997,6.253414470000002,2.1GHz,5,1000,1746860640
4.851940950000001,6.313422799999998,2.1GHz,5,1500,1866719525
4.978537849999999,6.457183859999997,2.1GHz,5,2000,1935186941
6.070739949999998,8.121067480000006,2.1GHz,5,2500,1992165676
54.32395819999999,65.23355453,2.1GHz,5,3000,2038358368
9000.6699364,9411.034843250001,2.1GHz,5,3500,2366473617
18469.279355649996,19275.876725029997,2.1GHz,5,4000,2705699311
28105.407336499997,29289.980438479997,2.1GHz,5,4500,3053760737
37437.2411968,39050.811045170005,2.1GHz,5,5000,3387242732
46751.71566725,48711.79056207,2.1GHz,5,5500,3715948007
56482.345478549985,58844.35803501,2.1GHz,5,6000,4073489694
5.061007449999999,6.322140210000001,2.1GHz,6,500,1541777913
5.038425049999999,6.336092130000002,2.1GHz,6,1000,1758065263
5.0040274,6.333634449999998,2.1GHz,6,1500,1882858340
5.049565649999995,6.383056209999999,2.1GHz,6,2000,1967891935
5.263078849999999,6.640481030000001,2.1GHz,6,2500,2022718821
6.6638324499999975,8.911269560000001,2.1GHz,6,3000,2074315979
880.9168345999999,946.47968072,2.1GHz,6,3500,2147118099
9546.450279199998,9984.01035419,2.1GHz,6,4000,2469614283
18536.9576875,19329.098739920002,2.1GHz,6,4500,2792702812
25971.82031705,27101.52720297,2.1GHz,6,5000,3074724917
34802.20472849999,36248.18483558,2.1GHz,6,5500,3400434654
42546.94569459999,44329.41459496,2.1GHz,6,6000,3693416021
5.223198399999999,6.422926959999999,2.1GHz,7,500,1562019378
5.18711755,6.39821384,2.1GHz,7,1000,1764138001
5.201067300000001,6.426737569999997,2.1GHz,7,1500,1914673138
5.172867699999998,6.41747062,2.1GHz,7,2000,1992083524
5.2284795,6.524228920000007,2.1GHz,7,2500,2059143105
5.620124799999999,7.1351827900000035,2.1GHz,7,3000,2112631127
8.205473449999998,11.102058130000007,2.1GHz,7,3500,2168719180
2569.2839896999994,2717.8083246400006,2.1GHz,7,4000,-259848463937
10418.6791449,10866.917412460001,2.1GHz,7,4500,2597846926
17827.95815625,18617.81493834,2.1GHz,7,5000,2887671685
25943.202010999998,27039.17401521,2.1GHz,7,5500,3202584697
32679.86592505,34041.26053544,2.1GHz,7,6000,3452990367
5.400628099999998,6.518720019999998,2.1GHz,8,500,1620983827
5.324632249999998,6.4812163200000015,2.1GHz,8,1000,1812127929
5.285484100000001,6.458475339999996,2.1GHz,8,1500,1923079916
5.2753469,6.459821349999999,2.1GHz,8,2000,2011713355
5.350700899999999,6.570526730000001,2.1GHz,8,2500,2095279243
5.47737405,6.756815860000002,2.1GHz,8,3000,2145770142
6.073914399999996,7.84902819,2.1GHz,8,3500,2203072241
14.25245485,22.182594660000003,2.1GHz,8,4000,2243470026
4843.27546535,5055.6521231100005,2.1GHz,8,4500,2454181034
11552.38091915,12078.63996892,2.1GHz,8,5000,2719368710
18063.752244450003,18815.46144865,2.1GHz,8,5500,2978464970
26207.976856,27269.288226670003,2.1GHz,8,6000,3306028462
5.4360864499999995,6.512328899999998,2.1GHz,9,500,1617797861
5.407846949999999,6.51231655,2.1GHz,9,1000,1824144500
5.39944105,6.534225789999997,2.1GHz,9,1500,1938969706
5.406357349999984,6.540592219999996,2.1GHz,9,2000,2038553620
5.394256749999992,6.568475650000001,2.1GHz,9,2500,2114372272
5.473121799999995,6.681014110000002,2.1GHz,9,3000,2185057761
5.7496788,7.0530017800000016,2.1GHz,9,3500,2245570240
7.294662299999999,10.395074250000018,2.1GHz,9,4000,2301175079
417.2876154499999,446.72091897000007,2.1GHz,9,4500,2358920841
8018.90463655,8396.61296098,2.1GHz,9,5000,2674518055
13238.02955745,13786.48823681,2.1GHz,9,5500,2883634952
20408.818219449997,21249.717325030004,2.1GHz,9,6000,3185143884
5.488249699999999,6.52975372,2.1GHz,10,500,1527194516
5.456913649999999,6.549866770000001,2.1GHz,10,1000,1844575905
5.480896400000002,6.574609859999999,2.1GHz,10,1500,1960256212
5.480459249999998,6.58116464,2.1GHz,10,2000,2055423816
5.507272849999998,6.629107080000002,2.1GHz,10,2500,2146510679
5.536641199999998,6.69048815,2.1GHz,10,3000,2216300845
5.668133349999997,6.8931835600000015,2.1GHz,10,3500,2278450893
6.302867599999999,8.420349460000015,2.1GHz,10,4000,2339041741
13.312075,22.777325,2.1GHz,10,4500,2385238644
3696.982255,3863.8867,2.1GHz,10,5000,2560180580
10031.851731399998,10430.36370686,2.1GHz,10,5500,2832087598
16368.4615157,17028.30311243,2.1GHz,10,6000,3102576652
5.55670155,6.564673039999999,2.1GHz,11,500,1655259435
5.526239949999996,6.575274800000002,2.1GHz,11,1000,1839226615
5.527473750000001,6.592819099999998,2.1GHz,11,1500,1972296160
5.550295,6.626631169999999,2.1GHz,11,2000,2073294253
5.565495649999998,6.682474040000001,2.1GHz,11,2500,2164669324
5.6523501000000005,6.820776340000002,2.1GHz,11,3000,2250866552
5.760983849999996,6.970424640000003,2.1GHz,11,3500,2313817502
6.198811249999997,8.497599030000016,2.1GHz,11,4000,2379476208
11.50751075,19.582211510000022,2.1GHz,11,4500,2437318101
2292.339633,2393.989141,2.1GHz,11,5000,2558412701
9251.32501345,9624.29996657,2.1GHz,11,5500,2860538149
14620.197146999999,15208.45785281,2.1GHz,11,6000,3092848467
5.556294249999999,6.5732468599999985,2.1GHz,12,500,1663890577
5.5668615999999975,6.600874180000002,2.1GHz,12,1000,1860651731
5.59674245,6.68212153,2.1GHz,12,1500,1989000157
5.6303898,6.69032777,2.1GHz,12,2000,2089633139
5.65841205,6.762681740000006,2.1GHz,12,2500,2189482005
5.7283048999999995,6.878210270000003,2.1GHz,12,3000,2268735830
5.825384499999999,7.022577110000003,2.1GHz,12,3500,2341610278
6.4821923499999965,10.606304560000002,2.1GHz,12,4000,2415702739
13.78490384999999,23.58124379000001,2.1GHz,12,4500,2476318246
2843.2313522,2972.7076223999998,2.1GHz,12,5000,2622869262
9200.521652799998,9566.45588988,2.1GHz,12,5500,2898553127
17232.6895686,17926.733582390003,2.1GHz,12,6000,3250613871
4.794733600000001,6.928304529999983,2.3GHz,1,500,1457447196
1057.34090515,1092.0582980299998,2.3GHz,1,1000,1712581675
30871.0454767,32098.24593142,2.3GHz,1,1500,2592904495
61216.04347434997,63843.413137699994,2.3GHz,1,2000,3492438325
89710.2086462,93378.25867252999,2.3GHz,1,2500,4331021078
118748.66396519999,123786.53099601003,2.3GHz,1,3000,5188755333
149293.41344965,155623.60255987,2.3GHz,1,3500,6092943692
179254.60300925002,186785.92851498,2.3GHz,1,4000,6972800204
209429.7947869,218184.77638526997,2.3GHz,1,4500,7861341142
238243.55339395,248335.66933564,2.3GHz,1,5000,8720701674
273535.17652,285012.14888777,2.3GHz,1,5500,9760326393
302368.98717579996,315112.97473797004,2.3GHz,1,6000,10611916193
2.8771189,3.3335336499999997,2.3GHz,2,500,1580816510
3.31608235,4.50913902,2.3GHz,2,1000,1661035543
6.470740450000002,9.477054839999997,2.3GHz,2,1500,1877912307
4666.434977250001,4897.883603820001,2.3GHz,2,2000,2123867000
19536.731236699998,20295.38875376,2.3GHz,2,2500,2635661893
33977.89091505,35428.971507370006,2.3GHz,2,3000,3131850930
51710.09944094998,53920.29855198,2.3GHz,2,3500,3742311221
65755.02169279999,68544.24236283,2.3GHz,2,4000,4224665089
81263.65700169999,84691.81426993,2.3GHz,2,4500,4757074858
96093.4319769,100172.53339466001,2.3GHz,2,5000,5266253852
109912.25618129999,114520.19258585002,2.3GHz,2,5500,5740349746
129241.32535655,134718.76231651002,2.3GHz,2,6000,-255735234354
3.8813022999999998,5.957760929999989,2.3GHz,3,500,1487365883
3.770931099999999,5.883893570000002,2.3GHz,3,1000,1681872891
4.4068815500000005,6.23705866,2.3GHz,3,1500,1835174440
7.4997502,10.612325779999988,2.3GHz,3,2000,1972218096
4223.0322524,4351.30882378,2.3GHz,3,2500,2182076811
16664.37930075,17383.721554350002,2.3GHz,3,3000,2626266837
29549.41837509999,30824.132535510005,2.3GHz,3,3500,3084408852
42134.50735459999,43928.34266758001,2.3GHz,3,4000,3532858571
53361.964259199995,55611.87529396,2.3GHz,3,4500,3932010015
66849.2865497,69705.71667892,2.3GHz,3,5000,4411599668
79305.3949896,82627.75819409001,2.3GHz,3,5500,4857078996
92115.06459324999,95985.48796699001,2.3GHz,3,6000,5315752321
4.556109349999999,6.161275299999993,2.3GHz,4,500,1512636447
4.462895449999998,6.130811189999999,2.3GHz,4,1000,1732075338
4.4658010500000005,6.22841502,2.3GHz,4,1500,1849671229
4.99027075,6.6217197599999995,2.3GHz,4,2000,1955627745
9.141056749999997,12.876697570000017,2.3GHz,4,2500,2062176179
5173.634413549999,5405.79779092,2.3GHz,4,3000,2287076664
15374.3633914,16053.791430160001,2.3GHz,4,3500,2663143756
26165.209078149997,27290.15872478,2.3GHz,4,4000,3057228318
36334.45703035,37857.77940207999,2.3GHz,4,4500,3429523752
46700.58529225,48705.767199550006,2.3GHz,4,5000,3816027462
57193.1672673,59584.03408361,2.3GHz,4,5500,4200296559
66395.5247575,69181.68672181999,2.3GHz,4,6000,4537904032
4.943243249999999,6.2812506899999985,2.3GHz,5,500,1511806677
4.8100463,6.249650040000005,2.3GHz,5,1000,1750351842
4.796075600000001,6.27266649,2.3GHz,5,1500,1866988812
4.866011849999993,6.350560589999999,2.3GHz,5,2000,1952526129
5.54143405,7.208545310000004,2.3GHz,5,2500,2050703307
10.81700315,14.822827060000002,2.3GHz,5,3000,2120511722
5432.23847745,5691.420744540002,2.3GHz,5,3500,2354546829
14182.848293999998,14810.43535939,2.3GHz,5,4000,2683406278
23269.092206949997,24254.965949539997,2.3GHz,5,4500,3026213200
31884.4705273,33258.06436531,2.3GHz,5,5000,3353407003
41285.4452668,43009.63508054,2.3GHz,5,5500,3706551058
50513.94118715,52634.040492,2.3GHz,5,6000,4056463065
5.102677450000001,6.348629129999996,2.3GHz,6,500,1533427044
5.042180449999998,6.3073783200000015,2.3GHz,6,1000,1776420318
5.0065049,6.32870576999999,2.3GHz,6,1500,1898372032
4.96805874999999,6.323061199999999,2.3GHz,6,2000,1970406821
5.100745549999999,6.486683520000003,2.3GHz,6,2500,2044950698
5.857045199999998,7.685712640000003,2.3GHz,6,3000,2137552328
14.91668545,21.410670450000016,2.3GHz,6,3500,2215410588
5814.0882953499995,6088.414474130001,2.3GHz,6,4000,2464100565
14506.1361228,15123.204644209998,2.3GHz,6,4500,2804559959
21355.162235599997,22291.292707970002,2.3GHz,6,5000,3077415828
30240.4285592,31495.879415410003,2.3GHz,6,5500,3418284950
38902.89216034999,40505.91602923,2.3GHz,6,6000,3761143203
5.225826649999999,6.411235349999998,2.3GHz,7,500,1581087994
5.205443249999999,6.4088001100000005,2.3GHz,7,1000,1790137568
5.148596450000001,6.3872689,2.3GHz,7,1500,1913016465
5.154410049999998,6.412927469999996,2.3GHz,7,2000,2000261298
5.215218299999997,6.509920650000001,2.3GHz,7,2500,2069565564
5.419124049999999,6.764914690000005,2.3GHz,7,3000,2147251461
6.582014049999997,8.757737130000006,2.3GHz,7,3500,2243920952
68.2202331,77.96453315000001,2.3GHz,7,4000,2306223710
7396.1969467,7721.860870980001,2.3GHz,7,4500,2606906107
14607.73026545,15250.983141859999,2.3GHz,7,5000,2902302202
21964.170184849998,22889.402406070003,2.3GHz,7,5500,3197659538
28911.096930499996,30118.8112848,2.3GHz,7,6000,3480914002
5.383062399999998,6.501355829999999,2.3GHz,8,500,1495970963
5.301886299999999,6.457877640000003,2.3GHz,8,1000,1776389190
5.278309750000002,6.464893789999997,2.3GHz,8,1500,1930602846
5.2773254499999975,6.470460909999998,2.3GHz,8,2000,2021377332
5.263648949999999,6.496854880000001,2.3GHz,8,2500,2093364453
5.383651649999999,6.648581590000001,2.3GHz,8,3000,2168130192
5.773594149999999,7.223464980000001,2.3GHz,8,3500,2252828339
8.569099999999999,11.775191900000001,2.3GHz,8,4000,2333494820
2299.15945085,2428.4053952500003,2.3GHz,8,4500,2463722208
8683.0380672,9072.69842955,2.3GHz,8,5000,2726749672
15275.315493349999,15906.472917969999,2.3GHz,8,5500,2995688620
22222.6172408,23136.72304226,2.3GHz,8,6000,3289899476
5.446877799999999,6.509638799999999,2.3GHz,9,500,1650040332
5.405912999999997,6.51436096,2.3GHz,9,1000,1819193463
5.3846725000000015,6.522127599999998,2.3GHz,9,1500,1950815013
5.356497999999999,6.50701067,2.3GHz,9,2000,2040580531
5.392522,6.5624,2.3GHz,9,2500,2126801257
5.454626999999996,6.65936906,2.3GHz,9,3000,2201245891
5.643777349999999,6.9672697900000005,2.3GHz,9,3500,2264452943
6.413812549999999,8.39484316,2.3GHz,9,4000,2352474752
25.187407099999987,32.17903505000001,2.3GHz,9,4500,2428212290
4235.96901965,4432.252591840001,2.3GHz,9,5000,2612459071
10681.87304165,11107.836251440001,2.3GHz,9,5500,2888583975
17351.05506275,18056.815645510003,2.3GHz,9,6000,3175621265
5.4952850999999985,6.5455717,2.3GHz,10,500,1595398687
5.46439985,6.556533830000003,2.3GHz,10,1000,1839618276
5.490523,6.57298798,2.3GHz,10,1500,1964838170
5.455036099999997,6.5636873799999975,2.3GHz,10,2000,2060757786
5.472265049999997,6.5951224,2.3GHz,10,2500,2151297105
5.507082999999996,6.686600600000001,2.3GHz,10,3000,2223621627
5.622446199999997,6.849876520000001,2.3GHz,10,3500,2297186013
6.026221949999999,7.83233519000001,2.3GHz,10,4000,2361565549
8.3746768,14.31838841,2.3GHz,10,4500,2431349245
1835.3319714499999,1932.72553083,2.3GHz,10,5000,2574937194
8441.026277899999,8779.81056646,2.3GHz,10,5500,2862965633
13170.298566099998,13701.646666480001,2.3GHz,10,6000,3066887107
5.5595141,6.579949419999996,2.3GHz,11,500,1658228910
5.526373249999998,6.574881460000001,2.3GHz,11,1000,1862971976
5.522809650000003,6.592886539999999,2.3GHz,11,1500,1984218614
5.549061049999999,6.640778909999998,2.3GHz,11,2000,2085360324
5.569469399999999,6.672671570000002,2.3GHz,11,2500,2174269336
5.623919699999998,6.770538480000001,2.3GHz,11,3000,2254814845
5.737313149999998,6.947139960000008,2.3GHz,11,3500,2328234336
6.01867705,7.72884845,2.3GHz,11,4000,2387618827
7.7793052,13.977247170000004,2.3GHz,11,4500,2450953076
1130.5180871,1207.79483922,2.3GHz,11,5000,-259564675235
6285.768044799999,6521.97450394,2.3GHz,11,5500,2801893279
12114.9844108,12599.89544429,2.3GHz,11,6000,3060726967
5.5582061,6.561817649999999,2.3GHz,12,500,1637612263
5.560555699999998,6.59819536,2.3GHz,12,1000,1850739952
5.600086700000002,6.651704079999997,2.3GHz,12,1500,1991073577
5.620194849999999,6.700314479999997,2.3GHz,12,2000,2094135020
5.648031850000001,6.766178240000005,2.3GHz,12,2500,2193278565
5.70714605,6.855078200000002,2.3GHz,12,3000,2273104593
5.811649949999998,7.023500100000003,2.3GHz,12,3500,2351862326
6.254197249999999,9.116901100000005,2.3GHz,12,4000,2421406094
10.266797849999998,19.99502262000006,2.3GHz,12,4500,2484316150
2455.790689,2556.213525,2.3GHz,12,5000,2632703343
8282.97191575,8619.30845494,2.3GHz,12,5500,2887733819
14904.81013725,15490.09451037,2.3GHz,12,6000,3189269911
4.200206449999998,5.998996129999987,2.5GHz,1,500,1399433063
31.270482999999988,42.465912319999994,2.5GHz,1,1000,1711941052
23277.7029805,24187.57413325,2.5GHz,1,1500,2476547554
50615.948399399975,52793.68804598999,2.5GHz,1,2000,3323640052
78460.8777156,81663.19908210999,2.5GHz,1,2500,4174573237
104797.02092349998,109242.80555805002,2.5GHz,1,3000,4984354671
135489.85703505,141234.57240332002,2.5GHz,1,3500,5934158576
163270.361391,170133.13041574002,2.5GHz,1,4000,6787701252
192256.89119899998,200302.78161792998,2.5GHz,1,4500,7679721795
219261.70607525,228551.96581833003,2.5GHz,1,5000,8519176189
243674.8844365,253905.09202111,2.5GHz,1,5500,9265195214
274378.60259024997,285939.64376878,2.5GHz,1,6000,10215729951
2.70361825,3.12518135,2.5GHz,2,500,1420858607
2.9888478499999986,3.927479760000003,2.5GHz,2,1000,1693238647
5.073066150000001,7.386625799999984,2.5GHz,2,1500,1908495603
128.1671178,151.30427896999998,2.5GHz,2,2000,2041235497
12815.342204749999,13297.691515070002,2.5GHz,2,2500,2497104081
27459.7942602,28622.084711,2.5GHz,2,3000,3019758505
42942.684292599995,44785.32414731,2.5GHz,2,3500,3574782169
57030.547471049984,59448.66772212001,2.5GHz,2,4000,4075912967
69032.34724645001,71919.70586646,2.5GHz,2,4500,4505130008
85671.1857112,89354.17297969,2.5GHz,2,5000,5105614432
97195.11469174999,101369.94328392,2.5GHz,2,5500,5518258945
116047.380562,120937.50123738,2.5GHz,2,6000,6188640895
3.793464799999999,5.917753269999997,2.5GHz,3,500,1564067712
3.630784099999999,5.822567680000003,2.5GHz,3,1000,1708711507
4.010099250000001,5.987112529999995,2.5GHz,3,1500,1857257636
5.597693349999998,7.796692459999998,2.5GHz,3,2000,2022309947
387.1868593499999,405.00285693000006,2.5GHz,3,2500,2138715472
12028.868327450002,12550.631981690001,2.5GHz,3,3000,2571142954
24018.346811299998,25064.63212398001,2.5GHz,3,3500,3018818017
35413.43054415,36927.132677530004,2.5GHz,3,4000,3442925146
47190.81761815,49181.935998149995,2.5GHz,3,4500,3882031505
58216.38726285,60692.583049320005,2.5GHz,3,5000,4293941278
70464.10517865,73415.34347671,2.5GHz,3,5500,4751666608
82237.82548079999,85693.5088764,2.5GHz,3,6000,5178445483
4.5613655,6.119419109999998,2.5GHz,4,500,1521649486
4.439875099999994,6.136121590000002,2.5GHz,4,1000,1733855364
4.3887277000000005,6.192454239999991,2.5GHz,4,1500,1853261491
4.68416545,6.369973829999998,2.5GHz,4,2000,1976002815
6.565263399999998,9.118576050000009,2.5GHz,4,2500,2119287238
2130.6384166,2228.86118015,2.5GHz,4,3000,2265283569
11234.240504599999,11740.28459673,2.5GHz,4,3500,2614233359
20645.220991349997,21541.644015690003,2.5GHz,4,4000,2978755192
30950.256074650002,32269.08650666,2.5GHz,4,4500,3371467748
41004.03833845,42767.86391742,2.5GHz,4,5000,3760640214
50430.312045399995,52545.14146698,2.5GHz,4,5500,4121213266
60881.3333588,63439.566843040004,2.5GHz,4,6000,4520556969
4.901749549999999,6.278768129999994,2.5GHz,5,500,1524109319
4.78600635,6.208818580000003,2.5GHz,5,1000,1753926235
4.76999455,6.24754214,2.5GHz,5,1500,1872173064
4.838895349999999,6.3510882199999985,2.5GHz,5,2000,1960832383
5.113744849999999,6.637682500000001,2.5GHz,5,2500,2079813829
7.440004549999994,10.66183553,2.5GHz,5,3000,2194726132
1952.1474807499999,2061.4270527300005,2.5GHz,5,3500,2323754916
10816.40761425,11300.79349225,2.5GHz,5,4000,2672850701
19025.69744485,19826.36153835,2.5GHz,5,4500,2996060995
28326.200216499998,29556.348817950002,2.5GHz,5,5000,3363671747
36450.88995235,37972.90875715,2.5GHz,5,5500,3683851897
44976.8092068,46853.070742230004,2.5GHz,5,6000,4021097861
5.0727267,6.347612159999998,2.5GHz,6,500,1573873961
5.040823899999999,6.347990570000002,2.5GHz,6,1000,1748036418
4.97334045,6.299001229999999,2.5GHz,6,1500,1892099709
4.9823365999999965,6.338021149999999,2.5GHz,6,2000,1983006825
5.034097,6.454923,2.5GHz,6,2500,2065317161
5.47252855,7.014943050000002,2.5GHz,6,3000,2190217721
8.321902699999999,11.562282640000008,2.5GHz,6,3500,2277552763
3441.9561522999998,3618.2335815000006,2.5GHz,6,4000,2456380064
10684.492783000002,11151.734561830002,2.5GHz,6,4500,2748034408
18626.8479198,19445.724417870002,2.5GHz,6,5000,-259059211685
25777.9476657,26846.6093724,2.5GHz,6,5500,3366891527
33984.6460552,35388.60022263,2.5GHz,6,6000,3700222522
5.201125149999999,6.3925256699999995,2.5GHz,7,500,1551063229
5.181092749999999,6.402367900000001,2.5GHz,7,1000,1777315519
5.1600177,6.399840829999997,2.5GHz,7,1500,1915578043
5.136609399999999,6.412342459999999,2.5GHz,7,2000,2006055168
5.125556949999999,6.43635457,2.5GHz,7,2500,2072837223
5.249790949999993,6.616391710000004,2.5GHz,7,3000,2153887370
5.8646471999999985,7.6441737300000066,2.5GHz,7,3500,2281640277
13.640414849999997,20.234456100000003,2.5GHz,7,4000,2366692245
4295.7638221,4493.921956189999,2.5GHz,7,4500,2562591096
11483.56164905,11997.50563944,2.5GHz,7,5000,2864346427
18515.71605645,19279.48490436,2.5GHz,7,5500,3154806865
25409.321672749997,26464.386864419997,2.5GHz,7,6000,3439496566
5.3803879,6.48687315,2.5GHz,8,500,1591080766
5.311715799999999,6.466577590000002,2.5GHz,8,1000,1823815338
5.30038985,6.490073859999999,2.5GHz,8,1500,1935816639
5.240540050000001,6.44649431,2.5GHz,8,2000,2019182697
5.234587399999999,6.473387710000003,2.5GHz,8,2500,2100104365
5.302079399999996,6.578726220000002,2.5GHz,8,3000,2170362486
5.562005949999997,6.9763532700000015,2.5GHz,8,3500,2270576768
6.488654449999999,8.53191346000001,2.5GHz,8,4000,2379672436
54.156939099999995,64.71763791,2.5GHz,8,4500,2451486461
6646.2063044999995,6959.100275440001,2.5GHz,8,5000,2743712397
12562.944181599998,13068.11696622,2.5GHz,8,5500,2990408177
19394.9385172,20191.722042340003,2.5GHz,8,6000,3293062370
5.424849349999999,6.496788279999998,2.5GHz,9,500,1623221369
5.443585899999998,6.5709610000000005,2.5GHz,9,1000,1826180078
5.384630200000002,6.52025934,2.5GHz,9,1500,1952778265
5.426580799999998,6.602326079999998,2.5GHz,9,2000,2052257686
5.3600745499999976,6.550481220000009,2.5GHz,9,2500,2136688012
5.410246099999999,6.626366480000001,2.5GHz,9,3000,2204736665
5.552247699999999,6.822507880000001,2.5GHz,9,3500,2283128188
5.890480149999996,7.472976170000001,2.5GHz,9,4000,2379311597
9.19414625,13.525217930000002,2.5GHz,9,4500,2482499810
2932.401415,3079.331739,2.5GHz,9,5000,2656813206
7970.967484699999,8301.62171277,2.5GHz,9,5500,2875383447
14328.501599099998,14911.672805100001,2.5GHz,9,6000,3158079684
5.4885131,6.54486644,2.5GHz,10,500,1647069453
5.476215199999998,6.549353720000001,2.5GHz,10,1000,1858337527
5.443205100000001,6.549792999999998,2.5GHz,10,1500,1970561362
5.461708699999993,6.57059326,2.5GHz,10,2000,2067225299
5.4594655,6.596529860000004,2.5GHz,10,2500,2161416159
5.495053,6.669639,2.5GHz,10,3000,2229210480
5.60751145,6.834633920000003,2.5GHz,10,3500,2302714075
5.9369998,7.612087260000021,2.5GHz,10,4000,2382522038
6.946571949999999,10.792650810000042,2.5GHz,10,4500,2474188552
28.402306,35.80710452000002,2.5GHz,10,5000,2563329680
6105.534976599998,6346.41173617,2.5GHz,10,5500,2859048406
11754.974974699999,12234.669921470002,2.5GHz,10,6000,3122882569
5.550181199999999,6.5661505899999995,2.5GHz,11,500,1603742599
5.520379249999997,6.57009911,2.5GHz,11,1000,1865479844
5.5096694500000005,6.582650749999997,2.5GHz,11,1500,1980259396
5.5502603,6.638581639999999,2.5GHz,11,2000,2083844458
5.546067699999998,6.650656440000002,2.5GHz,11,2500,2177333416
5.616295799999995,6.76667762,2.5GHz,11,3000,2258306963
5.723934049999999,6.94276728,2.5GHz,11,3500,2340536000
5.912754999999997,7.45931913,2.5GHz,11,4000,2403415051
7.20897775,12.145315920000023,2.5GHz,11,4500,2479656616
27.28349985,36.733466500000006,2.5GHz,11,5000,2583757546
4202.811696950001,4342.17049475,2.5GHz,11,5500,2808703869
10760.87393,11203.549345,2.5GHz,11,6000,3113434168
5.5603547,6.575876669999998,2.5GHz,12,500,1664072461
5.587229749999999,6.61673624,2.5GHz,12,1000,1853655411
5.588084900000001,6.63145159,2.5GHz,12,1500,1989055821
5.60174415,6.674563599999998,2.5GHz,12,2000,2099930232
5.631679749999999,6.731635080000003,2.5GHz,12,2500,2193902770
5.687368499999999,6.828620110000005,2.5GHz,12,3000,2282021319
5.811525,7.07113,2.5GHz,12,3500,2358061407
6.164871999999998,8.697743240000005,2.5GHz,12,4000,2428091318
9.0142312,16.09499593,2.5GHz,12,4500,2501394597
1960.4548255,2053.0847288899995,2.5GHz,12,5000,2653686017
6745.37934075,7041.28962115,2.5GHz,12,5500,2883535648
12875.367674699999,13425.415938709999,2.5GHz,12,6000,3150633841
