  QueueTimes | ServiceTimes | SojournTimes
       0.177 |        2.624 |        2.802
       0.179 |        0.782 |        0.961
       0.179 |        1.317 |        1.496
       0.946 |        0.499 |        1.444
       0.164 |        1.572 |        1.736
       0.193 |        1.407 |        1.600
       0.186 |        0.604 |        0.789
       0.162 |        1.366 |        1.528
       0.168 |        0.800 |        0.968
       0.190 |        0.500 |        0.690
       0.634 |        0.471 |        1.105
       0.171 |        0.498 |        0.668
       0.193 |        0.660 |        0.853
       0.184 |        2.642 |        2.825
       1.420 |        0.420 |        1.839
       0.173 |        0.763 |        0.936
       0.119 |        0.633 |        0.753
       0.176 |        0.482 |        0.658
       0.175 |        2.222 |        2.397
       1.345 |        2.614 |        3.959
       2.142 |        0.764 |        2.906
       0.146 |        0.490 |        0.636
       0.183 |        0.578 |        0.760
       0.169 |        0.601 |        0.769
       0.176 |        1.069 |        1.245
       0.853 |        0.730 |        1.582
       0.160 |        0.362 |        0.522
       0.175 |        0.575 |        0.750
       0.148 |        1.256 |        1.404
       0.181 |        2.001 |        2.182
       1.761 |        2.159 |        3.919
       3.080 |        0.379 |        3.460
       3.344 |        0.466 |        3.810
       1.629 |        0.876 |        2.504
       1.729 |        0.420 |        2.148
       1.525 |        1.231 |        2.756
       1.770 |        1.505 |        3.275
       0.186 |        0.596 |        0.782
       0.170 |        1.370 |        1.540
       0.170 |        0.371 |        0.541
       0.180 |        0.690 |        0.870
       0.167 |        0.461 |        0.628
       0.184 |        0.736 |        0.920
       0.208 |        0.692 |        0.899
       0.186 |        0.460 |        0.646
       0.160 |        2.011 |        2.171
       0.740 |        0.386 |        1.127
       1.085 |        0.448 |        1.532
       0.154 |        1.916 |        2.070
       2.043 |        0.542 |        2.586
       1.906 |        0.687 |        2.592
       2.007 |        1.459 |        3.466
       0.159 |        0.914 |        1.073
       0.909 |        0.936 |        1.845
       0.767 |        0.267 |        1.034
       0.173 |        0.685 |        0.857
       0.180 |        1.189 |        1.369
       0.182 |        0.545 |        0.727
       0.526 |        1.392 |        1.918
       0.155 |        0.573 |        0.728
       0.170 |        0.683 |        0.853
       0.317 |        0.531 |        0.848
       0.118 |        0.741 |        0.859
       0.161 |        1.513 |        1.674
       0.607 |        0.486 |        1.093
       0.176 |        1.134 |        1.310
       1.135 |        2.675 |        3.810
       2.778 |        1.010 |        3.788
       3.767 |        0.929 |        4.696
       0.182 |        0.937 |        1.119
       1.055 |        0.518 |        1.573
       0.484 |        0.554 |        1.038
       0.137 |        1.005 |        1.143
       0.184 |        0.696 |        0.880
       0.186 |        0.396 |        0.582
       0.289 |        0.535 |        0.824
       0.173 |        2.454 |        2.626
       1.807 |        0.155 |        1.962
       1.662 |        1.103 |        2.765
       0.998 |        0.375 |        1.373
       1.199 |        0.377 |        1.575
       0.175 |        0.403 |        0.578
       0.185 |        2.919 |        3.104
       1.993 |        0.706 |        2.699
       0.164 |        1.459 |        1.623
       0.195 |        2.479 |        2.674
       0.239 |        0.363 |        0.602
       0.135 |        2.488 |        2.623
       1.819 |        0.541 |        2.360
       1.610 |        1.681 |        3.291
       2.129 |        0.492 |        2.622
       0.167 |        0.537 |        0.704
       0.184 |        0.590 |        0.774
       0.196 |        0.424 |        0.620
       0.185 |        0.519 |        0.704
       0.179 |        0.482 |        0.661
       0.178 |        0.722 |        0.900
       0.180 |        1.002 |        1.182
       0.169 |        0.605 |        0.775
       0.565 |        0.434 |        0.999
       0.178 |        0.701 |        0.880
       0.249 |        0.785 |        1.033
       0.162 |        0.342 |        0.504
       0.276 |        0.464 |        0.741
       0.534 |        0.667 |        1.201
       0.747 |        2.151 |        2.897
       0.365 |        0.904 |        1.269
       0.242 |        0.528 |        0.770
       0.123 |        1.335 |        1.458
       1.279 |        0.696 |        1.974
       0.143 |        0.382 |        0.525
       0.185 |        0.894 |        1.079
       0.178 |        0.888 |        1.067
       0.183 |        1.153 |        1.336
       0.173 |        0.713 |        0.886
       0.261 |        0.629 |        0.890
       0.138 |        0.521 |        0.659
       0.159 |        0.864 |        1.022
       0.484 |        2.363 |        2.847
       2.801 |        0.361 |        3.161
       2.032 |        0.801 |        2.832
       0.887 |        0.424 |        1.310
       0.177 |        1.983 |        2.160
       1.866 |        2.206 |        4.072
       0.661 |        2.784 |        3.445
       3.408 |        0.462 |        3.870
       2.815 |        0.364 |        3.179
       1.417 |        0.471 |        1.888
       1.678 |        1.089 |        2.768
       1.111 |        0.828 |        1.939
       1.721 |        1.301 |        3.022
       1.012 |        1.658 |        2.670
       1.080 |        0.684 |        1.765
       0.181 |        0.727 |        0.909
       0.184 |        0.875 |        1.059
       0.143 |        1.264 |        1.407
       0.610 |        0.500 |        1.110
       0.172 |        1.337 |        1.510
       0.184 |        0.658 |        0.843
       0.186 |        0.516 |        0.702
       0.186 |        1.044 |        1.231
       1.140 |        0.348 |        1.488
       1.046 |        1.575 |        2.621
       0.154 |        0.427 |        0.581
       0.201 |        1.081 |        1.282
       0.185 |        0.689 |        0.874
       0.191 |        0.737 |        0.927
       0.184 |        1.643 |        1.827
       0.184 |        0.829 |        1.012
       0.302 |        0.850 |        1.152
       0.150 |        1.889 |        2.038
       0.545 |        0.425 |        0.971
       0.122 |        0.411 |        0.534
       0.175 |        0.390 |        0.565
       0.174 |        1.433 |        1.608
       0.169 |        0.597 |        0.766
       0.151 |        0.794 |        0.945
       0.169 |        2.114 |        2.283
       1.596 |        0.693 |        2.289
       2.186 |        0.389 |        2.575
       0.451 |        0.295 |        0.747
       0.176 |        0.681 |        0.857
       0.170 |        0.837 |        1.007
       0.225 |        1.242 |        1.467
       0.134 |        1.657 |        1.791
       0.166 |        0.693 |        0.859
       0.177 |        0.770 |        0.947
       0.176 |        1.168 |        1.344
       0.177 |        1.806 |        1.983
       0.184 |        0.420 |        0.603
       0.183 |        0.797 |        0.980
       0.185 |        0.684 |        0.869
       0.651 |        0.348 |        0.999
       0.516 |        1.469 |        1.985
       0.170 |        2.200 |        2.370
       2.269 |        0.425 |        2.695
       2.467 |        0.539 |        3.006
       0.517 |        0.347 |        0.864
       0.176 |        0.775 |        0.951
       0.501 |        1.772 |        2.273
       1.275 |        0.501 |        1.777
       0.152 |        0.401 |        0.553
       0.165 |        0.658 |        0.823
       0.244 |        0.670 |        0.914
       0.125 |        0.300 |        0.425
       0.155 |        0.569 |        0.724
       0.182 |        0.445 |        0.626
       0.184 |        1.515 |        1.700
       0.169 |        2.175 |        2.344
       0.131 |        0.600 |        0.731
       0.581 |        0.357 |        0.938
       0.162 |        1.529 |        1.691
       0.182 |        1.083 |        1.265
       0.185 |        2.071 |        2.256
       0.172 |        0.646 |        0.818
       0.137 |        0.632 |        0.768
       0.145 |        0.322 |        0.467
       0.178 |        1.674 |        1.852
       0.186 |        0.586 |        0.772
       0.185 |        0.542 |        0.727
       0.181 |        0.405 |        0.586
       0.182 |        2.063 |        2.245
       0.369 |        0.577 |        0.946
       0.363 |        0.511 |        0.874
       0.181 |        0.829 |        1.010
       0.184 |        0.959 |        1.142
       0.182 |        0.539 |        0.721
       0.160 |        0.481 |        0.641
       0.151 |        0.606 |        0.758
       0.164 |        2.658 |        2.822
       0.166 |        0.544 |        0.710
       0.264 |        0.323 |        0.587
       0.159 |        0.654 |        0.812
       0.184 |        2.282 |        2.466
       0.666 |        0.530 |        1.195
       0.173 |        2.142 |        2.314
       0.188 |        1.621 |        1.809
       0.187 |        0.916 |        1.102
       1.016 |        0.431 |        1.447
       1.302 |        2.246 |        3.548
       2.934 |        1.600 |        4.535
       4.255 |        1.268 |        5.522
       2.529 |        1.654 |        4.183
       0.181 |        0.433 |        0.614
       0.286 |        0.811 |        1.097
       0.170 |        0.696 |        0.866
       0.170 |        0.534 |        0.703
       0.187 |        1.158 |        1.345
       0.150 |        0.613 |        0.762
       0.203 |        0.447 |        0.650
       0.198 |        0.338 |        0.535
       0.166 |        0.553 |        0.719
       0.555 |        0.376 |        0.931
       0.179 |        1.437 |        1.616
       0.149 |        0.451 |        0.600
       0.543 |        0.458 |        1.001
       0.163 |        1.980 |        2.143
       2.112 |        0.440 |        2.552
       1.505 |        2.133 |        3.638
       0.997 |        0.604 |        1.601
       0.180 |        0.890 |        1.069
       0.184 |        0.573 |        0.757
       0.662 |        0.592 |        1.254
       0.183 |        0.582 |        0.765
       0.731 |        0.825 |        1.556
       1.083 |        0.332 |        1.414
       0.780 |        0.360 |        1.140
       0.184 |        0.442 |        0.626
       0.184 |        1.101 |        1.285
       0.171 |        0.454 |        0.626
       0.192 |        0.571 |        0.763
       0.183 |        0.397 |        0.580
       0.187 |        0.452 |        0.639
       0.188 |        0.620 |        0.809
       0.170 |        1.580 |        1.750
       0.180 |        0.643 |        0.823
       0.168 |        0.254 |        0.422
       0.187 |        0.784 |        0.971
       0.332 |        0.465 |        0.797
       0.721 |        0.672 |        1.392
       0.181 |        0.776 |        0.957
       0.160 |        0.492 |        0.652
       0.384 |        0.558 |        0.942
       0.153 |        0.319 |        0.472
       0.185 |        1.021 |        1.207
       0.198 |        0.378 |        0.576
       0.254 |        0.629 |        0.883
       0.175 |        0.611 |        0.786
       0.168 |        1.136 |        1.304
       0.182 |        0.897 |        1.080
       0.271 |        0.614 |        0.885
       0.416 |        1.061 |        1.477
       1.169 |        0.844 |        2.013
       0.180 |        1.269 |        1.449
       0.901 |        0.849 |        1.750
       1.689 |        0.428 |        2.117
       1.291 |        0.379 |        1.670
       0.548 |        0.646 |        1.194
       0.177 |        0.773 |        0.951
       0.181 |        0.498 |        0.679
       0.440 |        0.331 |        0.771
       0.318 |        0.997 |        1.315
       0.167 |        1.525 |        1.691
       0.185 |        0.311 |        0.496
       0.154 |        0.555 |        0.709
       0.197 |        1.338 |        1.535
       0.175 |        0.505 |        0.680
       0.182 |        0.499 |        0.681
       0.285 |        0.404 |        0.689
       0.144 |        1.633 |        1.776
       1.014 |        0.573 |        1.587
       0.179 |        0.322 |        0.501
       0.179 |        1.044 |        1.223
       0.194 |        0.626 |        0.820
       0.181 |        2.539 |        2.720
       2.323 |        0.445 |        2.769
       0.857 |        0.596 |        1.453
       0.779 |        0.898 |        1.677
       1.498 |        0.716 |        2.214
       0.892 |        1.354 |        2.246
       1.542 |        0.817 |        2.359
       2.289 |        0.440 |        2.729
       1.598 |        0.337 |        1.935
       0.561 |        0.660 |        1.221
       0.197 |        0.659 |        0.856
       0.158 |        1.719 |        1.878
       0.174 |        0.733 |        0.908
       0.184 |        0.791 |        0.976
       0.214 |        2.843 |        3.057
       3.008 |        1.957 |        4.965
       3.322 |        0.869 |        4.190
       3.428 |        0.637 |        4.066
       3.683 |        2.220 |        5.904
       4.942 |        0.574 |        5.516
       4.754 |        1.084 |        5.837
       4.071 |        0.346 |        4.417
       3.099 |        0.342 |        3.441
       1.362 |        0.406 |        1.768
       0.177 |        0.639 |        0.815
       0.182 |        2.995 |        3.177
       0.137 |        1.939 |        2.076
       1.875 |        0.499 |        2.374
       1.878 |        0.480 |        2.358
       0.853 |        0.355 |        1.208
       0.180 |        0.967 |        1.147
       0.340 |        1.163 |        1.503
       1.122 |        0.601 |        1.723
       0.178 |        0.941 |        1.120
       0.180 |        2.305 |        2.485
       0.184 |        0.983 |        1.167
       0.156 |        2.387 |        2.542
       2.473 |        0.325 |        2.798
       0.121 |        0.653 |        0.774
       0.179 |        2.191 |        2.370
       0.178 |        0.385 |        0.563
       0.162 |        0.464 |        0.626
       0.268 |        0.677 |        0.945
       0.112 |        2.857 |        2.969
       1.169 |        0.555 |        1.724
       1.554 |        0.622 |        2.176
       1.232 |        1.735 |        2.967
       0.182 |        1.681 |        1.864
       0.185 |        2.849 |        3.034
       0.180 |        0.476 |        0.656
       0.661 |        0.464 |        1.125
       0.817 |        0.500 |        1.316
       0.182 |        0.467 |        0.649
       0.159 |        0.934 |        1.093
       0.162 |        0.617 |        0.780
       0.174 |        0.749 |        0.923
       0.178 |        0.422 |        0.600
       0.182 |        2.204 |        2.386
       0.769 |        1.022 |        1.791
       1.606 |        1.684 |        3.290
       3.090 |        0.993 |        4.083
       1.116 |        0.539 |        1.656
       0.180 |        1.558 |        1.738
       0.183 |        2.571 |        2.754
       1.792 |        0.471 |        2.263
       0.160 |        0.353 |        0.513
       0.181 |        0.453 |        0.635
       0.501 |        1.784 |        2.284
       1.806 |        1.036 |        2.842
       0.159 |        1.397 |        1.556
       0.382 |        0.483 |        0.864
       0.182 |        0.850 |        1.032
       0.574 |        0.577 |        1.151
       1.116 |        0.726 |        1.842
       1.112 |        1.641 |        2.753
       1.710 |        2.104 |        3.815
       3.341 |        0.721 |        4.062
       3.338 |        1.456 |        4.794
       4.727 |        1.344 |        6.072
       3.308 |        2.302 |        5.609
       0.265 |        0.470 |        0.735
       0.651 |        0.344 |        0.995
       0.185 |        0.481 |        0.667
       0.181 |        0.841 |        1.022
       0.163 |        0.570 |        0.733
       0.176 |        0.519 |        0.695
       0.258 |        0.676 |        0.934
       0.172 |        1.062 |        1.234
       0.691 |        0.805 |        1.495
       0.172 |        1.166 |        1.338
       0.179 |        1.617 |        1.796
       0.177 |        0.505 |        0.682
       0.186 |        1.958 |        2.144
       0.136 |        0.299 |        0.435
       0.170 |        0.495 |        0.665
       0.181 |        0.717 |        0.898
       0.178 |        0.676 |        0.854
       0.617 |        2.694 |        3.312
       0.180 |        1.115 |        1.295
       1.252 |        0.358 |        1.611
       0.149 |        0.381 |        0.529
       0.192 |        0.993 |        1.184
       0.201 |        0.687 |        0.888
       0.177 |        1.850 |        2.027
       0.153 |        0.330 |        0.484
       0.181 |        1.919 |        2.100
       0.125 |        0.353 |        0.477
       0.184 |        0.801 |        0.984
       0.180 |        0.494 |        0.675
       0.178 |        0.511 |        0.689
       0.165 |        0.715 |        0.880
       0.670 |        0.462 |        1.133
       0.223 |        0.477 |        0.700
       0.162 |        0.635 |        0.797
       0.221 |        0.431 |        0.652
       0.179 |        2.317 |        2.496
       1.623 |        0.544 |        2.167
       0.172 |        1.064 |        1.236
       0.176 |        0.394 |        0.570
       0.164 |        0.648 |        0.812
       0.183 |        1.025 |        1.208
       0.182 |        0.689 |        0.871
       0.184 |        0.991 |        1.175
       0.841 |        0.391 |        1.232
       0.153 |        0.806 |        0.959
       0.187 |        1.064 |        1.251
       0.167 |        0.508 |        0.675
       0.180 |        0.674 |        0.854
       0.253 |        1.089 |        1.343
       1.298 |        1.694 |        2.992
       1.838 |        1.990 |        3.827
       1.945 |        0.352 |        2.297
       0.421 |        0.483 |        0.905
       0.155 |        0.841 |        0.996
       1.009 |        0.668 |        1.677
       0.176 |        1.445 |        1.621
       0.176 |        0.515 |        0.691
       0.256 |        0.374 |        0.630
       0.179 |        0.600 |        0.779
       0.185 |        2.757 |        2.942
       1.478 |        2.054 |        3.532
       2.291 |        1.425 |        3.716
       2.829 |        0.400 |        3.229
       0.180 |        0.375 |        0.555
       0.183 |        0.610 |        0.793
       0.183 |        0.861 |        1.045
       0.204 |        0.812 |        1.015
       0.683 |        0.687 |        1.371
       1.344 |        0.988 |        2.332
       0.443 |        1.239 |        1.682
       1.565 |        0.727 |        2.292
       0.181 |        0.473 |        0.654
       0.184 |        1.297 |        1.481
       0.186 |        2.794 |        2.980
       2.620 |        1.082 |        3.702
       0.555 |        1.563 |        2.118
       0.142 |        0.964 |        1.106
       0.993 |        2.099 |        3.092
       0.223 |        0.866 |        1.089
       0.921 |        2.369 |        3.290
       2.515 |        0.325 |        2.840
       0.171 |        1.029 |        1.200
       1.072 |        2.078 |        3.151
       0.172 |        2.000 |        2.172
       2.112 |        0.535 |        2.647
       0.175 |        1.722 |        1.897
       1.823 |        1.046 |        2.868
       0.194 |        0.464 |        0.658
       0.453 |        0.902 |        1.355
       0.118 |        2.322 |        2.440
       0.185 |        0.980 |        1.166
       0.184 |        0.430 |        0.614
       0.179 |        0.537 |        0.717
       0.151 |        0.721 |        0.873
       0.164 |        0.817 |        0.981
       0.192 |        0.681 |        0.873
       0.183 |        1.522 |        1.705
       0.178 |        0.405 |        0.582
       0.177 |        1.545 |        1.722
       1.379 |        2.466 |        3.844
       2.001 |        0.516 |        2.516
       0.181 |        1.946 |        2.127
       0.949 |        0.425 |        1.374
       1.112 |        0.903 |        2.014
       0.165 |        0.381 |        0.546
       0.180 |        0.565 |        0.745
       0.151 |        0.712 |        0.863
       0.171 |        0.462 |        0.633
       0.182 |        0.449 |        0.630
       0.187 |        0.524 |        0.711
       0.184 |        0.755 |        0.939
       0.180 |        2.564 |        2.744
       2.402 |        0.444 |        2.846
       2.662 |        0.304 |        2.966
       2.353 |        0.454 |        2.807
       1.698 |        2.086 |        3.784
       2.421 |        0.531 |        2.951
       1.429 |        0.468 |        1.897
       0.182 |        0.634 |        0.815
       0.378 |        0.653 |        1.031
       0.178 |        1.099 |        1.277
       0.181 |        2.364 |        2.545
       2.512 |        0.345 |        2.857
       0.176 |        0.521 |        0.697
       0.565 |        0.371 |        0.936
       0.128 |        1.873 |        2.001
       0.321 |        1.966 |        2.287
       1.918 |        0.646 |        2.564
       0.177 |        2.313 |        2.490
       1.948 |        1.307 |        3.255
       2.377 |        1.121 |        3.499
       0.197 |        0.837 |        1.033
       0.181 |        1.415 |        1.597
       0.188 |        1.417 |        1.604
       0.167 |        1.599 |        1.766
       1.213 |        0.393 |        1.606
       0.188 |        0.610 |        0.797
       0.185 |        1.262 |        1.447
       0.197 |        0.898 |        1.095
       0.914 |        0.629 |        1.542
       0.145 |        0.341 |        0.486
       0.181 |        0.714 |        0.895
       0.184 |        0.704 |        0.888
       0.507 |        0.596 |        1.104
       1.038 |        1.454 |        2.491
       1.365 |        0.505 |        1.870
       0.188 |        1.655 |        1.844
       0.185 |        1.631 |        1.816
       0.170 |        0.359 |        0.529
       0.278 |        1.405 |        1.683
       1.230 |        0.858 |        2.088
       0.987 |        0.618 |        1.605
       0.168 |        2.137 |        2.304
       1.961 |        2.730 |        4.691
       4.034 |        1.876 |        5.910
       2.345 |        2.590 |        4.934
       4.084 |        0.807 |        4.891
       0.184 |        1.395 |        1.578
       0.678 |        0.381 |        1.060
       0.185 |        1.062 |        1.247
       0.180 |        0.794 |        0.974
       0.183 |        0.904 |        1.086
       0.166 |        0.703 |        0.868
       0.196 |        1.133 |        1.329
       0.182 |        1.862 |        2.044
       0.184 |        0.806 |        0.990
       0.192 |        0.674 |        0.866
       0.183 |        0.665 |        0.848
       0.177 |        0.695 |        0.872
       0.176 |        0.330 |        0.506
       0.188 |        1.696 |        1.884
       0.188 |        2.184 |        2.372
       0.844 |        2.171 |        3.015
       0.991 |        0.631 |        1.622
       1.097 |        1.670 |        2.767
       0.882 |        1.854 |        2.736
       0.375 |        0.759 |        1.134
       0.169 |        0.798 |        0.967
       0.699 |        2.084 |        2.784
       1.783 |        0.422 |        2.205
       1.595 |        2.173 |        3.768
       0.183 |        0.537 |        0.720
       0.185 |        0.557 |        0.743
       0.480 |        0.306 |        0.786
       0.170 |        2.851 |        3.021
       0.151 |        0.680 |        0.830
       0.181 |        0.499 |        0.680
       0.181 |        0.844 |        1.025
       0.198 |        0.733 |        0.931
       0.185 |        0.464 |        0.650
       0.221 |        0.857 |        1.078
       0.125 |        2.189 |        2.315
       1.932 |        0.905 |        2.837
       0.172 |        0.592 |        0.764
       0.718 |        0.575 |        1.293
       0.153 |        0.343 |        0.496
       0.161 |        0.480 |        0.640
       0.175 |        2.030 |        2.204
       0.137 |        0.969 |        1.106
       0.182 |        1.168 |        1.350
       1.016 |        0.725 |        1.741
       1.692 |        2.378 |        4.069
       0.181 |        0.574 |        0.755
       0.180 |        0.702 |        0.882
       0.183 |        0.609 |        0.791
       0.182 |        1.194 |        1.376
       0.147 |        0.520 |        0.667
       0.183 |        1.797 |        1.980
       0.972 |        1.661 |        2.633
       0.172 |        0.737 |        0.909
       0.179 |        0.579 |        0.758
       0.616 |        2.153 |        2.769
       0.130 |        1.574 |        1.704
       0.181 |        0.491 |        0.672
       0.662 |        1.164 |        1.827
       0.103 |        0.304 |        0.407
       0.190 |        2.059 |        2.249
       1.534 |        0.810 |        2.343
       0.173 |        0.796 |        0.969
       0.179 |        0.384 |        0.563
       0.503 |        0.891 |        1.394
       0.280 |        0.656 |        0.937
       0.178 |        1.082 |        1.260
       0.175 |        2.051 |        2.226
       2.041 |        1.432 |        3.473
       3.493 |        0.351 |        3.844
       3.291 |        2.434 |        5.725
       2.506 |        0.426 |        2.931
       2.370 |        0.780 |        3.151
       0.493 |        0.503 |        0.996
       0.164 |        2.167 |        2.331
       1.237 |        0.973 |        2.209
       0.749 |        2.013 |        2.762
       2.090 |        2.295 |        4.385
       0.141 |        0.508 |        0.649
       0.183 |        0.780 |        0.963
       0.178 |        0.606 |        0.784
       0.287 |        0.496 |        0.783
       0.688 |        0.440 |        1.128
       0.859 |        0.738 |        1.596
       0.186 |        0.885 |        1.071
       0.200 |        0.471 |        0.671
       0.178 |        2.615 |        2.793
       2.327 |        0.323 |        2.650
       0.174 |        0.846 |        1.021
       0.943 |        0.915 |        1.859
       0.178 |        1.552 |        1.730
       0.179 |        0.632 |        0.810
       0.187 |        3.044 |        3.231
       0.184 |        1.496 |        1.680
       1.351 |        0.540 |        1.891
       1.361 |        0.665 |        2.025
       0.792 |        0.500 |        1.292
       0.235 |        1.892 |        2.127
       0.412 |        1.032 |        1.444
       0.162 |        0.495 |        0.658
       0.176 |        1.481 |        1.657
       0.179 |        2.650 |        2.829
       2.177 |        0.675 |        2.853
       0.202 |        0.418 |        0.620
       0.200 |        2.087 |        2.287
       0.191 |        0.649 |        0.840
       0.168 |        0.401 |        0.569
       0.175 |        0.685 |        0.860
       0.144 |        0.348 |        0.493
       0.165 |        1.746 |        1.912
       0.188 |        1.661 |        1.849
       0.140 |        1.349 |        1.489
       0.172 |        1.299 |        1.471
       0.584 |        1.266 |        1.850
       0.177 |        0.958 |        1.135
       0.731 |        0.676 |        1.407
       0.164 |        1.675 |        1.839
       1.022 |        0.456 |        1.479
       1.061 |        0.530 |        1.590
       0.647 |        0.374 |        1.022
       0.744 |        1.834 |        2.578
       0.721 |        0.500 |        1.221
       0.158 |        0.673 |        0.832
       0.163 |        0.400 |        0.563
       0.161 |        0.659 |        0.820
       0.177 |        0.616 |        0.793
       0.183 |        0.547 |        0.730
       0.180 |        0.787 |        0.967
       0.178 |        0.822 |        1.000
       0.176 |        0.862 |        1.037
       0.182 |        1.081 |        1.263
       0.184 |        1.276 |        1.460
       0.802 |        0.596 |        1.398
       0.142 |        0.422 |        0.565
       0.178 |        2.503 |        2.681
       2.163 |        0.406 |        2.569
       0.099 |        0.345 |        0.445
       0.179 |        0.508 |        0.688
       0.176 |        2.153 |        2.329
       0.188 |        1.940 |        2.128
       0.309 |        0.350 |        0.659
       0.157 |        1.222 |        1.379
       0.166 |        1.119 |        1.285
       1.181 |        0.753 |        1.934
       1.200 |        1.699 |        2.899
       1.956 |        0.747 |        2.703
       1.212 |        0.818 |        2.030
       1.563 |        2.431 |        3.994
       0.884 |        0.459 |        1.343
       0.336 |        0.444 |        0.780
       0.173 |        0.999 |        1.172
       0.915 |        0.648 |        1.563
       0.172 |        0.937 |        1.110
       0.179 |        0.460 |        0.639
       0.172 |        0.352 |        0.523
       0.151 |        0.778 |        0.929
       0.161 |        0.553 |        0.713
       0.164 |        0.484 |        0.648
       0.174 |        0.392 |        0.567
       0.187 |        0.576 |        0.763
       0.161 |        0.354 |        0.515
       0.366 |        1.231 |        1.597
       1.134 |        0.365 |        1.499
       0.149 |        0.768 |        0.917
       0.173 |        1.174 |        1.347
       1.262 |        1.615 |        2.878
       1.656 |        2.425 |        4.081
       0.214 |        0.383 |        0.597
       0.249 |        0.565 |        0.814
       0.794 |        0.350 |        1.143
       0.176 |        0.552 |        0.728
       0.165 |        0.962 |        1.127
       0.179 |        0.772 |        0.951
       0.695 |        1.330 |        2.025
       0.867 |        0.409 |        1.276
       0.926 |        2.460 |        3.386
       1.401 |        0.564 |        1.964
       0.177 |        1.739 |        1.916
       1.824 |        2.051 |        3.876
       2.326 |        0.453 |        2.779
       1.665 |        0.461 |        2.126
       0.814 |        0.504 |        1.318
       0.889 |        0.471 |        1.360
       0.178 |        0.426 |        0.603
       0.181 |        0.581 |        0.763
       0.180 |        0.827 |        1.007
       0.187 |        0.504 |        0.692
       0.188 |        1.131 |        1.319
       0.171 |        0.401 |        0.572
       0.181 |        0.433 |        0.613
       0.248 |        0.882 |        1.130
       0.185 |        2.749 |        2.933
       0.180 |        1.453 |        1.633
       0.154 |        0.428 |        0.583
       0.364 |        1.139 |        1.502
       0.172 |        0.425 |        0.598
       0.164 |        0.779 |        0.943
       0.183 |        2.415 |        2.598
       2.481 |        0.336 |        2.817
       0.422 |        0.342 |        0.764
       0.175 |        0.807 |        0.982
       0.189 |        1.321 |        1.510
       0.184 |        1.101 |        1.286
       0.151 |        0.345 |        0.496
       0.187 |        1.981 |        2.167
       0.172 |        2.340 |        2.512
       1.672 |        0.448 |        2.120
       0.178 |        1.312 |        1.490
       0.176 |        0.510 |        0.687
       0.192 |        0.576 |        0.768
       0.151 |        0.485 |        0.636
       0.438 |        0.425 |        0.863
       0.165 |        1.307 |        1.473
       0.169 |        0.693 |        0.862
       0.165 |        0.487 |        0.652
       0.604 |        1.179 |        1.783
       1.552 |        0.371 |        1.923
       1.866 |        0.354 |        2.220
       2.176 |        2.740 |        4.916
       0.319 |        0.462 |        0.780
       0.714 |        0.971 |        1.685
       0.183 |        0.693 |        0.875
       0.186 |        0.528 |        0.714
       0.188 |        1.354 |        1.542
       0.183 |        0.691 |        0.873
       0.201 |        0.479 |        0.680
       0.174 |        1.104 |        1.279
       0.180 |        0.538 |        0.718
       0.563 |        1.257 |        1.820
       0.175 |        0.916 |        1.091
       0.132 |        1.089 |        1.221
       0.122 |        0.655 |        0.777
       0.186 |        0.964 |        1.150
       0.187 |        1.831 |        2.018
       0.378 |        0.339 |        0.718
       0.600 |        1.116 |        1.716
       0.172 |        0.344 |        0.516
       0.181 |        2.050 |        2.231
       0.185 |        1.411 |        1.595
       0.186 |        1.206 |        1.391
       0.184 |        0.514 |        0.698
       0.173 |        0.959 |        1.132
       0.208 |        0.725 |        0.933
       0.150 |        0.764 |        0.913
       0.187 |        0.641 |        0.829
       0.202 |        0.362 |        0.564
       0.262 |        2.229 |        2.491
       0.160 |        0.431 |        0.591
       0.183 |        1.124 |        1.307
       0.188 |        1.880 |        2.069
       1.676 |        0.263 |        1.939
       0.619 |        0.549 |        1.168
       0.371 |        0.513 |        0.884
       0.369 |        0.604 |        0.973
       0.162 |        1.886 |        2.048
       0.282 |        1.399 |        1.682
       1.435 |        0.352 |        1.787
       0.176 |        1.797 |        1.973
       0.177 |        0.641 |        0.818
       0.189 |        1.241 |        1.430
       0.173 |        0.642 |        0.814
       0.445 |        1.347 |        1.792
       0.174 |        0.594 |        0.768
       0.163 |        0.407 |        0.570
       0.249 |        2.621 |        2.869
       1.101 |        0.417 |        1.518
       0.551 |        2.319 |        2.870
       1.476 |        0.755 |        2.231
       1.558 |        0.420 |        1.978
       1.759 |        0.343 |        2.102
       1.229 |        1.082 |        2.311
       0.156 |        0.419 |        0.574
       0.220 |        0.629 |        0.849
       0.160 |        2.060 |        2.219
       1.417 |        0.221 |        1.638
       1.349 |        1.184 |        2.532
       2.501 |        0.707 |        3.208
       2.856 |        0.426 |        3.282
       0.182 |        0.789 |        0.971
       0.673 |        0.358 |        1.030
       0.433 |        0.730 |        1.163
       0.949 |        0.334 |        1.283
       0.180 |        0.908 |        1.088
       0.156 |        0.622 |        0.778
       0.157 |        1.725 |        1.883
       1.773 |        0.486 |        2.260
       2.249 |        2.391 |        4.640
       2.830 |        0.333 |        3.164
       0.183 |        1.158 |        1.341
       0.167 |        1.099 |        1.266
       0.691 |        0.787 |        1.478
       1.253 |        0.642 |        1.895
