  QueueTimes | ServiceTimes | SojournTimes
      83.379 |        0.234 |       83.613
      82.733 |        1.845 |       84.578
      84.592 |        0.350 |       84.943
      84.591 |        1.614 |       86.205
      85.407 |        1.428 |       86.835
      86.818 |        0.395 |       87.213
      86.902 |        0.582 |       87.484
      87.661 |        0.981 |       88.643
      87.806 |        0.453 |       88.259
      85.148 |        0.319 |       85.467
      85.024 |        0.410 |       85.433
      83.477 |        0.456 |       83.933
      82.476 |        0.248 |       82.723
      82.159 |        0.376 |       82.534
      82.445 |        0.857 |       83.302
      81.690 |        1.158 |       82.848
      82.445 |        0.910 |       83.355
      83.300 |        0.264 |       83.564
      82.855 |        1.134 |       83.990
      83.782 |        0.388 |       84.170
      82.049 |        1.799 |       83.848
      82.010 |        0.269 |       82.279
      81.795 |        0.291 |       82.087
      81.117 |        1.447 |       82.565
      81.568 |        0.265 |       81.833
      80.816 |        0.335 |       81.151
      80.956 |        0.280 |       81.236
      79.942 |        1.140 |       81.082
      80.268 |        1.173 |       81.441
      81.396 |        0.742 |       82.138
      78.178 |        0.299 |       78.478
      78.458 |        1.691 |       80.149
      79.462 |        0.586 |       80.048
      78.468 |       17.818 |       96.286
      95.927 |        0.912 |       96.839
      96.596 |        1.114 |       97.710
      97.602 |        0.327 |       97.929
      97.720 |        1.807 |       99.527
      99.081 |        0.260 |       99.342
      98.711 |        1.095 |       99.806
      99.021 |        0.428 |       99.449
      99.247 |        0.771 |      100.018
      99.540 |        0.477 |      100.017
      99.201 |        0.236 |       99.437
      96.529 |        0.307 |       96.836
      96.835 |        0.335 |       97.169
      95.324 |        0.593 |       95.917
      95.680 |        0.448 |       96.128
      95.902 |        0.480 |       96.382
      95.959 |        1.632 |       97.591
      94.191 |        0.321 |       94.512
      94.424 |        1.693 |       96.117
      95.570 |        1.301 |       96.871
      96.688 |        0.454 |       97.142
      96.997 |        0.657 |       97.654
      97.428 |        1.236 |       98.663
      96.485 |        0.511 |       96.996
      96.451 |        1.452 |       97.903
      95.836 |        0.708 |       96.544
      93.472 |        1.354 |       94.826
      93.790 |        0.417 |       94.207
      93.842 |        0.603 |       94.445
      94.456 |        0.364 |       94.820
      94.994 |        1.319 |       96.313
      94.986 |        0.423 |       95.408
      94.980 |        0.229 |       95.209
      93.926 |        0.783 |       94.709
      94.272 |        1.875 |       96.147
      95.171 |        0.622 |       95.793
      95.790 |        0.278 |       96.068
      92.884 |        0.348 |       93.232
      90.367 |        1.072 |       91.439
      89.970 |        0.928 |       90.898
      90.129 |        0.356 |       90.485
      90.109 |        0.472 |       90.581
      90.210 |        0.446 |       90.656
      90.542 |        0.297 |       90.839
      90.507 |        0.239 |       90.745
      90.592 |        1.591 |       92.183
      91.580 |        0.266 |       91.846
      90.139 |        0.261 |       90.401
      90.012 |        0.893 |       90.904
      88.584 |        0.930 |       89.514
      88.766 |        1.720 |       90.485
      90.405 |        0.287 |       90.692
      90.512 |        1.642 |       92.154
      90.986 |        0.393 |       91.378
      90.872 |        0.239 |       91.111
      89.948 |        0.343 |       90.291
      87.869 |        1.435 |       89.303
      88.661 |        0.472 |       89.133
      87.977 |        0.246 |       88.223
      88.015 |        0.888 |       88.903
      88.233 |        1.238 |       89.471
      89.082 |        0.575 |       89.657
      88.652 |        0.355 |       89.007
      88.917 |        0.211 |       89.128
      88.843 |        0.240 |       89.082
      88.846 |        0.514 |       89.360
      88.044 |        0.618 |       88.662
      87.461 |        0.337 |       87.797
      86.352 |        0.328 |       86.680
      86.086 |        0.678 |       86.764
      86.592 |        1.792 |       88.384
      87.190 |        0.432 |       87.622
      87.606 |        0.291 |       87.897
      87.462 |        0.919 |       88.381
      88.245 |        0.313 |       88.558
      87.864 |        0.672 |       88.536
      87.494 |        0.820 |       88.313
      87.956 |        0.812 |       88.768
      88.729 |        0.397 |       89.126
      89.033 |        0.275 |       89.309
      88.016 |        0.502 |       88.517
      88.254 |        1.496 |       89.749
      89.693 |       25.433 |      115.126
     113.868 |        1.076 |      114.944
     114.920 |        0.392 |      115.312
     114.601 |        0.291 |      114.893
     114.467 |        1.637 |      116.104
     115.976 |        0.399 |      116.374
     114.854 |        0.269 |      115.123
     114.927 |        0.331 |      115.259
     113.037 |        0.699 |      113.735
     112.067 |        0.585 |      112.653
     111.439 |        0.802 |      112.241
     111.699 |        0.399 |      112.099
     110.540 |        0.270 |      110.810
     110.400 |        0.272 |      110.672
     109.768 |        0.234 |      110.003
     109.410 |        0.431 |      109.841
     108.619 |        0.248 |      108.867
     108.414 |        1.394 |      109.809
     109.222 |        1.300 |      110.522
     110.334 |        0.354 |      110.689
     110.533 |        0.492 |      111.025
     109.681 |        0.262 |      109.943
     109.099 |        0.723 |      109.822
     108.210 |        0.346 |      108.556
     106.677 |        0.456 |      107.133
     106.563 |        1.167 |      107.730
     107.128 |        1.101 |      108.229
     107.840 |        0.565 |      108.405
     107.867 |        0.924 |      108.791
     107.840 |        0.329 |      108.169
     107.794 |        0.446 |      108.240
     107.425 |        0.600 |      108.026
     107.268 |        0.285 |      107.553
     107.458 |        0.365 |      107.823
     107.055 |        0.655 |      107.710
     107.561 |        0.748 |      108.308
     107.361 |        0.336 |      107.698
     107.174 |        0.493 |      107.666
     106.643 |        0.846 |      107.489
     107.054 |        0.394 |      107.448
     107.210 |       16.540 |      123.750
     122.605 |        0.411 |      123.016
     122.729 |        0.330 |      123.059
     122.519 |        0.210 |      122.729
     122.092 |        0.342 |      122.434
     122.312 |        0.299 |      122.611
     121.954 |        0.451 |      122.405
     122.039 |        1.020 |      123.059
     123.212 |        0.326 |      123.539
     122.903 |        0.323 |      123.226
     123.546 |        0.452 |      123.999
     123.546 |        0.320 |      123.866
     122.785 |        0.669 |      123.454
     123.035 |        2.029 |      125.064
     122.861 |        0.347 |      123.208
     122.639 |        0.999 |      123.638
     122.507 |        1.612 |      124.118
     124.060 |        0.244 |      124.304
     118.814 |        0.311 |      119.124
     118.984 |        0.437 |      119.421
     119.147 |        0.930 |      120.077
     119.953 |        0.486 |      120.439
     120.488 |        0.537 |      121.025
     119.872 |        0.353 |      120.225
     118.603 |        1.131 |      119.734
     119.438 |        0.577 |      120.014
     119.157 |        1.807 |      120.964
     118.023 |        0.294 |      118.317
     118.110 |        1.080 |      119.190
     119.102 |        1.965 |      121.067
     120.969 |        0.410 |      121.379
     121.248 |        0.379 |      121.627
     121.462 |        0.750 |      122.212
     121.905 |        0.711 |      122.616
     122.440 |        1.671 |      124.110
     123.320 |        0.178 |      123.498
     123.213 |        0.201 |      123.414
     122.063 |        0.300 |      122.363
     122.200 |        0.306 |      122.506
     120.783 |        0.287 |      121.071
     120.865 |        0.594 |      121.459
     119.948 |        0.381 |      120.329
     119.671 |        0.764 |      120.435
     120.004 |        0.569 |      120.574
     119.950 |        0.712 |      120.663
     117.289 |        1.180 |      118.469
     117.986 |        0.324 |      118.310
     117.987 |        0.563 |      118.551
     118.364 |        0.392 |      118.756
     118.427 |        0.493 |      118.920
     117.717 |        0.803 |      118.520
     118.360 |        0.302 |      118.662
     118.578 |        0.894 |      119.472
     119.317 |        0.352 |      119.669
     117.593 |        0.561 |      118.154
     116.846 |        0.333 |      117.180
     116.250 |        0.330 |      116.579
     116.338 |        0.828 |      117.166
     116.490 |        0.402 |      116.892
     116.312 |        0.416 |      116.728
     115.896 |        1.630 |      117.526
     116.778 |        0.704 |      117.482
     117.306 |        0.363 |      117.669
     117.391 |        0.271 |      117.663
     116.741 |        0.546 |      117.286
     117.120 |        0.986 |      118.106
     113.558 |        0.255 |      113.813
     113.120 |        0.365 |      113.485
     113.409 |        1.114 |      114.523
     112.833 |        1.765 |      114.597
     110.856 |        0.480 |      111.336
     111.416 |        1.559 |      112.974
     353.887 |        0.594 |      354.481
     352.949 |        1.201 |      354.150
     353.606 |        0.258 |      353.864
     352.306 |        0.763 |      353.069
     352.650 |        0.361 |      353.011
     352.713 |        0.269 |      352.981
     350.784 |        1.728 |      352.512
     351.080 |        0.789 |      351.869
     350.871 |        0.855 |      351.726
     350.666 |        0.651 |      351.317
     350.149 |        0.891 |      351.041
     349.998 |        0.925 |      350.923
     349.534 |        1.201 |      350.735
     349.541 |        0.332 |      349.873
     347.506 |        1.434 |      348.939
     346.677 |        0.326 |      347.003
     346.314 |        0.257 |      346.571
     345.360 |        0.280 |      345.640
     345.284 |        0.240 |      345.524
     343.557 |        1.701 |      345.258
     343.411 |        0.299 |      343.709
     342.098 |        0.925 |      343.022
     342.252 |        0.590 |      342.842
     338.672 |        0.927 |      339.599
     338.611 |        0.330 |      338.940
     338.432 |        0.415 |      338.847
     337.304 |        1.445 |      338.748
     337.080 |        1.092 |      338.172
     336.738 |        0.333 |      337.070
     335.533 |        0.389 |      335.922
     334.396 |        0.279 |      334.675
     331.739 |        0.792 |      332.531
     331.047 |        1.064 |      332.111
     329.358 |        0.317 |      329.675
     328.576 |        0.535 |      329.111
     326.984 |        1.140 |      328.123
     325.922 |        0.354 |      326.276
     325.700 |        0.452 |      326.152
     324.572 |        0.996 |      325.568
     325.019 |        0.531 |      325.550
     324.414 |        1.103 |      325.516
     323.969 |        0.855 |      324.824
     322.603 |        0.458 |      323.061
     321.821 |        0.258 |      322.079
     320.187 |        1.794 |      321.982
     320.265 |        0.863 |      321.128
     320.110 |        0.286 |      320.397
     318.654 |        1.301 |      319.954
     318.788 |        0.644 |      319.432
     318.022 |        0.532 |      318.555
     317.932 |        0.251 |      318.183
     316.808 |        1.067 |      317.876
     317.243 |        0.327 |      317.570
     316.607 |        0.570 |      317.178
     316.153 |        0.533 |      316.686
     314.616 |        1.376 |      315.992
     313.825 |        1.471 |      315.295
     315.094 |        0.169 |      315.263
     312.152 |        0.380 |      312.532
     311.412 |        1.023 |      312.435
     312.032 |        0.229 |      312.261
     309.908 |        0.415 |      310.323
     309.576 |        0.543 |      310.118
     308.582 |        0.756 |      309.339
     308.244 |        0.318 |      308.562
     307.589 |        0.448 |      308.037
     306.984 |        0.666 |      307.650
     306.547 |        0.466 |      307.013
     306.605 |        0.393 |      306.998
     304.097 |        0.269 |      304.366
     302.461 |        1.772 |      304.233
     301.526 |        1.900 |      303.426
     302.821 |        0.242 |      303.063
     299.959 |        0.235 |      300.194
     299.531 |        0.556 |      300.087
     299.295 |        0.350 |      299.645
     298.304 |        0.382 |      298.687
     296.717 |        0.985 |      297.702
     295.129 |        0.424 |      295.553
     295.028 |        0.265 |      295.293
     294.766 |        0.353 |      295.120
     293.949 |        0.334 |      294.283
     293.219 |        0.402 |      293.621
     291.685 |        0.238 |      291.923
     289.919 |        0.643 |      290.562
     289.625 |        0.577 |      290.202
     289.499 |        0.430 |      289.929
     289.179 |        0.702 |      289.881
     288.620 |        0.262 |      288.882
     288.604 |        0.273 |      288.877
     286.358 |        1.089 |      287.447
     286.807 |        0.333 |      287.140
     285.872 |        0.956 |      286.828
     285.479 |        0.819 |      286.297
     285.904 |        0.299 |      286.203
     284.968 |        0.924 |      285.892
     285.233 |        0.499 |      285.731
     284.832 |        0.315 |      285.147
     284.287 |        0.672 |      284.959
     283.966 |        0.406 |      284.372
     282.817 |        0.268 |      283.085
     282.067 |        0.329 |      282.396
     281.041 |        0.222 |      281.263
     280.893 |        0.295 |      281.188
     278.208 |        1.711 |      279.919
     278.187 |        1.700 |      279.887
     279.470 |        0.393 |      279.863
     278.609 |        0.853 |      279.461
     277.143 |        0.280 |      277.422
     276.879 |        0.268 |      277.147
     274.692 |        1.550 |      276.242
     274.405 |        1.388 |      275.792
     273.986 |        1.439 |      275.426
     272.783 |        0.385 |      273.168
     271.713 |        0.566 |      272.279
     270.692 |        0.505 |      271.197
     268.114 |        0.651 |      268.765
     269.754 |        0.293 |      270.048
     266.020 |        1.853 |      267.873
     266.581 |        1.068 |      267.650
     266.633 |        0.352 |      266.986
     265.471 |        1.367 |      266.838
     265.249 |        0.383 |      265.632
     264.421 |        0.258 |      264.679
     263.845 |        0.463 |      264.308
     262.451 |        1.564 |      264.015
     262.845 |        0.265 |      263.110
     262.593 |        0.320 |      262.914
     259.135 |        0.544 |      259.679
     257.751 |        0.467 |      258.218
     256.114 |        1.871 |      257.985
     256.812 |        0.478 |      257.289
     259.619 |        0.463 |      260.082
     256.614 |        0.654 |      257.268
     256.115 |        0.267 |      256.381
     255.128 |        1.110 |      256.237
     255.439 |        0.635 |      256.074
     254.431 |        1.052 |      255.483
     253.624 |        0.234 |      253.858
     253.500 |        0.271 |      253.771
     253.101 |        0.252 |      253.353
     252.932 |        0.347 |      253.279
     252.093 |        0.840 |      252.933
     252.124 |        0.660 |      252.784
     252.602 |        0.577 |      253.179
     252.090 |        0.499 |      252.589
     249.680 |        0.283 |      249.963
     248.833 |        0.787 |      249.619
     247.866 |        1.734 |      249.600
     247.653 |        1.161 |      248.814
     249.451 |        0.548 |      249.998
     249.595 |        0.362 |      249.957
     249.906 |        0.280 |      250.186
     248.525 |        0.347 |      248.872
     247.589 |        0.603 |      248.192
     247.679 |        0.093 |      247.772
     246.026 |        1.727 |      247.752
     246.552 |        0.441 |      246.993
     244.999 |        1.841 |      246.840
     249.908 |        0.246 |      250.154
     246.418 |        0.863 |      247.281
     246.153 |        0.349 |      246.502
     245.780 |        0.317 |      246.097
     245.347 |        0.704 |      246.051
     245.048 |        0.284 |      245.332
     244.605 |        0.278 |      244.883
     243.389 |        0.497 |      243.886
     247.315 |        0.348 |      247.663
     240.671 |        1.570 |      242.241
     241.687 |        0.396 |      242.082
     238.777 |        0.271 |      239.048
     236.914 |        1.946 |      238.859
     237.437 |        0.766 |      238.202
     242.779 |        0.361 |      243.141
     236.941 |        1.119 |      238.059
     233.952 |        0.461 |      234.413
     234.101 |        0.220 |      234.321
     234.206 |        1.856 |      236.062
     233.557 |        0.226 |      233.784
     232.144 |        1.479 |      233.623
     232.996 |        0.596 |      233.592
     233.203 |        0.246 |      233.449
     232.609 |        0.389 |      232.998
     231.821 |        0.804 |      232.624
     231.011 |        0.286 |      231.297
     229.759 |        0.883 |      230.642
     229.352 |        1.281 |      230.633
     229.650 |        0.542 |      230.192
     227.988 |        0.299 |      228.287
     227.436 |        0.264 |      227.700
     225.969 |        1.359 |      227.328
     225.331 |        0.540 |      225.872
     225.226 |        0.290 |      225.516
     223.070 |        1.113 |      224.183
     223.038 |        0.563 |      223.600
     221.929 |        0.224 |      222.153
     219.957 |        0.220 |      220.177
     218.404 |        1.372 |      219.775
     218.261 |        1.435 |      219.696
     218.626 |        0.240 |      218.866
     217.627 |        0.711 |      218.338
     216.898 |        0.473 |      217.372
     216.341 |        0.351 |      216.692
     214.508 |        1.079 |      215.586
     214.886 |        0.379 |      215.265
     214.565 |        0.587 |      215.152
     214.351 |        0.311 |      214.662
     214.136 |        0.406 |      214.542
     212.568 |        0.922 |      213.490
     212.726 |        0.403 |      213.129
     211.588 |        0.341 |      211.929
     210.825 |        0.266 |      211.091
     210.273 |        0.544 |      210.817
     210.155 |        0.394 |      210.549
     207.924 |        0.346 |      208.270
     206.636 |        0.618 |      207.254
     206.796 |        0.407 |      207.202
     204.152 |        1.463 |      205.615
     205.013 |        0.537 |      205.550
     203.315 |        1.427 |      204.742
     201.599 |        0.786 |      202.385
     201.438 |        0.777 |      202.215
     201.906 |        0.170 |      202.076
     200.667 |        0.758 |      201.424
     198.248 |        1.104 |      199.352
     197.453 |        1.213 |      198.667
     196.511 |        0.800 |      197.311
     196.260 |        0.298 |      196.558
     195.154 |        0.434 |      195.589
     190.074 |        0.453 |      190.526
     188.859 |        0.617 |      189.476
     188.329 |        0.650 |      188.978
     188.220 |        0.491 |      188.711
     185.658 |        0.263 |      185.921
     184.360 |        0.233 |      184.594
     182.645 |        1.510 |      184.156
     183.597 |        0.273 |      183.870
     183.299 |        0.558 |      183.857
     181.460 |        0.291 |      181.751
     179.306 |        1.902 |      181.208
     179.340 |        1.665 |      181.005
     179.563 |        0.448 |      180.011
     176.849 |        1.721 |      178.571
     177.923 |        0.329 |      178.252
     177.216 |        0.625 |      177.842
     176.404 |        0.585 |      176.989
     174.833 |        1.533 |      176.365
     175.040 |        0.721 |      175.762
     173.638 |        1.670 |      175.308
     174.469 |        0.392 |      174.861
     174.023 |        0.599 |      174.622
     173.816 |        0.255 |      174.071
     172.368 |        1.125 |      173.493
     171.731 |        0.302 |      172.033
     169.459 |        1.328 |      170.787
     169.430 |        0.263 |      169.692
     166.986 |        0.592 |      167.578
     165.381 |        0.796 |      166.177
     163.898 |        0.280 |      164.178
     163.613 |        0.366 |      163.979
     162.559 |        0.945 |      163.504
     162.845 |        0.322 |      163.167
     162.589 |        0.253 |      162.843
     160.912 |        1.488 |      162.400
     161.735 |        0.453 |      162.187
     159.255 |        1.056 |      160.311
     158.955 |        0.403 |      159.358
     157.782 |        0.903 |      158.686
     155.291 |        1.054 |      156.344
     155.998 |        0.320 |      156.318
     152.752 |        1.963 |      154.715
     152.379 |        1.532 |      153.911
     153.396 |        0.390 |      153.787
     153.236 |        0.247 |      153.483
     152.758 |        0.291 |      153.049
     150.096 |        0.838 |      150.934
     148.879 |        1.618 |      150.497
     148.864 |        1.225 |      150.090
     147.145 |        0.662 |      147.807
     146.507 |        0.819 |      147.326
     146.861 |        0.249 |      147.109
     146.630 |        0.343 |      146.973
     145.863 |        0.323 |      146.186
     144.900 |        1.210 |      146.110
     145.028 |        0.592 |      145.619
     142.957 |        0.356 |      143.313
     141.939 |        0.568 |      142.506
     140.052 |        1.795 |      141.848
     139.699 |        0.376 |      140.074
     139.444 |        0.376 |      139.821
     138.605 |        1.013 |      139.617
     137.515 |        0.734 |      138.250
     137.653 |        0.310 |      137.963
     136.854 |        0.107 |      136.961
     135.014 |        1.583 |      136.597
     135.548 |        0.630 |      136.178
     135.812 |        0.208 |      136.021
     134.390 |        0.517 |      134.907
     133.369 |        1.351 |      134.720
     134.368 |        0.272 |      134.640
     132.397 |        1.523 |      133.921
     133.285 |        0.244 |      133.529
     133.019 |        0.237 |      133.257
     132.657 |        0.268 |      132.925
     130.962 |        0.229 |      131.190
     129.635 |        0.284 |      129.918
     127.859 |        1.300 |      129.159
     126.610 |        1.308 |      127.918
     127.149 |        0.226 |      127.376
     125.776 |        1.240 |      127.015
     124.325 |        1.981 |      126.306
     125.422 |        0.597 |      126.019
     124.294 |        0.666 |      124.960
     122.740 |        1.788 |      124.527
     123.352 |        0.758 |      124.109
     121.718 |        0.561 |      122.279
     120.929 |        0.734 |      121.663
     119.417 |        1.879 |      121.296
     115.534 |        1.326 |      116.860
     114.753 |        1.603 |      116.355
     115.045 |        0.394 |      115.439
     112.689 |        1.662 |      114.351
     112.579 |        1.132 |      113.711
     113.014 |        0.225 |      113.239
     112.245 |        0.567 |      112.812
     111.922 |        0.390 |      112.313
     111.745 |        0.236 |      111.981
     109.079 |        1.715 |      110.794
     109.694 |        0.722 |      110.415
     109.540 |        0.540 |      110.080
     108.495 |        0.342 |      108.837
     107.396 |        0.640 |      108.036
     107.341 |        0.355 |      107.696
     106.029 |        1.214 |      107.243
     106.419 |        0.452 |      106.871
     106.045 |        0.653 |      106.697
     105.739 |        0.407 |      106.146
     104.905 |        1.000 |      105.904
     105.400 |        0.231 |      105.631
     104.744 |        0.539 |      105.283
     104.838 |        0.259 |      105.097
     102.352 |        1.864 |      104.216
      92.737 |       25.360 |      118.098
     117.632 |        0.271 |      117.903
     117.506 |        1.273 |      118.780
     118.269 |        1.920 |      120.189
     120.129 |        0.232 |      120.361
     120.218 |        0.745 |      120.963
     118.280 |        0.616 |      118.896
     118.515 |        0.269 |      118.784
     117.564 |        0.298 |      117.863
     116.588 |        0.283 |      116.871
     117.193 |        0.410 |      117.602
     117.145 |        0.594 |      117.739
     116.683 |        0.387 |      117.069
     116.582 |        0.254 |      116.837
     116.449 |        0.273 |      116.722
     116.513 |        0.556 |      117.069
     115.332 |        0.359 |      115.691
     115.629 |        0.252 |      115.880
     114.286 |        0.289 |      114.575
     113.149 |        1.068 |      114.217
     112.016 |        1.925 |      113.941
     113.381 |        0.269 |      113.650
     112.981 |        1.459 |      114.440
     114.118 |        0.340 |      114.458
     112.835 |        0.522 |      113.357
     112.493 |        1.310 |      113.803
     111.929 |        0.377 |      112.306
     111.380 |        0.395 |      111.775
     111.220 |        0.298 |      111.518
     111.495 |        0.269 |      111.764
     111.204 |        1.070 |      112.274
     111.309 |        0.503 |      111.813
     110.918 |        0.292 |      111.210
     110.585 |        0.802 |      111.387
     108.978 |        1.511 |      110.489
     107.577 |        0.398 |      107.975
     107.715 |        1.228 |      108.943
     108.897 |        0.281 |      109.178
     108.856 |        0.923 |      109.779
     109.409 |        0.434 |      109.843
     108.676 |        0.618 |      109.294
     109.262 |        0.658 |      109.920
     109.730 |        1.168 |      110.898
     110.239 |        1.497 |      111.735
     108.823 |        1.337 |      110.160
     109.731 |        0.289 |      110.019
     109.850 |        0.571 |      110.421
     110.030 |        0.834 |      110.863
     110.813 |        0.278 |      111.090
     110.766 |        0.275 |      111.041
     110.927 |        1.732 |      112.659
     112.450 |        0.442 |      112.893
     112.877 |        0.592 |      113.469
     113.237 |        0.417 |      113.654
     113.073 |        0.492 |      113.565
     113.552 |        0.761 |      114.313
     113.593 |        0.274 |      113.867
     113.693 |        0.452 |      114.145
     114.036 |        0.772 |      114.808
     114.534 |        0.784 |      115.318
     113.858 |        0.487 |      114.344
     114.323 |        1.546 |      115.869
     115.384 |        1.100 |      116.484
     115.933 |        1.254 |      117.186
     115.277 |        2.045 |      117.323
     117.072 |        0.296 |      117.369
     116.928 |        0.286 |      117.214
     116.187 |        0.449 |      116.636
     115.381 |        0.533 |      115.914
     115.696 |        0.339 |      116.035
     114.911 |        0.080 |      114.991
     114.274 |        0.632 |      114.906
     113.636 |        0.592 |      114.228
     111.759 |        0.725 |      112.484
     112.287 |        1.258 |      113.545
     113.370 |        0.689 |      114.059
     114.030 |        0.333 |      114.363
     112.459 |        0.451 |      112.911
     112.850 |        0.642 |      113.492
     112.964 |        0.296 |      113.260
     112.841 |        1.270 |      114.111
     113.055 |        1.324 |      114.379
     112.912 |        0.503 |      113.415
     112.247 |        0.349 |      112.596
     112.328 |        0.694 |      113.022
     112.110 |        0.301 |      112.412
     111.317 |        0.505 |      111.822
     111.460 |        0.359 |      111.818
     111.680 |        0.275 |      111.955
     111.899 |        0.447 |      112.346
     111.679 |        0.483 |      112.162
     111.966 |        0.238 |      112.204
     111.031 |        1.152 |      112.183
     112.128 |        0.884 |      113.012
     112.569 |        0.383 |      112.952
     112.416 |        1.116 |      113.532
     113.241 |        0.161 |      113.402
     113.014 |        0.449 |      113.463
     112.303 |        0.524 |      112.828
     112.633 |        0.256 |      112.889
     112.673 |        0.639 |      113.312
     113.144 |        1.712 |      114.855
     114.596 |        0.276 |      114.872
     114.854 |        1.189 |      116.042
     116.014 |        0.923 |      116.937
     116.718 |        0.299 |      117.017
     116.608 |        0.388 |      116.996
     116.829 |        0.257 |      117.085
     115.680 |        1.456 |      117.136
     114.504 |        1.535 |      116.039
     115.177 |        0.745 |      115.923
     115.386 |        0.630 |      116.016
     115.936 |        0.969 |      116.905
     116.353 |        0.499 |      116.852
     116.177 |        0.297 |      116.474
     113.894 |        0.803 |      114.697
     114.386 |        1.650 |      116.035
     115.824 |        0.146 |      115.970
     115.413 |        0.926 |      116.338
     115.512 |        0.315 |      115.827
     114.022 |        0.463 |      114.486
     111.456 |        0.437 |      111.893
     111.091 |        0.321 |      111.412
     110.987 |        1.854 |      112.841
     112.051 |        0.956 |      113.006
     111.922 |        0.480 |      112.402
     111.664 |        0.520 |      112.184
     112.050 |        0.308 |      112.358
     112.253 |        1.037 |      113.290
     113.137 |        0.876 |      114.013
     113.739 |        0.351 |      114.089
     111.938 |        0.987 |      112.925
     112.762 |        0.395 |      113.157
     112.834 |        1.085 |      113.919
     113.494 |        0.228 |      113.721
     112.831 |        0.261 |      113.091
     112.208 |        0.297 |      112.505
     116.739 |        0.349 |      117.088
     111.137 |        1.529 |      112.666
     110.203 |        1.422 |      111.624
     111.219 |        1.501 |      112.720
     110.860 |        0.246 |      111.106
     111.034 |        0.370 |      111.404
     110.723 |        0.301 |      111.024
     110.683 |        0.305 |      110.988
     110.373 |        0.245 |      110.618
     109.766 |        0.418 |      110.184
     110.064 |        0.251 |      110.316
     110.332 |        0.531 |      110.864
     110.310 |        0.612 |      110.922
     110.892 |        1.935 |      112.827
     112.604 |        1.408 |      114.012
     113.374 |        0.699 |      114.073
     113.645 |        0.239 |      113.884
     113.594 |        0.746 |      114.340
     113.178 |        0.347 |      113.524
     112.995 |        0.939 |      113.934
     113.279 |        0.308 |      113.587
     112.535 |        0.595 |      113.130
     113.008 |        0.655 |      113.663
     113.322 |        1.540 |      114.862
     113.834 |        0.960 |      114.794
     114.375 |        0.316 |      114.690
     114.556 |        0.528 |      115.084
     111.960 |        0.281 |      112.241
     112.162 |        1.291 |      113.453
     112.780 |        0.278 |      113.059
     112.808 |        0.448 |      113.255
     111.611 |        0.855 |      112.466
     112.131 |        0.652 |      112.783
     112.500 |        0.267 |      112.767
     111.653 |        0.423 |      112.076
     111.541 |        1.173 |      112.713
     112.512 |        0.520 |      113.032
     113.001 |        0.337 |      113.338
     112.473 |        0.349 |      112.822
     112.834 |        0.459 |      113.293
     110.121 |        0.223 |      110.345
     109.443 |        0.398 |      109.842
     109.641 |        0.762 |      110.402
     110.307 |        0.278 |      110.585
     110.350 |        0.465 |      110.815
     110.278 |        0.412 |      110.690
     108.952 |        0.206 |      109.158
     108.952 |        0.584 |      109.536
     109.098 |        0.355 |      109.453
     108.518 |        0.218 |      108.736
     108.000 |        1.139 |      109.139
     108.822 |        1.539 |      110.361
     109.575 |        0.697 |      110.271
     109.299 |        0.267 |      109.565
     108.438 |        0.447 |      108.885
     107.561 |        0.248 |      107.810
     107.709 |        0.931 |      108.640
     107.828 |        0.617 |      108.445
     108.532 |        0.271 |      108.804
     108.102 |        0.298 |      108.400
     107.862 |        0.786 |      108.648
     107.242 |        1.268 |      108.510
     108.358 |        0.339 |      108.697
     107.181 |        0.323 |      107.504
     107.365 |        0.552 |      107.916
     107.646 |        0.577 |      108.223
     108.148 |        2.018 |      110.167
     109.651 |        0.249 |      109.900
     109.781 |        0.258 |      110.039
     109.901 |        0.207 |      110.108
     109.293 |        0.332 |      109.625
     109.509 |        0.651 |      110.160
     109.106 |        1.056 |      110.162
     108.575 |        0.474 |      109.049
     109.250 |        1.745 |      110.995
     109.317 |        0.959 |      110.276
     108.897 |        0.305 |      109.203
     108.760 |        1.788 |      110.548
     109.291 |        0.332 |      109.623
     107.787 |        0.542 |      108.329
     108.018 |        0.501 |      108.518
     108.082 |        0.328 |      108.410
     107.978 |        0.272 |      108.251
     107.377 |        0.301 |      107.677
     106.546 |        0.377 |      106.923
     105.981 |        0.375 |      106.355
     106.227 |        0.420 |      106.646
     106.193 |        0.572 |      106.765
     106.447 |        0.322 |      106.769
     106.219 |        1.543 |      107.762
     106.990 |        0.362 |      107.353
     106.299 |        0.315 |      106.614
     106.005 |        0.238 |      106.243
     103.782 |        0.262 |      104.044
     103.881 |        1.247 |      105.128
     104.233 |        0.235 |      104.468
     104.445 |        0.677 |      105.123
     104.818 |        0.254 |      105.072
     104.487 |        0.492 |      104.979
     104.308 |        1.012 |      105.321
     105.115 |        0.254 |      105.369
     105.349 |        0.369 |      105.718
     105.058 |        0.586 |      105.644
     105.082 |        0.492 |      105.573
     103.961 |        0.280 |      104.241
     104.030 |        1.412 |      105.442
     102.231 |        1.347 |      103.578
     103.474 |        0.271 |      103.745
     103.360 |        0.481 |      103.841
     103.747 |        0.354 |      104.100
     103.588 |        0.534 |      104.122
     103.869 |        0.272 |      104.141
     103.847 |        1.538 |      105.386
     103.343 |        0.687 |      104.030
     103.561 |        1.495 |      105.056
     104.889 |        0.817 |      105.706
