timestamp,kw_lengh,took_ms
1529766381,3,391
1529766382,1,120
1529766383,3,113
1529766384,1,192
1529766386,3,580
1529766387,1,153
1529766389,4,1008
1529766391,3,700
1529766392,3,311
1529766393,1,47
1529766395,2,669
1529766397,3,374
1529766398,3,79
1529766399,3,199
1529766400,2,89
1529766401,1,260
1529766402,2,149
1529766404,2,150
1529766406,3,1023
1529766407,1,33
1529766408,1,700
1529766410,3,296
1529766411,2,498
1529766413,1,321
1529766414,3,215
1529766415,2,109
1529766417,2,865
1529766418,3,378
1529766420,3,445
1529766421,1,506
1529766423,2,417
1529766424,2,480
1529766426,2,223
1529766427,1,275
1529766428,1,76
1529766429,3,353
1529766431,1,239
1529766432,2,429
1529766433,2,326
1529766435,3,428
1529766436,2,162
1529766437,1,241
1529766438,2,48
1529766439,1,20
1529766441,2,949
1529766443,2,40
1529766444,1,50
1529766445,3,506
1529766446,1,33
1529766447,3,156
1529766449,3,290
1529766450,2,332
1529766452,2,493
1529766454,3,1569
1529766455,1,147
1529766457,1,301
1529766458,3,652
1529766460,3,213
1529766461,2,385
1529766462,3,265
1529766464,2,589
1529766465,2,405
1529766467,2,216
1529766468,3,703
1529766470,3,441
1529766471,3,538
1529766472,1,153
1529766474,1,275
1529766475,1,80
1529766476,1,35
1529766478,2,832
1529766479,1,465
1529766481,2,601
1529766482,2,37
1529766483,1,33
1529766485,2,1161
1529766487,3,414
1529766488,2,619
1529766489,1,36
1529766491,3,558
1529766492,3,187
1529766493,1,205
1529766494,2,42
1529766496,2,332
1529766497,3,218
1529766498,3,397
1529766500,2,86
1529766501,2,412
1529766502,2,137
1529766504,3,409
1529766505,1,21
1529766506,1,35
1529766507,2,253
1529766509,1,386
1529766510,2,436
1529766511,2,240
1529766512,1,32
1529766514,2,792
1529766515,3,203
1529766517,1,255
1529766518,2,54
1529766519,1,512
1529766520,1,46
1529766522,2,511
1529766523,3,293
1529766524,1,87
1529766525,1,67
1529766527,3,286
1529766528,1,72
1529766529,2,445
1529766530,1,134
1529766532,3,1022
1529766534,1,26
1529766536,3,1070
1529766537,2,185
1529766538,1,417
1529766540,4,449
1529766541,3,50
1529766542,1,37
1529766543,1,34
1529766545,1,556
1529766546,3,444
1529766547,1,24
1529766548,1,22
1529766550,2,606
1529766551,1,165
1529766552,2,452
1529766554,2,143
1529766555,1,40
1529766556,1,378
1529766557,1,142
1529766558,1,30
1529766559,1,38
1529766561,2,424
1529766562,2,440
1529766563,1,224
1529766565,3,577
1529766566,2,344
1529766568,2,270
1529766569,1,175
1529766571,2,1086
1529766572,2,63
1529766573,1,11
1529766574,3,242
1529766576,3,486
1529766577,2,279
1529766579,1,602
1529766580,2,469
1529766582,2,165
1529766583,2,46
1529766584,1,256
1529766585,2,306
1529766587,3,617
1529766588,1,455
1529766589,1,105
1529766591,3,328
1529766592,1,244
1529766594,3,646
1529766595,1,206
1529766596,1,260
1529766597,1,36
1529766599,3,553
1529766600,3,165
1529766601,2,253
1529766603,3,646
1529766604,1,226
1529766605,2,50
1529766607,1,309
1529766608,1,386
1529766610,3,378
1529766611,1,285
1529766612,1,362
1529766614,2,258
1529766615,1,514
1529766617,3,660
1529766618,1,234
1529766619,3,347
1529766620,3,53
1529766622,2,61
1529766624,2,1014
1529766625,1,417
1529766626,2,113
1529766627,3,77
1529766629,3,359
1529766630,1,31
1529766631,2,445
1529766633,2,301
1529766634,3,568
1529766636,3,466
1529766637,1,247
1529766638,1,172
1529766640,2,472
1529766641,3,479
1529766642,3,231
1529766643,1,81
1529766645,2,697
1529766646,1,45
1529766648,1,284
1529766649,3,368
1529766650,3,236
1529766651,1,26
1529766652,3,79
1529766654,3,408
1529766655,2,142
1529766656,3,221
1529766658,2,487
1529766659,3,264
1529766661,3,891
1529766663,4,611
1529766664,3,538
1529766666,4,449
1529766667,3,94
1529766668,3,130
1529766669,2,50
1529766670,2,178
1529766672,1,359
1529766673,3,614
1529766675,3,443
1529766676,3,394
1529766678,3,511
1529766679,2,474
1529766680,1,85
1529766681,1,35
1529766683,3,256
1529766684,3,305
1529766686,3,571
1529766687,1,214
1529766688,3,365
1529766689,1,26
1529766690,1,36
1529766692,3,409
1529766693,1,132
1529766694,2,205
1529766695,1,20
1529766697,3,378
1529766698,4,282
1529766699,1,175
1529766700,1,90
1529766701,1,28
1529766702,3,63
1529766704,2,743
1529766706,3,282
1529766708,4,920
1529766709,2,565
1529766711,3,438
1529766712,3,341
1529766714,2,550
1529766715,3,279
1529766716,3,101
1529766717,3,354
1529766719,2,497
1529766720,3,398
1529766722,1,184
1529766723,2,288
1529766724,1,182
1529766725,1,115
1529766727,2,477
1529766728,3,546
1529766730,1,230
1529766731,2,269
1529766732,1,42
1529766733,1,152
1529766734,2,328
1529766736,1,311
1529766737,2,139
1529766738,3,438
1529766740,1,298
1529766741,1,89
1529766742,1,23
1529766744,2,683
1529766745,1,24
1529766746,2,679
1529766747,1,23
1529766749,2,723
1529766750,2,195
1529766751,2,66
1529766753,1,243
1529766754,1,428
1529766755,2,61
1529766757,3,318
1529766758,3,594
1529766759,1,28
1529766761,3,512
1529766762,2,224
1529766763,2,366
1529766765,3,201
1529766766,3,88
1529766767,1,536
1529766769,2,448
1529766770,1,39
1529766771,3,408
1529766772,1,47
1529766774,3,186
1529766775,3,720
1529766777,1,185
1529766778,2,325
1529766779,3,194
1529766780,2,49
1529766781,1,77
1529766782,1,66
1529766784,2,254
1529766785,1,117
1529766786,2,389
1529766788,2,571
1529766789,3,165
1529766790,2,49
1529766792,3,648
1529766793,1,27
1529766794,2,449
1529766796,1,253
1529766797,1,195
1529766798,2,258
1529766800,3,503
1529766801,3,137
1529766802,2,64
1529766803,1,199
1529766804,2,56
1529766805,1,265
1529766807,2,536
1529766808,2,113
1529766809,3,301
1529766811,1,113
1529766812,2,564
1529766813,1,43
1529766814,1,231
1529766816,1,91
1529766817,2,518
1529766818,1,188
1529766820,1,283
1529766821,3,132
1529766822,2,150
1529766823,3,416
1529766825,1,147
1529766826,3,118
1529766827,2,494
1529766828,2,42
1529766830,3,348
1529766831,1,31
1529766832,2,444
1529766833,1,183
1529766835,2,156
1529766836,2,292
1529766837,2,298
1529766838,1,244
1529766840,1,40
1529766841,3,283
1529766842,2,328
1529766843,1,201
1529766845,1,92
1529766846,2,210
1529766847,2,111
1529766848,2,277
1529766849,1,27
1529766850,2,57
1529766851,1,82
1529766853,1,462
1529766855,3,548
1529766856,1,166
1529766857,2,385
1529766858,1,185
1529766860,3,835
1529766861,2,58
1529766862,1,32
1529766863,3,62
1529766865,2,459
1529766866,2,252
1529766868,2,333
1529766869,1,70
1529766870,3,527
1529766873,3,1868
1529766874,3,258
1529766876,2,137
1529766877,1,447
1529766878,2,228
1529766880,1,302
1529766881,1,24
1529766882,1,166
1529766883,1,25
1529766884,2,189
1529766885,2,166
1529766887,2,176
1529766888,3,312
1529766889,3,518
1529766891,3,479
1529766892,1,42
1529766893,2,41
1529766894,1,213
1529766895,1,33
1529766897,3,188
1529766898,3,169
1529766899,2,310
1529766900,3,203
1529766901,1,26
1529766903,4,312
1529766904,1,24
1529766905,1,28
