  QueueTimes | ServiceTimes | SojournTimes
       0.204 |        0.928 |        1.132
       1.115 |        0.813 |        1.929
       0.168 |        4.513 |        4.681
       4.697 |        0.792 |        5.489
       5.072 |        2.321 |        7.393
       7.028 |        0.589 |        7.618
       4.786 |        0.689 |        5.475
       2.268 |        0.664 |        2.932
       2.027 |        4.411 |        6.438
       0.195 |        2.991 |        3.186
       3.057 |        1.068 |        4.125
       1.382 |        2.669 |        4.051
       1.969 |        0.564 |        2.533
       1.970 |        5.368 |        7.338
       0.190 |        0.997 |        1.187
       0.203 |        4.942 |        5.145
       3.605 |        1.828 |        5.433
       0.259 |        1.417 |        1.676
       0.213 |        4.265 |        4.478
       4.407 |        1.207 |        5.613
       3.817 |        0.688 |        4.505
       0.672 |        0.701 |        1.373
       0.714 |        1.487 |        2.201
       1.775 |        4.714 |        6.490
       0.195 |        1.008 |        1.204
       0.605 |        4.252 |        4.857
       3.867 |        3.888 |        7.755
       5.943 |        3.238 |        9.181
       7.415 |        1.261 |        8.676
       5.089 |        1.650 |        6.739
       6.287 |        2.689 |        8.976
       6.593 |        4.018 |       10.611
       6.363 |        3.365 |        9.729
       4.451 |        1.073 |        5.524
       2.395 |        0.743 |        3.139
       0.164 |        0.706 |        0.871
       0.182 |        0.969 |        1.151
       0.206 |        2.308 |        2.513
       2.357 |        0.792 |        3.149
       1.465 |        1.131 |        2.596
       0.200 |        1.002 |        1.203
       0.196 |        0.782 |        0.979
       0.197 |        0.941 |        1.138
       0.148 |        0.802 |        0.951
       0.197 |        0.696 |        0.893
       0.194 |        1.080 |        1.274
       0.194 |        0.641 |        0.835
       0.194 |        0.806 |        1.001
       0.197 |        1.093 |        1.290
       0.189 |        1.587 |        1.776
       0.192 |        1.760 |        1.953
       0.365 |        1.168 |        1.533
       1.527 |        5.064 |        6.591
       6.133 |        0.746 |        6.879
       6.459 |        4.798 |       11.257
       9.975 |        0.597 |       10.571
       9.842 |        0.546 |       10.388
       8.826 |        0.739 |        9.565
       2.252 |        3.866 |        6.118
       4.020 |        2.595 |        6.615
       2.375 |        1.707 |        4.082
       2.176 |        1.532 |        3.708
       3.428 |        0.535 |        3.963
       3.252 |        1.054 |        4.307
       4.191 |        2.333 |        6.524
       2.350 |        0.793 |        3.144
       0.181 |        1.055 |        1.236
       0.206 |        1.270 |        1.476
       0.172 |        1.430 |        1.602
       0.194 |        2.537 |        2.731
       0.460 |        1.375 |        1.835
       1.270 |        1.623 |        2.893
       1.710 |        0.683 |        2.393
       0.265 |        3.622 |        3.887
       0.138 |        3.879 |        4.017
       1.489 |        1.078 |        2.567
       0.737 |        5.334 |        6.071
       2.765 |        2.240 |        5.005
       3.831 |        0.689 |        4.519
       2.539 |        0.590 |        3.129
       0.177 |        1.817 |        1.994
       0.189 |        4.447 |        4.636
       4.215 |        2.012 |        6.227
       3.837 |        0.907 |        4.744
       1.553 |        0.726 |        2.278
       1.726 |        1.355 |        3.081
       0.135 |        2.013 |        2.147
       0.190 |        0.762 |        0.952
       0.221 |        1.548 |        1.769
       0.887 |        0.579 |        1.466
       0.169 |        1.544 |        1.713
       1.534 |        2.232 |        3.767
       0.988 |        0.892 |        1.880
       0.186 |        0.834 |        1.021
       0.195 |        1.389 |        1.584
       0.194 |        1.189 |        1.383
       0.207 |        1.228 |        1.435
       1.240 |        1.516 |        2.756
       2.684 |        1.560 |        4.244
       2.783 |        1.160 |        3.943
       0.194 |        1.235 |        1.428
       0.627 |        2.131 |        2.758
       2.220 |        0.900 |        3.120
       2.510 |        2.139 |        4.648
       0.202 |        3.246 |        3.449
       1.076 |        1.762 |        2.838
       1.567 |        3.407 |        4.975
       4.821 |        0.640 |        5.461
       2.133 |        4.802 |        6.935
       4.838 |        2.267 |        7.105
       7.005 |        1.111 |        8.116
       7.087 |        2.843 |        9.931
       8.013 |        0.750 |        8.763
       2.001 |        5.012 |        7.013
       0.595 |        1.026 |        1.621
       0.186 |        1.850 |        2.036
       0.197 |        1.373 |        1.570
       1.459 |        0.666 |        2.124
       2.034 |        0.787 |        2.822
       1.705 |        4.975 |        6.680
       0.174 |        3.245 |        3.419
       1.025 |        1.015 |        2.039
       0.185 |        0.822 |        1.006
       0.197 |        0.732 |        0.929
       0.315 |        0.640 |        0.955
       0.450 |        0.990 |        1.440
       0.868 |        0.651 |        1.519
       1.153 |        2.426 |        3.579
       0.175 |        0.966 |        1.141
       0.515 |        0.656 |        1.171
       0.507 |        3.343 |        3.850
       1.418 |        0.566 |        1.984
       1.326 |        0.842 |        2.167
       0.844 |        0.865 |        1.709
       0.186 |        0.699 |        0.885
       0.184 |        0.775 |        0.959
       0.199 |        0.731 |        0.930
       0.195 |        3.129 |        3.324
       1.128 |        0.974 |        2.102
       0.891 |        1.528 |        2.419
       1.504 |        2.868 |        4.372
       2.724 |        3.202 |        5.926
       5.504 |        0.980 |        6.483
       0.210 |        2.366 |        2.576
       0.943 |        1.656 |        2.598
       2.274 |        0.882 |        3.155
       0.148 |        0.945 |        1.093
       0.221 |        0.634 |        0.855
       0.698 |        0.926 |        1.623
       0.119 |        4.061 |        4.179
       0.195 |        0.692 |        0.887
       0.179 |        2.204 |        2.383
       0.145 |        1.665 |        1.810
       0.192 |        0.647 |        0.839
       0.186 |        1.349 |        1.535
       0.959 |        4.184 |        5.143
       0.186 |        2.346 |        2.532
       0.194 |        0.894 |        1.088
       0.144 |        0.721 |        0.866
       0.302 |        0.967 |        1.269
       0.159 |        0.656 |        0.814
       0.193 |        0.668 |        0.861
       0.192 |        4.707 |        4.900
       2.366 |        2.323 |        4.689
       2.227 |        1.194 |        3.421
       2.425 |        3.147 |        5.573
       4.135 |        0.739 |        4.873
       3.663 |        2.850 |        6.512
       5.245 |        1.838 |        7.083
       2.068 |        2.377 |        4.445
       0.196 |        1.453 |        1.649
       0.196 |        0.858 |        1.055
       1.033 |        0.692 |        1.725
       0.183 |        1.993 |        2.176
       1.246 |        0.701 |        1.947
       0.187 |        0.636 |        0.823
       0.201 |        1.241 |        1.442
       0.197 |        2.048 |        2.245
       1.283 |        1.124 |        2.406
       1.479 |        0.800 |        2.278
       0.192 |        1.141 |        1.334
       0.151 |        1.637 |        1.789
       0.564 |        0.775 |        1.339
       0.188 |        2.756 |        2.944
       1.266 |        0.960 |        2.227
       0.192 |        1.054 |        1.247
       0.614 |        3.103 |        3.718
       2.566 |        3.749 |        6.315
       5.839 |        1.338 |        7.177
       6.537 |        2.223 |        8.760
       5.835 |        3.745 |        9.580
       5.699 |        0.873 |        6.572
       4.719 |        0.964 |        5.684
       4.897 |        0.957 |        5.853
       0.184 |        1.812 |        1.996
       1.588 |        2.697 |        4.285
       1.072 |        0.719 |        1.791
       0.184 |        2.058 |        2.242
       0.191 |        0.652 |        0.843
       0.189 |        1.427 |        1.616
       1.147 |        0.589 |        1.736
       1.111 |        2.741 |        3.852
       2.189 |        1.064 |        3.253
       1.322 |        0.976 |        2.298
       0.197 |        1.490 |        1.688
       0.149 |        1.066 |        1.215
       1.057 |        2.063 |        3.120
       2.579 |        1.433 |        4.012
       0.191 |        1.866 |        2.057
       0.192 |        1.891 |        2.084
       0.180 |        2.790 |        2.970
       2.791 |        1.285 |        4.076
       3.902 |        2.413 |        6.315
       5.407 |        1.123 |        6.530
       6.157 |        1.084 |        7.241
       6.640 |        0.782 |        7.422
       3.112 |        0.666 |        3.778
       3.793 |        4.400 |        8.193
       7.262 |        1.112 |        8.374
       3.754 |        4.195 |        7.949
       7.437 |        0.775 |        8.212
       4.516 |        0.829 |        5.345
       0.946 |        0.676 |        1.622
       0.197 |        2.715 |        2.913
       2.090 |        1.043 |        3.133
       2.888 |        0.790 |        3.678
       0.161 |        0.651 |        0.811
       0.195 |        0.627 |        0.823
       0.189 |        0.694 |        0.884
       0.194 |        0.861 |        1.055
       0.200 |        0.921 |        1.121
       0.266 |        2.312 |        2.578
       2.436 |        0.675 |        3.111
       0.857 |        1.021 |        1.878
       0.187 |        2.506 |        2.692
       2.002 |        1.408 |        3.410
       3.139 |        1.476 |        4.614
       3.795 |        1.106 |        4.900
       4.799 |        1.476 |        6.275
       5.026 |        1.469 |        6.495
       4.824 |        0.920 |        5.745
       1.107 |        4.272 |        5.379
       3.174 |        1.257 |        4.431
       3.644 |        0.690 |        4.334
       3.741 |        0.967 |        4.708
       0.184 |        0.843 |        1.026
       0.954 |        0.658 |        1.612
       0.183 |        1.914 |        2.097
       0.194 |        0.657 |        0.851
       0.194 |        0.856 |        1.049
       0.194 |        0.936 |        1.130
       0.195 |        1.665 |        1.860
       0.800 |        0.748 |        1.549
       0.179 |        1.726 |        1.905
       0.197 |        3.339 |        3.536
       3.405 |        2.326 |        5.732
       4.883 |        4.290 |        9.173
       8.556 |        0.673 |        9.229
       8.580 |        0.946 |        9.526
       3.512 |        1.142 |        4.655
       4.251 |        1.767 |        6.018
       4.817 |        0.622 |        5.439
       2.032 |        0.949 |        2.982
       2.209 |        0.524 |        2.733
       0.152 |        0.769 |        0.921
       0.192 |        0.725 |        0.917
       0.646 |        0.770 |        1.416
       1.445 |        1.390 |        2.835
       2.394 |        1.286 |        3.680
       0.186 |        1.347 |        1.533
       0.172 |        0.824 |        0.996
       0.784 |        1.889 |        2.673
       2.501 |        0.642 |        3.143
       3.128 |        1.809 |        4.937
       0.201 |        0.895 |        1.097
       0.189 |        0.742 |        0.932
       0.658 |        3.776 |        4.433
       3.128 |        0.734 |        3.862
       0.188 |        2.910 |        3.098
       0.196 |        5.055 |        5.251
       3.945 |        1.387 |        5.332
       5.281 |        4.217 |        9.498
      25.524 |        3.035 |       28.559
      26.043 |        1.169 |       27.212
      18.949 |        1.394 |       20.343
      19.320 |        0.752 |       20.073
      17.997 |        0.754 |       18.751
      15.986 |        2.265 |       18.251
      11.880 |        2.801 |       14.681
       6.882 |        0.908 |        7.790
       4.874 |        2.314 |        7.189
       3.548 |        1.050 |        4.598
       1.611 |        2.853 |        4.465
       0.156 |        0.667 |        0.823
       0.193 |        2.122 |        2.315
       0.186 |        3.891 |        4.076
       1.121 |        0.949 |        2.070
       0.188 |        1.175 |        1.363
       0.203 |        1.200 |        1.403
       1.254 |        0.823 |        2.077
       0.185 |        2.243 |        2.428
       0.194 |        0.925 |        1.118
       0.703 |        0.649 |        1.351
       0.190 |        0.472 |        0.661
       0.191 |        0.650 |        0.840
       3.520 |        0.362 |        3.882
       0.771 |        3.505 |        4.276
       1.251 |        1.790 |        3.041
       2.713 |        3.736 |        6.450
       6.229 |        1.728 |        7.958
       5.358 |        0.964 |        6.322
       3.415 |        2.332 |        5.747
       2.328 |        2.168 |        4.496
       3.203 |        1.107 |        4.311
       0.195 |        2.343 |        2.538
       0.192 |        1.177 |        1.368
       0.197 |        2.038 |        2.236
       0.838 |        2.777 |        3.615
       0.187 |        1.075 |        1.262
       0.174 |        2.128 |        2.301
       1.979 |        0.959 |        2.939
       0.192 |        0.786 |        0.978
       0.824 |        0.888 |        1.712
       0.183 |        0.538 |        0.721
       0.204 |        0.672 |        0.875
       0.191 |        1.258 |        1.450
       0.196 |        0.630 |        0.827
       0.495 |        1.088 |        1.584
       0.178 |        0.780 |        0.958
       0.857 |        2.278 |        3.135
       0.185 |        1.928 |        2.113
       0.197 |        0.718 |        0.916
       0.193 |        2.370 |        2.563
       0.674 |        0.623 |        1.297
       1.097 |        0.658 |        1.755
       0.437 |        1.132 |        1.569
       0.189 |        2.756 |        2.946
       2.660 |        1.809 |        4.469
       4.381 |        4.826 |        9.207
       4.051 |        0.644 |        4.695
       4.517 |        0.772 |        5.288
       0.820 |        0.858 |        1.678
       0.833 |        1.288 |        2.120
       0.189 |        2.911 |        3.100
       2.815 |        0.669 |        3.484
       2.861 |        1.040 |        3.901
       0.370 |        0.589 |        0.959
       0.145 |        0.946 |        1.091
       0.187 |        0.654 |        0.840
       0.556 |        2.089 |        2.644
       0.129 |        0.992 |        1.121
       0.188 |        1.765 |        1.953
       0.615 |        4.263 |        4.878
       1.219 |        0.698 |        1.917
       1.776 |        1.764 |        3.540
       1.488 |        3.789 |        5.278
       5.086 |        0.639 |        5.725
       4.176 |        0.804 |        4.980
       0.195 |        1.106 |        1.301
       1.130 |        1.871 |        3.001
       0.196 |        1.300 |        1.496
       0.379 |        0.908 |        1.287
       0.187 |        4.245 |        4.432
       3.504 |        1.909 |        5.413
       3.664 |        4.855 |        8.519
       5.809 |        0.763 |        6.572
       5.311 |        1.198 |        6.509
       2.324 |        1.761 |        4.085
       0.188 |        3.940 |        4.128
       3.144 |        1.635 |        4.779
       2.518 |        0.759 |        3.277
       2.313 |        3.606 |        5.919
       5.459 |        0.736 |        6.195
       5.504 |        0.818 |        6.322
       3.903 |        2.893 |        6.795
       6.022 |        1.141 |        7.163
       6.965 |        0.946 |        7.910
       5.602 |        0.674 |        6.276
       0.201 |        1.132 |        1.333
       0.178 |        0.961 |        1.139
       0.190 |        2.750 |        2.940
       2.732 |        0.586 |        3.318
       3.186 |        3.921 |        7.107
       3.573 |        0.661 |        4.234
       3.486 |        2.231 |        5.717
       1.980 |        1.681 |        3.661
       1.800 |        0.698 |        2.497
       0.811 |        0.670 |        1.481
       0.177 |        1.721 |        1.899
       0.174 |        0.762 |        0.936
       0.802 |        1.766 |        2.568
       1.992 |        0.502 |        2.493
       0.190 |        0.686 |        0.876
       0.223 |        2.431 |        2.654
       0.798 |        4.924 |        5.721
       5.700 |        1.687 |        7.387
       0.193 |        1.868 |        2.061
       0.214 |        1.138 |        1.352
       0.196 |        1.020 |        1.216
       0.192 |        0.867 |        1.059
       0.936 |        2.201 |        3.137
       2.512 |        0.919 |        3.431
       2.899 |        0.725 |        3.623
       3.581 |        0.678 |        4.259
       3.206 |        0.972 |        4.177
       2.591 |        2.158 |        4.749
       0.195 |        0.558 |        0.753
       0.188 |        0.701 |        0.889
       0.196 |        4.552 |        4.749
       3.140 |        1.305 |        4.445
       2.879 |        1.151 |        4.030
       0.284 |        0.837 |        1.121
       0.473 |        4.127 |        4.600
       3.778 |        0.773 |        4.551
       0.187 |        3.170 |        3.356
       0.194 |        2.546 |        2.740
       0.192 |        0.856 |        1.048
       0.189 |        1.560 |        1.749
       1.130 |        0.854 |        1.984
       0.186 |        0.742 |        0.929
       0.529 |        2.812 |        3.341
       3.375 |        2.854 |        6.229
       5.566 |        0.972 |        6.538
       5.343 |        0.711 |        6.054
       5.121 |        4.338 |        9.459
       8.981 |        1.790 |       10.771
      10.556 |        3.021 |       13.576
      13.225 |        2.745 |       15.970
       6.353 |        1.262 |        7.615
       0.186 |        1.193 |        1.378
       0.203 |        1.498 |        1.701
       1.304 |        1.777 |        3.081
       2.580 |        3.109 |        5.689
       5.503 |        0.724 |        6.227
       5.770 |        0.565 |        6.335
       4.695 |        1.325 |        6.021
       3.834 |        1.558 |        5.392
       3.250 |        2.658 |        5.908
       4.991 |        1.374 |        6.365
       3.629 |        1.699 |        5.328
       5.194 |        4.025 |        9.219
       4.233 |        1.826 |        6.058
       4.696 |        3.569 |        8.266
       4.057 |        1.512 |        5.569
       2.109 |        0.568 |        2.677
       0.200 |        0.713 |        0.913
       0.411 |        2.381 |        2.792
       0.752 |        0.931 |        1.683
       0.179 |        2.639 |        2.818
       0.201 |        1.567 |        1.769
       0.189 |        0.732 |        0.921
       0.197 |        0.791 |        0.988
       0.380 |        4.882 |        5.263
       5.172 |        4.951 |       10.123
       7.243 |        2.013 |        9.256
       4.329 |        1.523 |        5.852
       4.139 |        0.943 |        5.082
       1.646 |        0.654 |        2.300
       2.140 |        1.961 |        4.102
       0.529 |        1.104 |        1.633
       0.186 |        0.512 |        0.698
       0.191 |        1.108 |        1.299
       0.456 |        1.869 |        2.325
       0.187 |        1.790 |        1.977
       0.175 |        1.357 |        1.532
       0.197 |        1.729 |        1.926
       1.093 |        0.885 |        1.979
       0.363 |        1.311 |        1.674
       0.201 |        2.607 |        2.808
       0.185 |        1.436 |        1.621
       1.500 |        1.000 |        2.500
       2.345 |        2.921 |        5.266
       2.222 |        3.632 |        5.854
       4.500 |        0.702 |        5.202
       0.241 |        1.886 |        2.126
       0.168 |        1.777 |        1.945
       0.185 |        3.242 |        3.427
       0.921 |        0.877 |        1.798
       1.478 |        1.799 |        3.277
       0.375 |        1.740 |        2.115
       2.093 |        1.425 |        3.518
       1.066 |        1.009 |        2.075
       1.130 |        0.742 |        1.872
       0.233 |        3.510 |        3.744
       1.707 |        0.474 |        2.181
       0.679 |        1.179 |        1.858
       0.796 |        0.770 |        1.566
       0.192 |        1.016 |        1.208
       0.194 |        1.306 |        1.500
       0.199 |        1.055 |        1.254
       0.171 |        1.634 |        1.806
       1.401 |        1.192 |        2.593
       2.337 |        1.188 |        3.525
       0.744 |        0.737 |        1.481
       0.190 |        1.910 |        2.100
       1.313 |        3.539 |        4.852
       4.423 |        1.638 |        6.061
       4.373 |        0.939 |        5.311
       5.146 |        1.245 |        6.391
       6.099 |        0.899 |        6.998
       4.051 |        3.299 |        7.350
       4.481 |        0.653 |        5.133
       4.231 |        2.349 |        6.580
       5.367 |        1.024 |        6.391
       0.185 |        0.794 |        0.979
       0.195 |        0.601 |        0.796
       0.183 |        0.617 |        0.800
       0.670 |        0.721 |        1.391
       0.532 |        1.267 |        1.799
       0.180 |        1.556 |        1.736
       0.177 |        2.055 |        2.232
       0.198 |        3.958 |        4.157
       0.195 |        0.711 |        0.906
       0.441 |        0.681 |        1.122
       0.180 |        4.274 |        4.454
       1.602 |        0.598 |        2.201
       1.272 |        1.701 |        2.974
       1.946 |        0.849 |        2.794
       2.788 |        1.249 |        4.037
       0.191 |        0.812 |        1.003
       0.193 |        1.638 |        1.831
       0.191 |        0.940 |        1.130
       0.205 |        1.148 |        1.354
       4.194 |        2.501 |        6.695
       3.193 |        2.673 |        5.866
       1.633 |        0.962 |        2.596
       0.141 |        1.009 |        1.150
       0.197 |        0.742 |        0.938
       0.193 |        3.871 |        4.064
       3.278 |        0.662 |        3.940
       0.188 |        1.837 |        2.025
       0.198 |        3.850 |        4.048
       1.845 |        4.689 |        6.533
       5.001 |        1.221 |        6.222
       4.056 |        0.793 |        4.850
       4.563 |        0.833 |        5.396
       2.575 |        0.833 |        3.407
       0.193 |        0.599 |        0.792
       0.200 |        1.033 |        1.233
       0.849 |        0.615 |        1.464
       1.435 |        0.626 |        2.061
       0.190 |        0.777 |        0.967
       0.201 |        0.971 |        1.172
       0.190 |        0.727 |        0.917
       0.178 |        0.675 |        0.854
       0.197 |        1.653 |        1.850
       0.200 |        0.700 |        0.900
       0.193 |        4.787 |        4.980
       4.306 |        1.738 |        6.044
       4.933 |        0.650 |        5.583
       5.153 |        0.784 |        5.936
       4.719 |        1.255 |        5.974
       3.855 |        1.158 |        5.013
       4.405 |        1.100 |        5.505
       4.882 |        1.875 |        6.757
       0.196 |        0.853 |        1.049
       0.189 |        2.365 |        2.554
       2.200 |        1.892 |        4.091
       2.432 |        2.000 |        4.433
       0.141 |        0.578 |        0.719
       0.196 |        0.956 |        1.153
       0.203 |        0.939 |        1.141
       1.130 |        0.837 |        1.967
       0.167 |        0.602 |        0.769
       0.199 |        2.179 |        2.378
       0.186 |        0.713 |        0.899
       0.194 |        0.723 |        0.917
       0.190 |        0.655 |        0.845
       0.713 |        1.563 |        2.276
       0.640 |        1.029 |        1.670
       1.006 |        0.671 |        1.677
       0.190 |        1.036 |        1.226
       0.228 |        1.155 |        1.383
       0.654 |        0.964 |        1.618
       0.141 |        1.649 |        1.790
       0.473 |        5.070 |        5.543
       4.137 |        0.872 |        5.009
       0.813 |        1.772 |        2.585
       0.188 |        3.791 |        3.979
       2.770 |        1.505 |        4.275
       2.757 |        2.649 |        5.406
       0.193 |        0.960 |        1.153
       0.193 |        0.688 |        0.881
       0.160 |        1.008 |        1.168
       0.186 |        1.071 |        1.257
       0.187 |        0.538 |        0.725
       0.710 |        3.979 |        4.688
       0.664 |        0.681 |        1.345
       0.186 |        0.599 |        0.785
       0.196 |        4.450 |        4.646
       4.770 |        0.937 |        5.706
       5.169 |        0.991 |        6.161
       4.379 |        0.965 |        5.343
       4.927 |        1.009 |        5.936
       3.160 |        2.307 |        5.467
       4.385 |        0.924 |        5.309
       1.713 |        0.639 |        2.352
       2.263 |        2.629 |        4.892
       3.056 |        1.129 |        4.185
       2.018 |        0.910 |        2.929
       2.390 |        2.213 |        4.603
       4.351 |        1.455 |        5.806
       5.301 |        0.757 |        6.058
       2.535 |        1.451 |        3.986
       0.185 |        2.734 |        2.919
       0.191 |        0.781 |        0.972
       0.180 |        0.667 |        0.847
       0.192 |        2.230 |        2.421
       2.350 |        0.293 |        2.643
       1.938 |        2.667 |        4.605
       3.549 |        1.389 |        4.939
       0.190 |        2.313 |        2.503
       0.198 |        2.310 |        2.508
       2.442 |        1.028 |        3.470
       1.382 |        3.394 |        4.776
       3.707 |        1.807 |        5.515
       4.807 |        0.504 |        5.311
       3.895 |        0.787 |        4.682
       3.602 |        0.550 |        4.152
       3.682 |        0.718 |        4.400
       4.089 |        3.623 |        7.712
       5.834 |        2.810 |        8.644
       8.213 |        0.937 |        9.150
       9.006 |        0.931 |        9.937
       8.469 |        3.565 |       12.035
      10.831 |        3.485 |       14.315
      12.810 |        1.088 |       13.899
      11.881 |        0.949 |       12.829
      12.825 |        4.312 |       17.138
      14.234 |        1.613 |       15.847
      14.372 |        0.984 |       15.357
       9.982 |        3.238 |       13.220
       9.747 |        0.830 |       10.577
       9.272 |        4.444 |       13.716
       8.237 |        0.636 |        8.873
       7.292 |        1.499 |        8.790
       7.032 |        1.197 |        8.228
       0.761 |        1.605 |        2.366
       0.227 |        2.220 |        2.446
       0.441 |        3.245 |        3.686
       3.403 |        0.937 |        4.340
       3.767 |        3.833 |        7.599
       0.195 |        1.623 |        1.818
       0.194 |        0.736 |        0.929
       0.193 |        0.649 |        0.842
       0.184 |        0.721 |        0.905
       0.136 |        1.127 |        1.263
       0.314 |        0.657 |        0.971
       0.186 |        2.682 |        2.868
       1.837 |        0.609 |        2.446
       1.300 |        1.105 |        2.406
       1.991 |        0.598 |        2.589
       0.261 |        0.642 |        0.903
       0.170 |        0.932 |        1.102
       0.169 |        3.134 |        3.303
       2.986 |        0.718 |        3.704
       1.819 |        1.255 |        3.074
       1.774 |        1.442 |        3.215
       0.201 |        1.149 |        1.350
       0.189 |        1.744 |        1.933
       1.009 |        3.628 |        4.637
       3.637 |        2.043 |        5.681
       2.986 |        1.107 |        4.093
       2.766 |        2.240 |        5.006
       3.392 |        0.766 |        4.158
       0.194 |        1.057 |        1.251
       1.108 |        1.093 |        2.201
       0.184 |        1.053 |        1.238
       1.205 |        1.168 |        2.372
       0.569 |        0.732 |        1.301
       0.598 |        0.606 |        1.204
       0.176 |        0.711 |        0.886
       0.189 |        1.477 |        1.666
       0.184 |        0.825 |        1.009
       0.797 |        3.107 |        3.905
       0.190 |        1.597 |        1.787
       0.189 |        1.290 |        1.479
       0.846 |        0.886 |        1.732
       0.180 |        0.908 |        1.088
       0.577 |        0.799 |        1.376
       1.154 |        3.016 |        4.170
       3.134 |        2.443 |        5.576
       4.927 |        2.789 |        7.716
       3.996 |        0.715 |        4.711
       0.189 |        0.655 |        0.844
       0.195 |        1.009 |        1.205
       1.065 |        0.678 |        1.743
       0.193 |        3.500 |        3.693
       0.193 |        0.712 |        0.905
       0.192 |        1.053 |        1.245
       0.194 |        2.571 |        2.765
       0.190 |        0.744 |        0.933
       0.967 |        3.981 |        4.948
       3.228 |        3.518 |        6.746
       0.189 |        0.714 |        0.903
       0.659 |        1.225 |        1.884
       0.184 |        0.672 |        0.857
       0.193 |        2.411 |        2.603
       2.618 |        2.163 |        4.781
       0.260 |        1.342 |        1.603
       0.166 |        0.807 |        0.973
       0.172 |        3.401 |        3.572
       1.830 |        1.118 |        2.948
       2.380 |        4.272 |        6.652
       2.689 |        1.338 |        4.027
       0.188 |        0.872 |        1.059
       0.152 |        1.532 |        1.684
       0.195 |        1.940 |        2.135
       1.890 |        4.634 |        6.524
       4.081 |        0.865 |        4.946
       3.985 |        0.689 |        4.675
       3.834 |        2.951 |        6.785
       3.356 |        1.634 |        4.990
       0.245 |        0.735 |        0.980
       0.186 |        4.579 |        4.765
       0.194 |        0.685 |        0.879
       0.202 |        1.150 |        1.352
       0.195 |        1.067 |        1.263
       0.194 |        1.167 |        1.362
       0.190 |        0.749 |        0.939
       0.193 |        0.650 |        0.843
       0.207 |        0.860 |        1.066
       0.197 |        0.767 |        0.965
       0.272 |        0.979 |        1.251
       0.188 |        1.278 |        1.466
       1.199 |        3.760 |        4.959
       2.685 |        0.804 |        3.489
       3.402 |        2.529 |        5.931
       3.640 |        3.149 |        6.789
       4.026 |        1.483 |        5.509
       4.021 |        0.665 |        4.686
       0.187 |        0.758 |        0.945
       0.187 |        0.490 |        0.677
       0.483 |        1.706 |        2.189
       0.195 |        3.187 |        3.381
       0.191 |        1.402 |        1.593
       0.197 |        0.805 |        1.002
       0.189 |        1.612 |        1.802
       0.205 |        1.059 |        1.265
       0.836 |        0.732 |        1.568
       0.187 |        0.624 |        0.811
       0.189 |        0.859 |        1.048
       0.192 |        0.800 |        0.993
       0.187 |        1.392 |        1.579
       0.654 |        1.228 |        1.882
       0.191 |        2.540 |        2.731
       2.429 |        0.627 |        3.055
       0.194 |        0.614 |        0.808
       0.274 |        3.008 |        3.282
       1.598 |        2.268 |        3.866
       3.650 |        0.635 |        4.286
       2.007 |        3.006 |        5.013
       1.187 |        0.609 |        1.795
       1.554 |        2.603 |        4.157
       3.351 |        0.872 |        4.223
       3.376 |        1.296 |        4.672
       4.316 |        3.491 |        7.807
       6.437 |        1.179 |        7.616
       5.840 |        2.405 |        8.245
       7.875 |        1.745 |        9.620
       7.476 |        0.654 |        8.130
       0.278 |        4.097 |        4.375
       2.251 |        0.755 |        3.007
       1.562 |        0.982 |        2.544
       1.922 |        3.902 |        5.824
       3.783 |        0.871 |        4.654
       4.169 |        0.718 |        4.887
       0.986 |        0.779 |        1.765
       1.642 |        1.404 |        3.046
       1.727 |        1.290 |        3.016
       0.190 |        3.381 |        3.571
       2.996 |        0.703 |        3.699
       0.189 |        0.639 |        0.828
       0.179 |        1.194 |        1.373
       0.520 |        3.425 |        3.945
       2.244 |        0.829 |        3.073
       0.200 |        4.504 |        4.704
       4.343 |        0.920 |        5.262
       4.108 |        0.651 |        4.759
       1.378 |        0.739 |        2.117
       0.185 |        2.153 |        2.338
       1.847 |        1.457 |        3.303
       0.939 |        2.173 |        3.111
       1.425 |        3.400 |        4.825
       2.288 |        1.063 |        3.351
       0.191 |        0.737 |        0.929
       0.194 |        2.983 |        3.177
       0.963 |        1.077 |        2.040
       1.750 |        0.723 |        2.473
       0.195 |        0.710 |        0.906
       0.318 |        1.973 |        2.291
       0.190 |        3.615 |        3.805
       0.193 |        1.561 |        1.755
       0.192 |        4.383 |        4.576
       0.197 |        0.520 |        0.717
       0.190 |        1.080 |        1.270
       0.195 |        0.927 |        1.121
       0.194 |        4.355 |        4.549
       4.548 |        0.710 |        5.258
       4.307 |        0.671 |        4.978
       4.575 |        0.522 |        5.097
       1.363 |        0.774 |        2.138
       0.209 |        1.779 |        1.988
       1.943 |        1.090 |        3.033
       1.898 |        2.111 |        4.009
       2.886 |        0.779 |        3.665
       0.191 |        3.187 |        3.378
       0.187 |        1.581 |        1.769
       0.157 |        3.239 |        3.396
       2.042 |        0.787 |        2.828
       2.293 |        0.620 |        2.913
       1.314 |        2.513 |        3.827
       2.244 |        1.221 |        3.465
       0.192 |        1.514 |        1.706
       1.480 |        4.013 |        5.493
       4.978 |        0.914 |        5.892
       4.869 |        1.150 |        6.019
       5.728 |        0.712 |        6.440
       6.245 |        0.793 |        7.038
       5.751 |        4.258 |       10.009
       7.925 |        4.756 |       12.681
      11.779 |        4.319 |       16.098
