  QueueTimes | ServiceTimes | SojournTimes
       0.675 |        0.778 |        1.453
       1.126 |        2.812 |        3.938
       0.193 |        2.201 |        2.394
       0.195 |        1.975 |        2.170
       0.890 |        0.687 |        1.576
       0.129 |        3.619 |        3.748
       3.115 |        4.270 |        7.384
       0.190 |        1.124 |        1.314
       1.019 |        0.660 |        1.679
       0.624 |        0.977 |        1.601
       0.185 |        4.081 |        4.266
       1.421 |        1.116 |        2.538
       0.681 |        0.786 |        1.467
       1.045 |        1.813 |        2.857
       1.666 |        0.638 |        2.303
       1.132 |        2.460 |        3.592
       3.425 |        0.772 |        4.198
       0.196 |        2.530 |        2.726
       1.480 |        0.686 |        2.167
       0.470 |        0.935 |        1.404
       0.175 |        0.864 |        1.039
       0.240 |        0.682 |        0.922
       0.191 |        0.656 |        0.847
       0.195 |        2.232 |        2.427
       0.197 |        4.960 |        5.156
       3.608 |        3.365 |        6.973
       5.852 |        3.548 |        9.400
       2.459 |        0.589 |        3.049
       2.912 |        1.312 |        4.224
       4.181 |        0.750 |        4.931
       4.424 |        0.810 |        5.235
       3.107 |        0.621 |        3.728
       0.198 |        4.643 |        4.841
       4.058 |        1.663 |        5.721
       5.175 |        0.744 |        5.919
       3.560 |        4.328 |        7.888
       7.798 |        0.720 |        8.518
       4.053 |        1.235 |        5.288
       1.678 |        1.137 |        2.815
       0.205 |        1.770 |        1.976
       0.183 |        0.824 |        1.008
       0.445 |        2.205 |        2.650
       0.188 |        2.738 |        2.926
       0.191 |        2.267 |        2.458
       0.189 |        0.611 |        0.799
       0.189 |        1.716 |        1.905
       1.836 |        0.754 |        2.590
       0.178 |        0.592 |        0.770
       0.344 |        2.287 |        2.631
       2.001 |        3.502 |        5.503
       3.678 |        0.838 |        4.515
       4.527 |        2.165 |        6.692
       0.276 |        1.234 |        1.510
       1.367 |        0.613 |        1.981
       0.769 |        0.883 |        1.652
       0.799 |        0.994 |        1.792
       0.188 |        0.684 |        0.871
       0.194 |        0.797 |        0.991
       0.190 |        3.254 |        3.445
       0.195 |        1.631 |        1.826
       0.189 |        2.618 |        2.807
       0.191 |        4.009 |        4.200
       1.537 |        4.555 |        6.093
       5.476 |        3.776 |        9.252
       3.358 |        0.910 |        4.269
       1.246 |        0.237 |        1.483
       0.198 |        4.409 |        4.607
       2.760 |        1.677 |        4.437
       4.135 |        4.399 |        8.534
       6.858 |        4.737 |       11.595
       9.298 |        1.275 |       10.573
       8.395 |        1.926 |       10.321
       9.312 |        0.626 |        9.937
       9.911 |        1.305 |       11.216
       8.268 |        0.869 |        9.137
       7.915 |        0.703 |        8.618
       7.806 |        2.282 |       10.088
       6.639 |        4.416 |       11.056
       5.892 |        1.116 |        7.008
       0.185 |        1.117 |        1.302
       0.691 |        0.881 |        1.572
       0.713 |        0.982 |        1.695
       1.003 |        3.441 |        4.444
       1.695 |        2.980 |        4.675
       4.303 |        1.043 |        5.346
       0.248 |        1.050 |        1.297
       0.151 |        2.264 |        2.415
       2.068 |        4.542 |        6.610
       5.693 |        3.315 |        9.007
       6.498 |        4.633 |       11.131
      10.975 |        2.266 |       13.241
      12.124 |        1.142 |       13.266
      12.719 |        0.797 |       13.517
       4.369 |        4.353 |        8.722
       8.241 |        3.396 |       11.637
       9.690 |        0.776 |       10.466
       9.775 |        1.884 |       11.659
      10.366 |        0.664 |       11.030
       6.757 |        0.685 |        7.442
       6.743 |        0.596 |        7.339
       6.871 |        0.874 |        7.746
       4.546 |        1.639 |        6.185
       4.002 |        0.872 |        4.874
       4.097 |        2.277 |        6.374
       5.081 |        2.388 |        7.469
       5.955 |        1.315 |        7.270
       5.563 |        4.738 |       10.301
       9.612 |        0.697 |       10.309
      10.280 |        0.663 |       10.944
       9.165 |        5.249 |       14.414
      14.075 |        0.820 |       14.895
      14.628 |        0.528 |       15.156
       9.415 |        1.195 |       10.610
       6.625 |        2.858 |        9.483
       9.324 |        1.983 |       11.307
       3.819 |        1.203 |        5.022
       2.691 |        0.956 |        3.647
       3.423 |        3.987 |        7.410
       5.000 |        1.636 |        6.635
       3.105 |        0.591 |        3.696
       3.139 |        1.122 |        4.261
       0.183 |        0.621 |        0.805
       0.144 |        0.842 |        0.986
       0.186 |        0.673 |        0.859
       0.174 |        0.856 |        1.030
       0.207 |        1.187 |        1.394
       0.313 |        2.685 |        2.999
       0.152 |        2.590 |        2.742
       0.199 |        1.344 |        1.543
       0.196 |        1.958 |        2.154
       1.474 |        0.717 |        2.191
       2.123 |        1.078 |        3.200
       2.814 |        0.617 |        3.431
       0.728 |        0.696 |        1.424
       1.406 |        1.096 |        2.502
       0.206 |        0.869 |        1.075
       0.257 |        0.691 |        0.948
       0.152 |        1.060 |        1.212
       0.132 |        1.407 |        1.539
       1.258 |        0.709 |        1.967
       0.175 |        2.870 |        3.045
       0.290 |        0.955 |        1.245
       0.141 |        1.304 |        1.445
       0.187 |        3.049 |        3.236
       0.172 |        4.494 |        4.667
       4.368 |        1.409 |        5.777
       5.643 |        3.065 |        8.707
       7.560 |        1.032 |        8.592
       8.208 |        4.381 |       12.589
      12.620 |        2.574 |       15.193
      11.140 |        1.631 |       12.771
      11.855 |        1.671 |       13.526
      12.501 |        1.157 |       13.658
      13.100 |        5.122 |       18.222
      15.370 |        0.721 |       16.091
      13.645 |        1.837 |       15.483
      14.884 |        0.715 |       15.599
      14.511 |        1.105 |       15.615
      15.375 |        1.195 |       16.570
      12.702 |        4.975 |       17.678
      11.157 |        0.867 |       12.023
      10.330 |        0.858 |       11.188
       9.677 |        4.692 |       14.369
      11.356 |        0.611 |       11.967
      10.840 |        2.861 |       13.701
      13.645 |        2.074 |       15.719
      11.315 |        0.686 |       12.001
      11.935 |        1.828 |       13.764
      12.182 |        1.820 |       14.002
       2.383 |        0.928 |        3.311
       1.845 |        0.933 |        2.778
       0.193 |        4.169 |        4.362
       3.914 |        0.693 |        4.608
       2.784 |        1.805 |        4.589
       1.867 |        0.631 |        2.497
       1.004 |        3.349 |        4.353
       0.392 |        0.767 |        1.159
       0.185 |        0.771 |        0.956
       0.196 |        4.425 |        4.621
       3.190 |        1.552 |        4.742
       4.465 |        0.663 |        5.128
       4.942 |        5.035 |        9.976
       9.435 |        4.757 |       14.191
      14.082 |        2.548 |       16.630
      11.458 |        1.680 |       13.138
      12.486 |        1.363 |       13.850
      12.287 |        4.161 |       16.449
      15.470 |        0.754 |       16.223
      15.864 |        0.882 |       16.747
      16.144 |        0.802 |       16.946
      13.235 |        4.813 |       18.048
      16.215 |        1.060 |       17.275
      13.880 |        0.733 |       14.613
      13.621 |        0.881 |       14.501
      13.248 |        1.469 |       14.717
      12.917 |        4.580 |       17.496
      12.573 |        2.803 |       15.377
      13.599 |        0.940 |       14.539
      10.412 |        1.321 |       11.733
      10.620 |        0.682 |       11.302
       9.045 |        1.421 |       10.466
       8.966 |        0.553 |        9.519
       8.887 |        0.933 |        9.820
       9.306 |        1.990 |       11.296
       1.646 |        0.661 |        2.307
       0.916 |        2.334 |        3.250
       2.769 |        0.834 |        3.603
       1.626 |        1.362 |        2.988
       0.191 |        3.162 |        3.353
       2.423 |        0.909 |        3.331
       0.184 |        1.209 |        1.393
       0.611 |        0.679 |        1.289
       0.173 |        0.771 |        0.945
       0.957 |        0.747 |        1.704
       0.181 |        1.312 |        1.493
       0.144 |        2.722 |        2.866
       2.580 |        1.343 |        3.924
       0.190 |        1.007 |        1.197
       0.195 |        0.510 |        0.705
       0.186 |        0.653 |        0.839
       0.192 |        4.914 |        5.106
       1.128 |        4.132 |        5.260
       0.946 |        3.182 |        4.129
       0.186 |        3.387 |        3.573
       0.194 |        1.260 |        1.455
       0.327 |        0.705 |        1.032
       0.184 |        2.008 |        2.192
       0.188 |        1.145 |        1.333
       0.191 |        0.748 |        0.940
       0.595 |        0.867 |        1.462
       1.372 |        0.538 |        1.910
       0.189 |        0.864 |        1.053
       0.173 |        2.724 |        2.897
       1.354 |        1.116 |        2.469
       0.191 |        2.535 |        2.726
       1.574 |        2.679 |        4.253
       3.385 |        0.721 |        4.106
       0.184 |        1.678 |        1.863
       1.694 |        1.317 |        3.011
       1.967 |        0.709 |        2.677
       0.191 |        0.634 |        0.825
       0.191 |        0.704 |        0.895
       0.196 |        1.816 |        2.011
       0.189 |        0.667 |        0.857
       0.557 |        0.697 |        1.255
       0.178 |        3.307 |        3.485
       3.265 |        1.050 |        4.316
       1.010 |        2.250 |        3.260
       0.429 |        0.822 |        1.251
       0.188 |        0.925 |        1.113
       0.189 |        0.449 |        0.638
       0.197 |        2.502 |        2.699
       0.188 |        1.091 |        1.280
       0.191 |        2.899 |        3.090
       0.484 |        1.605 |        2.089
       0.818 |        1.970 |        2.788
       2.567 |        1.544 |        4.111
       0.267 |        1.071 |        1.337
       0.141 |        2.812 |        2.953
       1.192 |        2.754 |        3.947
       0.185 |        2.520 |        2.705
       0.199 |        2.295 |        2.494
       0.181 |        1.283 |        1.464
       0.192 |        2.997 |        3.190
       0.192 |        0.739 |        0.931
       0.207 |        3.807 |        4.013
       2.854 |        1.068 |        3.922
       0.175 |        1.411 |        1.586
       0.537 |        1.127 |        1.664
       0.195 |        2.366 |        2.562
       2.362 |        0.940 |        3.303
       0.658 |        1.015 |        1.673
       0.184 |        0.649 |        0.834
       0.195 |        1.262 |        1.457
       1.247 |        0.690 |        1.937
       0.184 |        1.138 |        1.322
       0.190 |        0.657 |        0.846
       0.200 |        3.492 |        3.692
       3.677 |        0.568 |        4.246
       3.844 |        0.933 |        4.777
       3.822 |        3.584 |        7.406
       7.189 |        0.910 |        8.099
       7.819 |        0.673 |        8.492
       5.372 |        1.787 |        7.159
       6.183 |        2.544 |        8.727
       6.613 |        0.782 |        7.395
       3.774 |        0.653 |        4.427
       3.584 |        1.543 |        5.127
       4.441 |        1.625 |        6.067
       6.087 |        2.486 |        8.573
       8.249 |        2.078 |       10.327
       8.129 |        1.137 |        9.266
       5.484 |        3.956 |        9.441
       8.913 |        0.916 |        9.829
       0.364 |        2.434 |        2.798
       2.569 |        1.181 |        3.749
       3.474 |        0.861 |        4.334
       0.455 |        2.556 |        3.011
       2.215 |        3.508 |        5.723
       4.232 |        2.223 |        6.455
       5.982 |        2.094 |        8.077
       8.073 |        0.601 |        8.674
       1.280 |        0.696 |        1.977
       0.874 |        2.339 |        3.213
       2.685 |        1.089 |        3.774
       0.198 |        1.044 |        1.242
       0.195 |        1.849 |        2.044
       0.205 |        0.850 |        1.055
       0.292 |        2.312 |        2.604
       1.574 |        1.423 |        2.996
       1.576 |        3.768 |        5.344
       3.733 |        0.673 |        4.406
       0.186 |        0.782 |        0.968
       0.191 |        0.794 |        0.984
       0.191 |        0.611 |        0.801
       0.336 |        2.605 |        2.941
       1.415 |        0.628 |        2.043
       1.974 |        3.333 |        5.307
       3.082 |        0.917 |        4.000
       0.188 |        2.774 |        2.962
       2.427 |        0.978 |        3.405
       3.291 |        0.700 |        3.991
       0.177 |        2.223 |        2.400
       0.429 |        1.610 |        2.039
       1.808 |        3.591 |        5.399
       2.017 |        0.606 |        2.623
       1.160 |        3.473 |        4.633
       1.238 |        1.486 |        2.724
       0.190 |        2.650 |        2.840
       0.379 |        3.410 |        3.789
       2.424 |        0.763 |        3.187
       2.608 |        1.156 |        3.765
       0.920 |        1.385 |        2.305
       0.188 |        2.389 |        2.576
       0.194 |        1.769 |        1.963
       1.132 |        1.714 |        2.845
       2.477 |        1.387 |        3.864
       1.728 |        2.281 |        4.009
       2.194 |        1.373 |        3.567
       0.187 |        2.273 |        2.460
       1.508 |        0.865 |        2.373
       0.143 |        1.934 |        2.078
       0.191 |        1.845 |        2.036
       0.736 |        0.762 |        1.498
       1.210 |        0.741 |        1.951
       1.817 |        1.148 |        2.965
       0.184 |        2.006 |        2.190
       0.193 |        1.810 |        2.003
       1.568 |        1.696 |        3.263
       1.952 |        2.404 |        4.355
       0.200 |        1.722 |        1.922
       1.841 |        1.366 |        3.207
       1.584 |        5.106 |        6.690
       5.345 |        1.154 |        6.499
       6.210 |        0.929 |        7.139
       6.090 |        0.879 |        6.969
       6.215 |        4.004 |       10.219
       8.840 |        3.247 |       12.087
      11.772 |        0.661 |       12.433
      11.870 |        1.755 |       13.624
      11.667 |        3.480 |       15.147
      14.736 |        1.033 |       15.769
      13.317 |        0.703 |       14.020
      11.730 |        1.549 |       13.278
       6.180 |        0.949 |        7.130
       0.195 |        0.931 |        1.126
       1.169 |        3.493 |        4.662
       0.185 |        2.465 |        2.650
       0.545 |        2.881 |        3.426
       0.190 |        4.401 |        4.592
       3.647 |        2.275 |        5.923
       5.779 |        3.623 |        9.402
       6.648 |        4.270 |       10.918
       5.882 |        0.652 |        6.534
       0.192 |        0.636 |        0.828
       0.194 |        1.218 |        1.411
       0.164 |        0.852 |        1.016
       0.217 |        2.357 |        2.574
       2.259 |        2.295 |        4.555
       2.533 |        0.819 |        3.352
       2.522 |        0.923 |        3.446
       2.634 |        0.626 |        3.260
       3.012 |        3.638 |        6.650
       3.100 |        4.019 |        7.119
       7.016 |        3.670 |       10.685
       8.048 |        0.722 |        8.770
       7.470 |        1.850 |        9.320
       7.350 |        0.891 |        8.241
       6.063 |        2.511 |        8.574
       5.822 |        0.795 |        6.617
       6.052 |        1.762 |        7.814
       7.230 |        2.076 |        9.305
       7.880 |        1.042 |        8.922
       7.362 |        1.054 |        8.416
       0.191 |        1.599 |        1.790
       0.195 |        1.872 |        2.067
       0.951 |        1.356 |        2.307
       1.156 |        2.927 |        4.083
       0.189 |        1.637 |        1.827
       0.186 |        1.065 |        1.252
       0.168 |        2.049 |        2.216
       1.413 |        0.781 |        2.193
       0.631 |        0.513 |        1.144
       0.270 |        1.387 |        1.657
       0.118 |        0.574 |        0.693
       0.195 |        2.576 |        2.771
       0.210 |        0.564 |        0.774
       0.198 |        1.169 |        1.368
       1.205 |        4.781 |        5.986
       3.780 |        0.742 |        4.522
       3.226 |        2.225 |        5.450
       4.392 |        1.044 |        5.437
       2.398 |        0.792 |        3.190
       0.308 |        3.021 |        3.330
       2.142 |        0.834 |        2.976
       1.105 |        0.662 |        1.767
       0.147 |        3.351 |        3.498
       1.824 |        1.160 |        2.984
       0.182 |        1.609 |        1.791
       0.186 |        1.141 |        1.326
       0.166 |        0.688 |        0.854
       0.190 |        0.839 |        1.029
       0.719 |        1.166 |        1.885
       0.156 |        3.692 |        3.847
       0.191 |        4.864 |        5.055
       0.197 |        2.720 |        2.916
       1.968 |        0.880 |        2.848
       1.835 |        1.536 |        3.371
       0.969 |        0.626 |        1.594
       0.185 |        1.518 |        1.704
       0.195 |        0.952 |        1.146
       0.197 |        1.030 |        1.228
       0.189 |        2.371 |        2.560
       2.447 |        0.645 |        3.092
       0.182 |        0.555 |        0.737
       0.197 |        4.332 |        4.530
       3.458 |        2.096 |        5.554
       4.253 |        1.090 |        5.343
       3.908 |        3.711 |        7.619
       5.532 |        1.258 |        6.791
       6.592 |        0.714 |        7.306
       5.867 |        0.920 |        6.787
       4.576 |        2.595 |        7.171
       6.112 |        1.928 |        8.040
       5.704 |        0.637 |        6.341
       5.095 |        0.832 |        5.927
       5.241 |        2.854 |        8.095
       5.286 |        0.994 |        6.280
       5.435 |        1.896 |        7.331
       5.880 |        1.154 |        7.034
       6.398 |        3.531 |        9.929
       8.684 |        0.539 |        9.223
       8.977 |        0.900 |        9.877
       9.581 |        1.376 |       10.957
      10.337 |        2.144 |       12.481
      12.288 |        0.670 |       12.958
      10.706 |        2.624 |       13.330
      11.702 |        4.702 |       16.403
      16.380 |        3.485 |       19.865
      12.045 |        1.049 |       13.094
      11.411 |        1.027 |       12.439
      11.585 |        0.554 |       12.138
      11.602 |        0.666 |       12.269
      11.893 |        0.772 |       12.665
      12.042 |        0.766 |       12.808
      11.250 |        1.845 |       13.095
      10.431 |        4.200 |       14.631
       6.137 |        2.849 |        8.987
       7.693 |        0.910 |        8.603
       6.099 |        0.831 |        6.930
       0.180 |        3.130 |        3.310
       0.214 |        1.004 |        1.218
       0.178 |        4.282 |        4.460
       0.190 |        0.611 |        0.801
       0.429 |        0.647 |        1.076
       0.193 |        1.147 |        1.340
       0.185 |        3.352 |        3.538
       3.470 |        0.885 |        4.355
       2.098 |        1.984 |        4.082
       3.965 |        1.327 |        5.293
       0.891 |        0.864 |        1.756
       0.648 |        1.278 |        1.925
       0.187 |        3.826 |        4.013
       0.200 |        1.399 |        1.599
       0.141 |        1.045 |        1.186
       1.022 |        0.523 |        1.545
       1.182 |        3.209 |        4.391
       3.985 |        0.548 |        4.534
       1.905 |        1.553 |        3.458
       2.601 |        0.829 |        3.430
       1.286 |        0.666 |        1.952
       0.683 |        1.343 |        2.027
       1.848 |        4.540 |        6.387
       5.260 |        1.526 |        6.787
       5.049 |        0.589 |        5.638
       4.528 |        4.480 |        9.008
       5.584 |        3.028 |        8.612
       7.730 |        0.986 |        8.716
       6.093 |        3.549 |        9.643
       8.991 |        2.253 |       11.244
       3.799 |        1.335 |        5.133
       5.001 |        2.968 |        7.969
       7.597 |        0.807 |        8.404
       3.052 |        1.079 |        4.132
       1.315 |        0.805 |        2.120
       1.475 |        1.687 |        3.162
       0.188 |        0.592 |        0.780
       0.239 |        0.778 |        1.017
       0.184 |        3.811 |        3.995
       0.192 |        1.424 |        1.616
       0.195 |        5.009 |        5.204
       5.091 |        0.768 |        5.859
       4.827 |        2.625 |        7.451
       4.353 |        0.767 |        5.120
       1.148 |        1.545 |        2.694
       2.217 |        1.049 |        3.265
       2.295 |        2.438 |        4.733
       4.491 |        2.501 |        6.992
       4.106 |        1.756 |        5.862
       4.867 |        1.028 |        5.894
       3.793 |        1.249 |        5.041
       5.037 |        1.975 |        7.012
       4.822 |        0.703 |        5.524
       3.377 |        0.650 |        4.028
       3.484 |        1.063 |        4.548
       0.187 |        3.158 |        3.345
       1.436 |        0.840 |        2.276
       1.730 |        1.209 |        2.939
       0.647 |        0.717 |        1.364
       0.184 |        0.873 |        1.057
       0.163 |        3.784 |        3.948
       1.609 |        0.741 |        2.350
       1.955 |        2.949 |        4.904
       3.417 |        0.707 |        4.124
       1.011 |        2.184 |        3.195
       3.026 |        1.021 |        4.047
       0.313 |        0.670 |        0.984
       0.186 |        2.151 |        2.336
       0.192 |        2.266 |        2.458
       0.209 |        2.190 |        2.399
       1.496 |        1.784 |        3.279
       2.445 |        0.864 |        3.309
       0.193 |        1.507 |        1.700
       0.152 |        1.123 |        1.275
       0.195 |        0.644 |        0.839
       0.198 |        1.120 |        1.318
       0.187 |        1.406 |        1.593
       0.194 |        2.346 |        2.540
       0.204 |        0.922 |        1.126
       0.194 |        1.988 |        2.182
       1.715 |        1.063 |        2.778
       0.165 |        0.749 |        0.914
       0.578 |        2.102 |        2.680
       1.895 |        1.004 |        2.899
       2.302 |        2.467 |        4.770
       0.183 |        0.804 |        0.988
       0.195 |        0.738 |        0.933
       0.323 |        1.207 |        1.530
       0.192 |        1.636 |        1.828
       0.890 |        0.668 |        1.558
       0.930 |        1.850 |        2.780
       1.888 |        0.738 |        2.626
       1.038 |        0.633 |        1.672
       0.195 |        1.031 |        1.226
       0.273 |        1.873 |        2.146
       1.785 |        1.489 |        3.274
       1.817 |        1.517 |        3.334
       3.177 |        1.225 |        4.402
       0.188 |        1.114 |        1.302
       1.114 |        0.640 |        1.753
       0.180 |        0.909 |        1.089
       0.165 |        4.157 |        4.322
       1.737 |        4.294 |        6.031
       4.359 |        1.173 |        5.531
       5.102 |        1.673 |        6.775
       2.794 |        0.645 |        3.439
       1.987 |        0.639 |        2.625
       0.186 |        1.200 |        1.386
       0.181 |        0.754 |        0.935
       0.192 |        0.706 |        0.898
       0.189 |        0.764 |        0.954
       0.511 |        3.137 |        3.648
       2.922 |        0.709 |        3.631
       0.183 |        3.213 |        3.396
       2.898 |        4.941 |        7.839
       6.618 |        2.151 |        8.769
       6.978 |        1.320 |        8.298
       4.299 |        1.836 |        6.135
       3.734 |        0.931 |        4.665
       0.179 |        0.840 |        1.019
       0.181 |        1.677 |        1.858
       1.915 |        1.818 |        3.733
       0.143 |        3.058 |        3.200
       0.918 |        0.614 |        1.533
       0.185 |        2.579 |        2.764
       1.400 |        0.845 |        2.246
       1.773 |        0.639 |        2.412
       0.193 |        5.021 |        5.214
       4.813 |        0.704 |        5.517
       4.263 |        0.961 |        5.224
       0.192 |        2.357 |        2.549
       2.567 |        1.083 |        3.650
       2.690 |        0.711 |        3.402
       0.199 |        4.712 |        4.911
       3.351 |        1.001 |        4.352
       3.188 |        3.256 |        6.444
       0.177 |        1.004 |        1.181
       1.007 |        1.057 |        2.064
       0.593 |        2.298 |        2.892
       2.646 |        3.592 |        6.237
       1.857 |        1.149 |        3.006
       1.752 |        0.758 |        2.510
       1.810 |        4.220 |        6.030
       3.482 |        0.631 |        4.113
       0.173 |        2.310 |        2.484
       2.230 |        3.971 |        6.201
       5.021 |        2.032 |        7.053
       7.035 |        4.822 |       11.857
       8.107 |        0.835 |        8.943
       7.119 |        0.655 |        7.774
       7.070 |        0.580 |        7.650
       6.115 |        1.717 |        7.832
       5.504 |        2.578 |        8.082
       7.623 |        1.988 |        9.611
       0.202 |        3.978 |        4.180
       3.997 |        2.559 |        6.556
       4.145 |        1.673 |        5.818
       4.520 |        2.326 |        6.846
       6.377 |        1.732 |        8.109
       8.065 |        3.084 |       11.148
       9.987 |        4.077 |       14.064
      13.679 |        1.161 |       14.840
       0.191 |        0.795 |        0.986
       0.145 |        1.860 |        2.006
       0.178 |        2.882 |        3.060
       3.032 |        2.653 |        5.685
       0.872 |        0.581 |        1.453
       0.750 |        1.252 |        2.002
       0.187 |        0.648 |        0.835
       0.480 |        1.797 |        2.277
       0.477 |        1.960 |        2.437
       2.030 |        4.390 |        6.420
       0.150 |        0.610 |        0.759
       0.189 |        1.251 |        1.441
       0.426 |        1.005 |        1.432
       1.433 |        0.538 |        1.972
       0.190 |        2.988 |        3.178
       0.194 |        0.995 |        1.189
       0.198 |        0.760 |        0.958
       0.601 |        0.776 |        1.377
       1.302 |        2.553 |        3.855
       3.148 |        0.852 |        4.000
       0.210 |        0.631 |        0.841
       0.188 |        0.758 |        0.946
       0.191 |        1.343 |        1.534
       0.190 |        3.956 |        4.146
       2.967 |        1.651 |        4.618
       2.649 |        0.686 |        3.334
       1.082 |        1.994 |        3.076
       0.314 |        2.659 |        2.973
       0.188 |        1.340 |        1.528
       0.196 |        4.192 |        4.387
       0.674 |        0.845 |        1.519
       1.414 |        2.579 |        3.994
       2.837 |        2.003 |        4.840
       3.876 |        1.399 |        5.275
       3.132 |        1.719 |        4.850
       2.404 |        0.634 |        3.038
       0.188 |        0.562 |        0.750
       0.199 |        2.551 |        2.750
       0.714 |        0.828 |        1.542
       0.180 |        3.054 |        3.233
       0.192 |        1.594 |        1.786
       0.201 |        0.702 |        0.903
       0.763 |        0.859 |        1.622
       0.183 |        1.660 |        1.843
       0.731 |        2.196 |        2.927
       0.187 |        3.325 |        3.512
       2.964 |        1.998 |        4.961
       3.802 |        2.488 |        6.290
       2.005 |        1.493 |        3.498
       2.731 |        0.811 |        3.542
       0.977 |        0.598 |        1.576
       1.560 |        3.397 |        4.957
       4.245 |        0.681 |        4.926
       0.185 |        0.611 |        0.796
       0.481 |        0.664 |        1.146
       0.184 |        1.660 |        1.843
       1.122 |        2.891 |        4.013
       0.861 |        1.197 |        2.058
       0.190 |        0.744 |        0.934
       0.199 |        1.535 |        1.734
       0.654 |        0.346 |        0.999
       0.135 |        1.794 |        1.929
       0.150 |        0.927 |        1.077
       0.192 |        0.689 |        0.881
       0.148 |        1.907 |        2.055
       0.218 |        0.990 |        1.207
       0.207 |        0.650 |        0.858
       0.192 |        4.951 |        5.142
       3.987 |        1.008 |        4.995
       2.800 |        0.936 |        3.736
       0.190 |        0.650 |        0.840
       0.264 |        4.098 |        4.363
       4.031 |        0.726 |        4.758
       3.225 |        1.908 |        5.133
       4.759 |        1.582 |        6.342
       6.286 |        0.770 |        7.056
       5.236 |        3.106 |        8.343
       5.602 |        0.638 |        6.240
       5.895 |        0.913 |        6.808
       2.668 |        0.672 |        3.340
       2.317 |        1.312 |        3.630
       2.749 |        1.352 |        4.101
       0.189 |        3.047 |        3.236
       2.674 |        0.919 |        3.593
       3.555 |        1.579 |        5.134
       3.982 |        0.798 |        4.780
       4.709 |        1.957 |        6.667
       5.945 |        1.236 |        7.182
       6.334 |        4.124 |       10.458
       6.961 |        3.010 |        9.970
       9.147 |        0.660 |        9.807
       6.821 |        1.551 |        8.373
       8.528 |        1.469 |        9.998
       9.353 |        0.607 |        9.960
       0.191 |        0.783 |        0.975
       0.200 |        2.436 |        2.636
       0.843 |        2.939 |        3.782
       1.116 |        2.535 |        3.651
       2.075 |        0.981 |        3.055
       0.385 |        0.643 |        1.028
       0.189 |        0.819 |        1.007
       0.187 |        0.880 |        1.066
       0.194 |        0.808 |        1.002
       0.194 |        2.405 |        2.598
       0.193 |        1.730 |        1.923
       1.261 |        1.669 |        2.931
       0.131 |        3.618 |        3.748
       3.243 |        0.727 |        3.970
       0.193 |        4.888 |        5.081
       0.554 |        0.794 |        1.348
       1.054 |        1.301 |        2.355
       1.236 |        4.092 |        5.328
       5.094 |        1.245 |        6.339
       6.213 |        3.313 |        9.526
       8.103 |        0.649 |        8.752
       3.499 |        3.071 |        6.569
       4.631 |        0.932 |        5.563
       3.167 |        0.647 |        3.814
       0.194 |        5.244 |        5.438
       1.890 |        2.196 |        4.087
       2.083 |        0.654 |        2.738
       1.694 |        1.495 |        3.189
       1.497 |        1.441 |        2.937
       0.149 |        4.540 |        4.689
       2.463 |        0.650 |        3.114
       0.186 |        1.378 |        1.564
       0.176 |        1.246 |        1.422
       0.533 |        3.398 |        3.931
       3.263 |        1.122 |        4.385
       3.230 |        0.802 |        4.032
       3.814 |        3.301 |        7.114
       6.897 |        2.649 |        9.546
       6.467 |        2.953 |        9.420
       9.292 |        0.631 |        9.924
       9.515 |        2.089 |       11.604
      11.879 |        0.662 |       12.541
       9.877 |        2.063 |       11.940
       9.641 |        0.636 |       10.277
       3.217 |        1.649 |        4.866
       0.202 |        1.570 |        1.771
       0.352 |        4.559 |        4.911
       4.835 |        4.971 |        9.806
       4.738 |        2.934 |        7.672
       5.709 |        3.034 |        8.743
       0.191 |        0.766 |        0.958
       0.197 |        2.622 |        2.818
       2.247 |        1.087 |        3.334
       2.446 |        1.884 |        4.331
       1.864 |        2.561 |        4.425
       0.926 |        0.939 |        1.865
       0.167 |        2.387 |        2.555
       0.656 |        0.885 |        1.541
       0.586 |        4.079 |        4.665
       3.149 |        3.009 |        6.158
       5.858 |        1.284 |        7.142
       6.784 |        3.680 |       10.464
       9.491 |        0.658 |       10.148
       9.201 |        0.887 |       10.088
       9.728 |        0.766 |       10.494
       5.419 |        4.754 |       10.173
       8.899 |        0.687 |        9.586
       7.502 |        2.690 |       10.192
       9.467 |        0.545 |       10.011
       9.197 |        0.804 |       10.001
       5.667 |        2.783 |        8.450
       6.632 |        3.418 |       10.050
       5.948 |        0.558 |        6.506
       5.124 |        3.031 |        8.155
       7.136 |        0.350 |        7.485
       4.741 |        2.101 |        6.841
       6.508 |        0.975 |        7.483
       6.972 |        0.901 |        7.873
       5.960 |        3.205 |        9.166
       5.616 |        0.962 |        6.577
       6.356 |        2.707 |        9.063
       5.173 |        0.769 |        5.943
       0.173 |        1.415 |        1.589
       0.843 |        1.141 |        1.985
       1.022 |        0.484 |        1.505
       0.185 |        4.058 |        4.243
       1.245 |        0.747 |        1.992
       0.190 |        0.905 |        1.095
       0.280 |        4.027 |        4.307
       0.154 |        0.620 |        0.774
       0.338 |        2.525 |        2.862
       2.903 |        4.987 |        7.890
       7.606 |        0.844 |        8.450
       8.317 |        0.592 |        8.909
       6.523 |        2.863 |        9.386
       2.114 |        0.791 |        2.905
